leg_length_1,leg_length_2,leg_length_3,leg_length_4,leg_length_5,leg_length_6,meas_pos_x,meas_pos_y,meas_pos_z,meas_ori_x,meas_ori_y,meas_ori_z,meas_ori_w,cmd_pos_x,cmd_pos_y,cmd_pos_z,cmd_ori_x,cmd_ori_y,cmd_ori_z,cmd_ori_w
1.3055468,1.4461962,3.146666,2.4913242,3.1134064,3.7540224,-175.1725616455078,-174.73777770996094,164.25200195312505,-1.409387380007039e-05,0.0014891584474565156,0.00823278991573217,0.9999650040105766,-175.0,-175.0,165.0,0.0,0.0,0.0,1.0
1.3673143,1.3530564,3.0618272,2.5566318,2.80219,3.468372,-175.62989807128906,-130.75437927246094,163.93217773437505,0.00024116796591260376,0.0019910324509259786,0.010467655920799608,0.9999431951601342,-175.0,-131.25,165.0,0.0,0.0,0.0,1.0
1.4676561,1.3040433,3.0169683,2.6444633,2.5250275,3.2018926,-175.03048706054688,-87.22026824951172,164.08562011718755,-0.00017952520506472116,0.0019684344807509167,0.01129897375196449,0.9999342092091151,-175.0,-87.5,165.0,0.0,0.0,0.0,1.0
1.6054735,1.2914071,3.0010362,2.7667778,2.2715504,2.9588506,-174.70237731933594,-43.211517333984375,164.2880737304688,0.0003494697156764206,0.002125795810021128,0.010752130931655621,0.999939872006895,-175.0,-43.75,165.0,0.0,0.0,0.0,1.0
1.7640867,1.3080125,3.0169683,2.9195468,2.048465,2.7373521,-174.6666717529297,0.22698341310024261,164.18864746093755,0.0003454146942115861,0.0013306697220450549,0.010944659287940037,0.9999391641589264,-175.0,0.0,165.0,0.0,0.0,0.0,1.0
1.9558744,1.3699613,3.0603623,3.0930011,1.850711,2.5582635,-174.71502685546875,42.64289474487305,164.2772094726563,-0.0001285908736869752,0.0019258664706881363,0.012476500805079086,0.9999202979631474,-175.0,43.75,165.0,0.0,0.0,0.0,1.0
2.1800585,1.4621034,3.1378179,3.2986972,1.6823474,2.4008043,-174.71401977539062,86.43870544433594,164.43693847656255,-0.00021644596920779847,0.002331648215310915,0.012807570994665618,0.9999152386028822,-175.0,87.5,165.0,0.0,0.0,0.0,1.0
2.4389067,1.5912156,3.247437,3.5283115,1.5459644,2.2674444,-174.33624267578125,130.59413146972656,164.5153686523438,5.4468128457987595e-05,0.002910482617322673,0.01221931871585605,0.9999211101408348,-175.0,131.25,165.0,0.0,0.0,0.0,1.0
2.7181444,1.749785,3.3848882,3.7878978,1.4419603,2.1701715,-174.77919006347656,174.44155883789062,164.3940307617188,0.00015466994656540992,0.003311202021244124,0.011681076711662677,0.9999262812383461,-175.0,175.0,165.0,0.0,0.0,0.0,1.0
1.3345993,1.5693727,2.8364854,2.2391114,3.0814238,3.5716436,-131.15914916992188,-174.54757690429688,164.2490112304688,-3.051259349830555e-05,0.0012024212700757018,0.00781709797077255,0.9999687219734966,-131.25,-175.0,165.0,0.0,0.0,0.0,1.0
1.3992336,1.4781156,2.7527452,2.2960114,2.774724,3.2836168,-131.33541870117188,-131.08856201171875,164.02104492187505,5.315631075804974e-05,0.002001338979562415,0.008949764639390418,0.9999579480389272,-131.25,-131.25,165.0,0.0,0.0,0.0,1.0
1.4967678,1.4292283,2.7064805,2.3935113,2.4920092,3.0175664,-131.59889221191406,-87.054443359375,164.10600585937505,-0.00013583554820263376,0.0021582413649269085,0.01047293660854391,0.9999428151588656,-131.25,-87.5,165.0,0.0,0.0,0.0,1.0
1.630801,1.4156156,2.6909184,2.5188527,2.23771,2.7691553,-131.02308654785156,-43.4691162109375,164.3030883789063,0.00014526693688951076,0.0022586161631171276,0.010180618132295963,0.9999456167334532,-131.25,-43.75,165.0,0.0,0.0,0.0,1.0
1.7933395,1.426434,2.7085557,2.6784577,2.0101347,2.5508516,-132.0265655517578,0.28525999188423157,164.0511352539063,0.0006486251032641039,0.0019595047881291886,0.010995572363572511,0.9999374131644299,-131.25,0.0,165.0,0.0,0.0,0.0,1.0
1.9835842,1.49124,2.7512803,2.852408,1.8101243,2.3637884,-130.97850036621094,42.861061096191406,164.2620727539063,5.720680347065169e-06,0.0025560829134561583,0.012055045705878922,0.9999240757014678,-131.25,43.75,165.0,0.0,0.0,0.0,1.0
2.2064254,1.5810208,2.8336377,3.063561,1.6444119,2.1962163,-131.13772583007812,86.34638977050781,164.27421875000005,-0.00011617750142948162,0.0022664948557335803,0.012298353210560543,0.9999217956480944,-131.25,87.5,165.0,0.0,0.0,0.0,1.0
2.4617336,1.7076707,2.9445176,3.2950978,1.5070237,2.0662744,-130.71670532226562,130.3917999267578,164.4402954101563,0.00023489328909001304,0.0031147907352026658,0.010830189314686604,0.9999364743320753,-131.25,131.25,165.0,0.0,0.0,0.0,1.0
2.7417037,1.8657575,3.0862412,3.5595613,1.4023464,1.9658695,-131.3686065673828,174.16329956054688,164.37651367187505,9.337968825995891e-05,0.00331201398274677,0.010955378408624337,0.9999344998008344,-131.25,175.0,165.0,0.0,0.0,0.0,1.0
1.3929489,1.72543,2.5489736,2.0115283,3.080569,3.4218652,-87.80018615722656,-174.46286010742188,164.28166503906255,-0.0004822519262571035,0.0004150409316105673,0.008044095920558724,0.9999674404327288,-87.5,-175.0,165.0,0.0,0.0,0.0,1.0
1.4540431,1.6384568,2.4646592,2.0726225,2.775029,3.126026,-87.52889251708984,-130.86532592773438,164.11003417968755,-0.0003107866578392967,0.0006060143375681481,0.00933397096110237,0.9999561970773226,-87.5,-131.25,165.0,0.0,0.0,0.0,1.0
1.5537364,1.5871243,2.4143662,2.172539,2.493924,2.857778,-87.68345642089844,-86.77069854736328,164.2620727539063,0.00013292141403747784,0.0011390954282737811,0.0109184319850645,0.9999397304373414,-87.5,-87.5,165.0,0.0,0.0,0.0,1.0
