leg_length_1,leg_length_2,leg_length_3,leg_length_4,leg_length_5,leg_length_6,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1.6924095,1.8641262,1.9187604,2.3058589,2.2879848,1.7136728,5.756841659545898,4.984894275665283,777.7637329101562,0.011560742918575985,-0.06039547184600476,-0.004131312827800862,0.9980990327169579
1.9185467,2.0258102,2.0289862,1.9480077,1.937399,1.9146596,6.885221004486084,5.2444305419921875,777.6060791015625,-0.012575656591810624,-0.002622379640111303,-0.003108838523781003,0.9999126530289156
1.6230145,1.924858,1.9824907,2.3276637,2.28652,1.6421396,5.012059688568115,5.6044602394104,777.8565063476562,0.0007234557173561495,-0.06856890354937852,-0.002747926214537486,0.9976423380575546
1.623869,2.3397121,2.3657153,1.953808,1.8874093,1.6078416,5.766874313354492,6.904941082000732,777.8479614257812,-0.07080883715892614,-0.03030009065509022,-0.0012680121919545434,0.9970287945777968
2.10153,2.679741,2.6857836,2.142834,2.105671,2.0646842,5.829543113708496,6.589406490325928,803.3494873046875,-0.0706882036312654,-0.0029247125097100284,-0.0047816612828383296,0.9974827077031201
2.2744408,2.5011597,2.4901984,2.1430323,2.1291714,2.241686,6.712677001953125,6.393111228942871,803.5459594726562,-0.03675669999151113,0.013484860015194387,-0.004842075175589307,0.9992215285512366
2.5774822,2.5020542,2.4429858,1.8750097,1.8856412,2.5066493,8.34272289276123,6.052685737609863,803.2222900390625,-0.03373378235382609,0.0682388274189041,-0.005853134240843552,0.9970813642257352
2.2619648,2.150566,2.1654608,2.4495356,2.4638252,2.2853281,6.55863618850708,4.558372974395752,803.3416137695312,0.022619255166595374,-0.01846355503313242,-0.004760218686407141,0.9995623092632103
2.4148846,2.9932175,3.0038989,2.5285742,2.4784145,2.3843596,5.8141374588012695,7.604691028594971,829.0841674804688,-0.0664967589259489,-0.009598954706256773,-0.0029719437091096546,0.9977360444805051
2.6529217,2.63793,2.6339667,2.609751,2.6100101,2.6504996,6.3251118659973145,6.074448108673096,829.026611328125,-0.0028711480789229073,0.004478313663996632,-0.004403499668617013,0.9999761504071077
3.1527367,2.4741116,2.40152,2.2999995,2.3318672,3.1490977,9.863190650939941,4.498498439788818,828.7392578125,0.03091172510015517,0.08403769074191571,-0.0026849791709357626,0.9959793847944695
3.0062523,2.7648907,2.6978686,2.1903174,2.2064419,2.939318,8.678268432617188,6.011105537414551,828.61474609375,-0.019840403293869883,0.07917175390311226,-0.005990177504455089,0.9966455315073441
1.825529,3.0403366,2.0452807,1.8746434,2.287424,1.2662219,110.83140563964844,7.282991409301758,776.1495361328125,-0.08919008286244288,-0.07183884597306595,0.005502238863293663,0.9934052706131644
2.5050316,2.4027634,1.2766665,1.7680284,2.3448696,1.9909533,112.98658752441406,3.943840265274048,776.3763427734375,0.033869926957694405,0.004318358950140062,-0.00330070875614392,0.9994114768222373
1.7882975,2.96813,1.9780825,1.9827386,2.3880062,1.2348002,110.3170394897461,6.687655448913574,776.0670776367188,-0.07654456267475852,-0.08628962059627662,0.005609086993576488,0.9933094004587064
2.8568382,2.6055813,1.4251631,1.2572881,1.8571988,2.2832527,115.27960968017578,4.4570698738098145,775.7965698242188,0.002187978627582347,0.08833442558351871,-0.002429453300159729,0.9960855072278819
3.1657982,2.6246872,1.6712569,2.059458,2.2242012,2.4482288,97.15392303466797,40.25001525878906,801.6007080078125,0.040982622084949606,0.05592739851177536,-0.001958843185905855,0.9975914559947526
3.1924095,2.8027248,1.8431948,1.8834324,2.0372524,2.425953,97.9654541015625,41.170021057128906,801.2861328125,0.0102435257472186,0.07456672005568525,-0.0024534982219107998,0.9971603965602528
2.5697021,3.1924953,2.3405552,2.1286716,2.2043037,1.7607286,94.87217712402344,43.36277389526367,801.7916870117188,-0.06889412249306118,-0.01141967355980751,-0.0009265744743275961,0.9975581754962718
2.5095482,2.7952785,1.954645,2.5492668,2.6438198,1.7457769,93.7701416015625,41.777854919433594,801.7081298828125,0.001788320617425876,-0.05949667057758695,-0.0034511260621163534,0.9982209399101709
3.250393,3.4638577,2.8389816,2.2176933,1.9978238,2.3458118,68.6374740600586,67.00602722167969,827.3798217773438,-0.07666800334548543,0.06392420848711,-0.00843642393331752,0.9949696125369561
3.1684837,2.6250534,2.0353928,3.00288,2.8596992,2.4302616,67.06050872802734,63.91013717651367,827.50244140625,0.07134054986200976,-0.021841177560087157,-0.006091825001733872,0.9971942507002184
2.6733074,3.3131638,2.7902584,2.898325,2.5985909,1.8440816,65.07515716552734,66.8740463256836,827.7728881835938,-0.05792980982969252,-0.05673342738484198,0.00031345265653770233,0.9967072635747646
3.2199974,3.296133,2.6823654,2.3875237,2.1642056,2.3540535,68.31717681884766,66.45337677001953,827.510498046875,-0.04830472088242825,0.044774320858144416,-0.0062824296852006046,0.997808827418239
2.0096111,2.5684128,2.6149235,2.573862,1.5144254,1.011583,4.754746913909912,113.18486022949219,776.4181518554688,-0.08083134926279442,-0.05328419283637955,0.001247055768587051,0.9953017283624793
2.6580524,2.0595608,2.0367355,2.3816013,1.4365444,1.7168461,8.417332649230957,110.40745544433594,776.0643920898438,0.015383829708466223,0.027987771352274187,-0.0036994009196161973,0.9994830344984877
2.641325,2.2756252,2.240471,2.2172356,1.2494698,1.652681,8.816790580749512,111.11264038085938,776.0472412109375,-0.021983750134322678,0.0421139977794078,-0.005117049973953515,0.9988578219096085
2.0274925,2.4904099,2.5418625,2.6280022,1.5757046,1.0314213,4.410674571990967,113.47077941894531,776.4013061523438,-0.06734447035822266,-0.057118338908181965,0.00033497271882086986,0.99609342836861
