Commanded Tilt X (deg),Commanded Tilt Y (deg),Measured Tilt X (deg),Measured Tilt Y (deg),Position X (mm),Position Y (mm)
6.123233995736766e-15,100.0,10.0,0.0,10.512670822060203,-0.2823974611460099
6.123233995736766e-15,100.0,7.0710678118654755,7.071067811865475,7.6177736895257535,7.039990274929761
6.123233995736766e-15,100.0,6.123233995736765e-16,10.0,0.22946777775986885,10.15461459306352
6.123233995736766e-15,100.0,-7.071067811865475,7.0710678118654755,-7.340112208351799,7.149853867729416
6.123233995736766e-15,100.0,-10.0,1.224646799147353e-15,-10.366846079132657,-0.04619141030751922
6.123233995736766e-15,100.0,-7.071067811865477,-7.071067811865475,-7.42250990295154,-7.264208953337136
6.123233995736766e-15,100.0,-1.8369701987210296e-15,-10.0,0.13059081104444373,-10.521655515223625
6.123233995736766e-15,100.0,7.071067811865474,-7.071067811865477,7.524389635646046,-7.4399902749297615
-70.71067811865474,70.71067811865476,0.0,0.0,-0.0891357342246318,-0.18352050777079804
-70.71067811865474,70.71067811865476,5.0,0.0,5.173315579922597,-0.23295898445840396
-70.71067811865474,70.71067811865476,3.5355339059327378,3.5355339059327373,3.7395995358685057,3.623242357257419
-70.71067811865474,70.71067811865476,3.0616169978683826e-16,5.0,0.026220718049888722,5.117382950464497
-70.71067811865474,70.71067811865476,-3.5355339059327373,3.5355339059327378,-3.5772948271341907,3.436474676384829
-70.71067811865474,70.71067811865476,-5.0,6.123233995736765e-16,-5.142846755661044,-0.04619141030751922
-70.71067811865474,70.71067811865476,-3.5355339059327386,-3.5355339059327373,-3.6322266235340184,-3.737597656308551
-70.71067811865474,70.71067811865476,-9.184850993605148e-16,-5.0,0.05917968916807947,-5.303149371391993
-70.71067811865474,70.71067811865476,3.535533905932737,-3.5355339059327386,3.690161345995484,-3.79802241890495
-70.71067811865474,70.71067811865476,10.0,0.0,10.5456298999001,-0.21098632843072243
-70.71067811865474,70.71067811865476,7.0710678118654755,7.071067811865475,7.678198665565564,7.100415250969571
-70.71067811865474,70.71067811865476,6.123233995736765e-16,10.0,0.06467286880806222,10.269970511729511
-70.71067811865474,70.71067811865476,-7.071067811865475,7.0710678118654755,-7.23574222207895,7.166333406649364
-70.71067811865474,70.71067811865476,-10.0,1.224646799147353e-15,-10.21303704921314,-0.06816406216638413
-70.71067811865474,70.71067811865476,-7.071067811865477,-7.071067811865475,-7.395044004751626,-7.247729414417188
-70.71067811865474,70.71067811865476,-1.8369701987210296e-15,-10.0,0.0427002036089841,-10.356860126024142
-70.71067811865474,70.71067811865476,7.071067811865474,-7.071067811865477,7.288183764900435,-7.566333406649365
-100.0,1.2246467991473532e-14,0.0,0.0,0.03720702396900134,0.014233392309519192
-100.0,1.2246467991473532e-14,5.0,0.0,5.217260590155636,-0.01872559214888478
-100.0,1.2246467991473532e-14,3.5355339059327378,3.5355339059327373,3.60227047175576,3.6616941878504754
-100.0,1.2246467991473532e-14,3.0616169978683826e-16,5.0,0.03720702396900134,5.205273397817398
-100.0,1.2246467991473532e-14,-3.5355339059327373,3.5355339059327378,-3.5827880067741735,3.71113280461032
-100.0,1.2246467991473532e-14,-5.0,6.123233995736765e-16,-5.15383311494101,0.15705566274267413
-100.0,1.2246467991473532e-14,-3.5355339059327386,-3.5355339059327373,-4.884668166355501,-3.413500911323214
-100.0,1.2246467991473532e-14,-9.184850993605148e-16,-5.0,-0.001245126789172163,-5.11088851087942
-100.0,1.2246467991473532e-14,3.535533905932737,-3.5355339059327386,3.5748045735558462,-3.6442138158722557
-100.0,1.2246467991473532e-14,10.0,0.0,10.364355825554314,-0.11210937255422054
-100.0,1.2246467991473532e-14,7.0710678118654755,7.071067811865475,7.249731507420555,7.292675684595321
-100.0,1.2246467991473532e-14,6.123233995736765e-16,10.0,-0.001245126789172163,10.418286362009047
-100.0,1.2246467991473532e-14,-7.071067811865475,7.0710678118654755,-7.290674018478777,7.446484714514838
-100.0,1.2246467991473532e-14,-10.0,1.224646799147353e-15,-10.278955204892933,0.12958984458403972
-100.0,1.2246467991473532e-14,-7.071067811865477,-7.071067811865475,-7.384057645471661,-7.242236234777205
-100.0,1.2246467991473532e-14,-1.8369701987210296e-15,-10.0,-0.023217791988250292,-10.20305194987827
-100.0,1.2246467991473532e-14,7.071067811865474,-7.071067811865477,7.1508542739008645,-7.379565298889951
-70.71067811865477,-70.71067811865474,0.0,0.0,0.03720702396900134,0.030712877868614565
-70.71067811865477,-70.71067811865474,5.0,0.0,5.129370142802735,0.09663084678542251
-70.71067811865477,-70.71067811865474,3.5355339059327378,3.5355339059327373,3.5912841124757944,3.7166259842503027
-70.71067811865477,-70.71067811865474,3.0616169978683826e-16,5.0,-0.023217791988250292,5.348095641570127
-70.71067811865477,-70.71067811865474,-3.5355339059327373,3.5355339059327378,-3.7036377454103824,3.733105523170251
-70.71067811865477,-70.71067811865474,-5.0,6.123233995736765e-16,-5.236230382653928,0.4262207180498887
-70.71067811865477,-70.71067811865474,-3.5355339059327386,-3.5355339059327373,-3.53334960345774,-3.369555687646764
-70.71067811865477,-70.71067811865474,-9.184850993605148e-16,-5.0,-0.061669942746423796,-4.951586728206744
-70.71067811865477,-70.71067811865474,3.535533905932737,-3.5355339059327386,3.668188627435553,-3.583789053275857
-70.71067811865477,-70.71067811865474,10.0,0.0,10.188574077074867,0.025219724909058255
-70.71067811865477,-70.71067811865474,7.0710678118654755,7.071067811865475,7.244238327780573,7.215771169635563
-70.71067811865477,-70.71067811865474,6.123233995736765e-16,10.0,0.026220718049888722,10.418286362009047
-70.71067811865477,-70.71067811865474,-7.071067811865475,7.0710678118654755,-7.36208492691173,7.479442938581089
-70.71067811865477,-70.71067811865474,-10.0,1.224646799147353e-15,-10.015283435947408,0.32734375133446353
-70.71067811865477,-70.71067811865474,-7.071067811865477,-7.071067811865475,-7.406030364031592,-6.857714940638882
-70.71067811865477,-70.71067811865474,-1.8369701987210296e-15,-10.0,-0.039697277547345665,-10.126147434918511
-70.71067811865477,-70.71067811865474,7.071067811865474,-7.071067811865477,7.2991701241803995,-7.23124987549724
-1.8369701987210297e-14,-100.0,0.0,0.0,0.026220718049888722,-0.08464356106569272
-1.8369701987210297e-14,-100.0,5.0,0.0,5.01401379724992,0.019726558609288725
-1.8369701987210297e-14,-100.0,3.5355339059327378,3.5355339059327373,3.5967772921157772,3.6946532656903717
-1.8369701987210297e-14,-100.0,3.0616169978683826e-16,5.0,0.03171384432901859,5.293164272057123
-1.8369701987210297e-14,-100.0,-3.5355339059327373,3.5355339059327378,-3.6212402642540527,3.6726805471304407
-1.8369701987210297e-14,-100.0,-5.0,6.123233995736765e-16,-5.071435420341269,0.09663084678542251
-1.8369701987210297e-14,-100.0,-3.5355339059327386,-3.5355339059327373,-3.6981445657704,-3.468432707723042
-1.8369701987210297e-14,-100.0,-9.184850993605148e-16,-5.0,0.026220718049888722,-5.039477602446468
-1.8369701987210297e-14,-100.0,3.535533905932737,-3.5355339059327386,3.5253663836828246,-3.5618163347159255
-1.8369701987210297e-14,-100.0,10.0,0.0,10.265478592034626,-0.17253418017383892
-1.8369701987210297e-14,-100.0,7.0710678118654755,7.071067811865475,7.238745148140589,7.232250708555511
-1.8369701987210297e-14,-100.0,6.123233995736765e-16,10.0,-0.023217791988250292,10.379834104529166
-1.8369701987210297e-14,-100.0,-7.071067811865475,7.0710678118654755,-7.334619028711816,7.413525636674942
-1.8369701987210297e-14,-100.0,-10.0,1.224646799147353e-15,-10.355859719852692,0.22297363165948209
-1.8369701987210297e-14,-100.0,-7.071067811865477,-7.071067811865475,-7.279687659198812,-7.126879889224391
-1.8369701987210297e-14,-100.0,-1.8369701987210296e-15,-10.0,-0.050683583466458286,-10.257983746278098
-1.8369701987210297e-14,-100.0,7.071067811865474,-7.071067811865477,7.227758788860624,-7.330127109016929
70.71067811865474,-70.71067811865477,0.0,0.0,0.08664553400714035,-0.05717772956684506
70.71067811865474,-70.71067811865477,5.0,0.0,5.228246949435601,-0.09562988032501857
70.71067811865474,-70.71067811865477,3.5355339059327378,3.5355339059327373,4.78879385889745,3.332104476668568
70.71067811865474,-70.71067811865477,3.0616169978683826e-16,5.0,0.04819338324896685,5.842480528508105
70.71067811865474,-70.71067811865477,-3.5355339059327373,3.5355339059327378,-3.6981445657704,3.6342287165373843
70.71067811865474,-70.71067811865477,-5.0,6.123233995736765e-16,-5.175805833500942,-0.013232425849115248
70.71067811865474,-70.71067811865477,-3.5355339059327386,-3.5355339059327373,-3.692651386130417,-3.660693354792204
70.71067811865474,-70.71067811865477,-9.184850993605148e-16,-5.0,0.07016599508719208,-5.264697113912114
70.71067811865474,-70.71067811865477,3.535533905932737,-3.5355339059327386,3.6187500106757082,-3.622241310755736
70.71067811865474,-70.71067811865477,10.0,0.0,10.281958130954573,-0.06267089586661459
70.71067811865474,-70.71067811865477,7.0710678118654755,7.071067811865475,7.2991701241803995,7.122387969529502
70.71067811865474,-70.71067811865477,6.123233995736765e-16,10.0,0.04819338324896685,10.247997793169581
70.71067811865474,-70.71067811865477,-7.071067811865475,7.0710678118654755,-7.340112208351799,7.149853867729416
70.71067811865474,-70.71067811865477,-10.0,1.224646799147353e-15,-10.295434743812882,0.14606933014313508
70.71067811865474,-70.71067811865477,-7.071067811865477,-7.071067811865475,-7.433496262231506,-7.170825326344253
70.71067811865474,-70.71067811865477,-1.8369701987210296e-15,-10.0,0.015234358769923212,-10.428271461343918
70.71067811865474,-70.71067811865477,7.071067811865474,-7.071067811865477,7.134374734980916,-8.335375994926011
200.0,0.0,0.0,0.0,-0.198999033539596,-0.17253418017383892
200.0,0.0,5.0,0.0,5.074438346402907,-0.30986327930464436
200.0,0.0,3.5355339059327378,3.5355339059327373,3.60227047175576,3.271679714072169
200.0,0.0,3.0616169978683826e-16,5.0,-0.10561521978372716,4.985547065991734
200.0,0.0,-3.5355339059327373,3.5355339059327378,-3.7091309250503652,3.502392405177799
200.0,0.0,-5.0,6.123233995736765e-16,-5.170312653860958,-0.07915039476592318
200.0,0.0,-3.5355339059327386,-3.5355339059327373,-3.775048867286747,-3.841967856024812
200.0,0.0,-9.184850993605148e-16,-5.0,-0.18801270094005693,-5.539355669024428
200.0,0.0,3.535533905932737,-3.5355339059327386,3.6077636513957425,-4.127612343530269
200.0,0.0,10.0,0.0,10.265478592034626,-0.3757812548915589
200.0,0.0,7.0710678118654755,7.071067811865475,7.249731507420555,6.924633929376946
200.0,0.0,6.123233995736765e-16,10.0,-0.11660157906369267,10.116162335583642
200.0,0.0,-7.071067811865475,7.0710678118654755,-7.3126463101518855,7.248730247475459
200.0,0.0,-10.0,1.224646799147353e-15,-10.361352899492674,-0.216479492229202
200.0,0.0,-7.071067811865477,-7.071067811865475,-7.449975374264631,-7.379565298889951
200.0,0.0,-1.8369701987210296e-15,-10.0,-0.19350585389961322,-10.708422769209392
200.0,0.0,7.071067811865474,-7.071067811865477,7.1673338128208135,-7.599291630715615
141.4213562373095,141.42135623730948,0.0,0.0,0.004248052850810592,-0.05717772956684506
141.4213562373095,141.42135623730948,5.0,0.0,5.294165105115394,-0.2604248026170384
141.4213562373095,141.42135623730948,3.5355339059327378,3.5355339059327373,3.8055176915482987,3.3485840155885165
141.4213562373095,141.42135623730948,3.0616169978683826e-16,5.0,0.13059081104444373,4.985547065991734
141.4213562373095,141.42135623730948,-3.5355339059327373,3.5355339059327378,-3.500390525617844,3.3760497003450185
141.4213562373095,141.42135623730948,-5.0,6.123233995736765e-16,-5.032983589748213,-0.15605468627711028
141.4213562373095,141.42135623730948,-3.5355339059327386,-3.5355339059327373,-3.511376884897809,-3.743090835948534
141.4213562373095,141.42135623730948,-9.184850993605148e-16,-5.0,0.2734131081580251,-5.358081167791821
141.4213562373095,141.42135623730948,3.535533905932737,-3.5355339059327386,3.8110108711882815,-3.885913293144674
141.4213562373095,141.42135623730948,10.0,0.0,10.644507133419788,-0.3757812548915589
141.4213562373095,141.42135623730948,7.0710678118654755,7.071067811865475,7.579321432045874,6.946606647936877
141.4213562373095,141.42135623730948,6.123233995736765e-16,10.0,0.21848147184075623,10.000805563144002
141.4213562373095,141.42135623730948,-7.071067811865475,7.0710678118654755,-7.175317246039139,7.050976634209726
141.4213562373095,141.42135623730948,-10.0,1.224646799147353e-15,-10.245996127053036,-0.15605468627711028
141.4213562373095,141.42135623730948,-7.071067811865477,-7.071067811865475,-7.202783144239053,-7.390551658169916
141.4213562373095,141.42135623730948,-1.8369701987210296e-15,-10.0,0.12509763140446098,-10.538135054143572
141.4213562373095,141.42135623730948,7.071067811865474,-7.071067811865477,7.469457839246219,-7.64873024747546
1.2246467991473532e-14,200.0,0.0,0.0,0.4437011433889616,-0.33183593783361587
1.2246467991473532e-14,200.0,5.0,0.0,5.805029104086498,-0.3373291041333854
1.2246467991473532e-14,200.0,3.5355339059327378,3.5355339059327373,4.113134897613687,3.183789053275857
1.2246467991473532e-14,200.0,3.0616169978683826e-16,5.0,0.5920165667816729,4.826245283319057
1.2246467991473532e-14,200.0,-3.5355339059327373,3.5355339059327378,-3.1048828721995547,3.277172893712152
1.2246467991473532e-14,200.0,-5.0,6.123233995736765e-16,-4.74184549571595,-0.17253418017383892
1.2246467991473532e-14,200.0,-3.5355339059327386,-3.5355339059327373,-3.3136230581886648,-4.067187367490458
1.2246467991473532e-14,200.0,-9.184850993605148e-16,-5.0,0.5260986245452913,-5.4404784355047395
1.2246467991473532e-14,200.0,3.535533905932737,-3.5355339059327386,4.140600795813601,-3.946337842297661
1.2246467991473532e-14,200.0,10.0,0.0,10.913672082005297,-0.41423339230951917
1.2246467991473532e-14,200.0,7.0710678118654755,7.071067811865475,7.936377254871107,6.781811685624217
1.2246467991473532e-14,200.0,6.123233995736765e-16,10.0,0.5755371345834304,9.896435149984331
1.2246467991473532e-14,200.0,-7.071067811865475,7.0710678118654755,-7.027001822646429,6.91364757009698
1.2246467991473532e-14,200.0,-10.0,1.224646799147353e-15,-10.031762974867355,-0.21098632843072243
1.2246467991473532e-14,200.0,-7.071067811865477,-7.071067811865475,-7.027001822646429,-7.379565298889951
1.2246467991473532e-14,200.0,-1.8369701987210296e-15,-10.0,0.41074217227077087,-10.598559176409736
1.2246467991473532e-14,200.0,7.071067811865474,-7.071067811865477,8.139624047776822,-7.599291630715615
-141.42135623730948,141.4213562373095,0.0,0.0,0.18002932108258274,-0.1615478525768798
-141.42135623730948,141.4213562373095,5.0,0.0,5.415014630308192,-0.2
-141.42135623730948,141.4213562373095,3.5355339059327378,3.5355339059327373,3.7835449729883677,3.4419678560248115
-141.42135623730948,141.4213562373095,3.0616169978683826e-16,5.0,0.1086181458453656,5.06245115406467
-141.42135623730948,141.4213562373095,-3.5355339059327373,3.5355339059327378,-3.538842783097723,3.5353514830176955
-141.42135623730948,141.4213562373095,-5.0,6.123233995736765e-16,-5.0549558814213205,-0.27141113521657745
-141.42135623730948,141.4213562373095,-3.5355339059327386,-3.5355339059327373,-3.5278564238177577,-3.6826660733521352
-141.42135623730948,141.4213562373095,-9.184850993605148e-16,-5.0,0.13608399068442648,-5.3690675270717865
-141.42135623730948,141.4213562373095,3.535533905932737,-3.5355339059327386,3.8219972304682472,-3.852954215304777
-141.42135623730948,141.4213562373095,10.0,0.0,10.688452570539651,-0.24394531372288972
-141.42135623730948,141.4213562373095,7.0710678118654755,7.071067811865475,7.579321432045874,7.083935712049623
-141.42135623730948,141.4213562373095,6.123233995736765e-16,10.0,0.20749511256079073,10.099682796663693
-141.42135623730948,141.4213562373095,-7.071067811865475,7.0710678118654755,-7.241235401718932,7.149853867729416
-141.42135623730948,141.4213562373095,-10.0,1.224646799147353e-15,-10.509667895998563,-0.06267089586661459
-141.42135623730948,141.4213562373095,-7.071067811865477,-7.071067811865475,-7.208276323879036,-7.368578939609986
-141.42135623730948,141.4213562373095,-1.8369701987210296e-15,-10.0,-0.012231432708284782,-10.483203257743744
-141.42135623730948,141.4213562373095,7.071067811865474,-7.071067811865477,7.628760048805719,-7.390551658169916
-200.0,2.4492935982947064e-14,0.0,0.0,-0.1495605501818834,0.05817872270767545
-200.0,2.4492935982947064e-14,5.0,0.0,4.992041078689989,0.2284667846190384
-200.0,2.4492935982947064e-14,3.5355339059327378,3.5355339059327373,3.624243190315691,3.842968689083083
-200.0,2.4492935982947064e-14,3.0616169978683826e-16,5.0,-0.1385742442627708,5.320629743370213
-200.0,2.4492935982947064e-14,-3.5355339059327373,3.5355339059327378,-3.82448727060318,4.106640458028609
-200.0,2.4492935982947064e-14,-5.0,6.123233995736765e-16,-5.390038985686623,0.26142575573722915
-200.0,2.4492935982947064e-14,-3.5355339059327386,-3.5355339059327373,-3.9673095143559087,-3.3585693283667983
-200.0,2.4492935982947064e-14,-9.184850993605148e-16,-5.0,-0.07265624866553641,-4.98454580604664
-200.0,2.4492935982947064e-14,3.535533905932737,-3.5355339059327386,3.2836669064104065,-3.5398438295994064
-200.0,2.4492935982947064e-14,10.0,0.0,10.331396747714418,-0.06816406216638413
-200.0,2.4492935982947064e-14,7.0710678118654755,7.071067811865475,6.030249042438967,7.116894789889519
-200.0,2.4492935982947064e-14,6.123233995736765e-16,10.0,-0.1001220935045973,10.555614999234969
-200.0,2.4492935982947064e-14,-7.071067811865475,7.0710678118654755,-7.466454913184579,7.715649663100347
-200.0,2.4492935982947064e-14,-10.0,1.224646799147353e-15,-10.300927923452864,0.24494629685856023
-200.0,2.4492935982947064e-14,-7.071067811865477,-7.071067811865475,-7.433496262231506,-6.9346190287118175
-200.0,2.4492935982947064e-14,-1.8369701987210296e-15,-10.0,-0.2044921864991523,-10.137133794198478
-200.0,2.4492935982947064e-14,7.071067811865474,-7.071067811865477,7.145361094260882,-7.346606647936878
-141.42135623730954,-141.42135623730948,0.0,0.0,-0.05617676310644104,0.525097631404461
-141.42135623730954,-141.42135623730948,5.0,0.0,5.068945166762925,0.40424805285081056
-141.42135623730954,-141.42135623730948,3.5355339059327378,3.5355339059327373,3.6132568310357254,3.925366383682824
-141.42135623730954,-141.42135623730948,3.0616169978683826e-16,5.0,-0.1495605501818834,5.6337401290755835
-141.42135623730954,-141.42135623730948,-3.5355339059327373,3.5355339059327378,-3.769555687646764,4.084668166355501
-141.42135623730954,-141.42135623730948,-5.0,6.123233995736765e-16,-5.670190293552096,0.17902832794175227
-141.42135623730954,-141.42135623730948,-3.5355339059327386,-3.5355339059327373,-3.8189940909631974,-3.138842783097723
-141.42135623730954,-141.42135623730948,-9.184850993605148e-16,-5.0,-0.30886230617413374,-4.770312653860959
-141.42135623730954,-141.42135623730948,3.535533905932737,-3.5355339059327386,3.5748045735558462,-3.2212402642540527
-141.42135623730954,-141.42135623730948,10.0,0.0,10.106176382475125,0.3493164165335417
-141.42135623730954,-141.42135623730948,7.0710678118654755,7.071067811865475,7.112402016420986,7.56184063318083
-141.42135623730954,-141.42135623730948,6.123233995736765e-16,10.0,-0.198999033539596,10.780835364474262
-141.42135623730954,-141.42135623730948,-7.071067811865475,7.0710678118654755,-7.477441272464545,7.924389635646046
-141.42135623730954,-141.42135623730948,-10.0,1.224646799147353e-15,-11.39956043635483,0.41523435876992315
-141.42135623730954,-141.42135623730948,-7.071067811865477,-7.071067811865475,-7.521386709584407,-6.670947259766291
-141.42135623730954,-141.42135623730948,-1.8369701987210296e-15,-10.0,-0.0891357342246318,-9.977832438412625
-141.42135623730954,-141.42135623730948,7.071067811865474,-7.071067811865477,7.172826992460797,-6.885180838838796
-3.6739403974420595e-14,-200.0,0.0,0.0,-0.1001220935045973,0.25043944981811656
-3.6739403974420595e-14,-200.0,5.0,0.0,5.107397424242803,0.05268554306769269
-3.6739403974420595e-14,-200.0,3.5355339059327378,3.5355339059327373,3.624243190315691,3.7440918824502165
-3.6739403974420595e-14,-200.0,3.0616169978683826e-16,5.0,-0.10561521978372716,5.359082000850092
-3.6739403974420595e-14,-200.0,-3.5355339059327373,3.5355339059327378,-3.6432129828139836,3.93635274296279
-3.6739403974420595e-14,-200.0,-5.0,6.123233995736765e-16,-5.15383311494101,-0.007739259549345715
-3.6739403974420595e-14,-200.0,-3.5355339059327386,-3.5355339059327373,-3.6596923082905204,-3.3750488672867465
-3.6739403974420595e-14,-200.0,-9.184850993605148e-16,-5.0,-0.11660157906369267,-5.001025344966588
-3.6739403974420595e-14,-200.0,3.535533905932737,-3.5355339059327386,3.5638182142758805,-3.5288574703194406
-3.6739403974420595e-14,-200.0,10.0,0.0,10.325903568074436,-0.06816406216638413
-3.6739403974420595e-14,-200.0,7.0710678118654755,7.071067811865475,7.343115561300261,7.457471073794804
-3.6739403974420595e-14,-200.0,6.123233995736765e-16,10.0,-0.09462891386461454,10.500683202835141
-3.6739403974420595e-14,-200.0,-7.071067811865475,7.0710678118654755,-7.32363266943185,7.484936118221071
-3.6739403974420595e-14,-200.0,-10.0,1.224646799147353e-15,-10.361352899492674,0.38776856729171516
-3.6739403974420595e-14,-200.0,-7.071067811865477,-7.071067811865475,-7.345605387991782,-6.951098567631766
-3.6739403974420595e-14,-200.0,-1.8369701987210296e-15,-10.0,0.0427002036089841,-10.043749740318772
-3.6739403974420595e-14,-200.0,7.071067811865474,-7.071067811865477,7.282690585260451,-6.995044004751628
141.42135623730948,-141.42135623730954,0.0,0.0,-0.27041015541596025,-0.07365722846615366
141.42135623730948,-141.42135623730954,5.0,0.0,5.01401379724992,-0.05717772956684506
141.42135623730948,-141.42135623730954,3.5355339059327378,3.5355339059327373,3.47592776692298,3.502392405177799
141.42135623730948,-141.42135623730954,3.0616169978683826e-16,5.0,-0.18801270094005693,4.985547065991734
141.42135623730948,-141.42135623730954,-3.5355339059327373,3.5355339059327378,-3.82448727060318,3.474926933864708
141.42135623730948,-141.42135623730954,-5.0,6.123233995736765e-16,-5.368066267126691,-0.14506836034767784
141.42135623730948,-141.42135623730954,-3.5355339059327386,-3.5355339059327373,-3.8904052128395614,-3.743090835948534
141.42135623730948,-141.42135623730954,-9.184850993605148e-16,-5.0,-0.198999033539596,-5.413012537304826
141.42135623730948,-141.42135623730954,3.535533905932737,-3.5355339059327386,3.415502790883169,-3.7540771952284993
141.42135623730948,-141.42135623730954,10.0,0.0,10.238012693834712,-0.2878906274457794
141.42135623730948,-141.42135623730954,7.0710678118654755,7.071067811865475,7.332129202020297,7.050976634209726
