0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
0.000000,0.010000,0.020000,0.030000,0.040000,0.050000,0.060000,0.070000,0.080000,0.090000,0.100000,0.110000,0.120000,0.130000,0.140000,0.150000,0.160000,0.170000,0.180000,0.190000,0.200000,0.210000,0.220000,0.230000,0.240000,0.250000,0.260000,0.270000,0.280000,0.290000,0.300000,0.310000,0.320000,0.330000,0.340000,0.350000,0.360000,0.370000,0.380000,0.390000,0.400000,0.410000,0.420000,0.430000,0.440000,0.450000,0.460000,0.470000,0.480000,0.490000,0.500000,0.510000,0.520000,0.530000,0.540000,0.550000,0.560000,0.570000,0.580000,0.590000,0.600000,0.610000,0.620000,0.630000,0.640000,0.650000,0.660000,0.670000,0.680000,0.690000,0.700000,0.710000,0.720000,0.730000,0.740000,0.750000,0.760000,0.770000,0.780000,0.790000,0.800000,0.810000,0.820000,0.830000,0.840000,0.850000,0.860000,0.870000,0.880000,0.890000,0.900000,0.910000,0.920000
0.000000,0.000414,0.001657,0.003729,0.006629,0.010357,0.014914,0.020300,0.026514,0.033557,0.041428,0.050128,0.059657,0.070014,0.081200,0.093214,0.106057,0.119728,0.134228,0.149556,0.165714,0.182665,0.199747,0.215887,0.230843,0.244615,0.257204,0.268609,0.278830,0.287868,0.295722,0.302392,0.307879,0.312182,0.315302,0.317237,0.317989,0.318000,0.318000,0.317810,0.316859,0.315109,0.312559,0.309209,0.305060,0.300111,0.294363,0.287815,0.280467,0.272319,0.263372,0.253626,0.243079,0.231733,0.219588,0.206642,0.193006,0.179278,0.165561,0.152227,0.139452,0.127237,0.115582,0.104487,0.093952,0.083976,0.074560,0.065704,0.057407,0.049670,0.042493,0.035876,0.029819,0.024321,0.019383,0.015004,0.011186,0.007927,0.005228,0.003089,0.001509,0.000489,0.000029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.082857,0.165714,0.248570,0.331427,0.414284,0.497141,0.579997,0.662854,0.745711,0.828568,0.911425,0.994281,1.077138,1.159995,1.242852,1.325709,1.408565,1.491422,1.574279,1.657136,1.716050,1.673152,1.554785,1.436418,1.318051,1.199685,1.081318,0.962951,0.844584,0.726217,0.607850,0.489484,0.371117,0.252750,0.134383,0.016016,0.000000,0.000000,-0.055091,-0.135055,-0.215018,-0.294982,-0.374945,-0.454908,-0.534872,-0.614835,-0.694798,-0.774762,-0.854725,-0.934689,-1.014652,-1.094615,-1.174579,-1.254542,-1.334505,-1.372840,-1.372840,-1.361408,-1.305434,-1.249459,-1.193485,-1.137511,-1.081536,-1.025562,-0.969588,-0.913613,-0.857639,-0.801665,-0.745690,-0.689716,-0.633742,-0.577767,-0.521793,-0.465818,-0.409844,-0.353870,-0.297895,-0.241921,-0.185947,-0.129972,-0.073998,-0.018024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,8.285678,0.000000,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,-11.836684,0.000000,0.000000,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,-7.996337,0.000000,0.000000,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,5.597436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.015237,0.000000,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,-0.021766,0.000000,0.000000,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,-0.014704,0.000000,0.000000,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.010293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
