0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0.000000,0.002000,0.004000,0.006000,0.008000,0.010000,0.012000,0.014000,0.016000,0.018000,0.020000,0.022000,0.024000,0.026000,0.028000,0.030000,0.032000,0.034000,0.036000,0.038000,0.040000,0.042000,0.044000,0.046000,0.048000,0.050000,0.052000,0.054000,0.056000,0.058000,0.060000,0.062000,0.064000,0.066000,0.068000,0.070000,0.072000,0.074000,0.076000,0.078000,0.080000,0.082000,0.084000,0.086000,0.088000,0.090000,0.092000,0.094000,0.096000,0.098000,0.100000,0.102000,0.104000,0.106000,0.108000,0.110000,0.112000,0.114000,0.116000,0.118000,0.120000,0.122000,0.124000,0.126000,0.128000,0.130000,0.132000,0.134000,0.136000,0.138000,0.140000,0.142000,0.144000,0.146000,0.148000,0.150000,0.152000,0.154000,0.156000,0.158000,0.160000,0.162000,0.164000,0.166000,0.168000,0.170000,0.172000,0.174000,0.176000,0.178000,0.180000
0.000000,0.000066,0.000265,0.000597,0.001061,0.001657,0.002386,0.003248,0.004242,0.005369,0.006629,0.008021,0.009545,0.011202,0.012992,0.014914,0.016969,0.019156,0.021476,0.023929,0.026514,0.029232,0.032082,0.035065,0.038180,0.041428,0.044809,0.048322,0.051968,0.055746,0.059657,0.063700,0.067876,0.072185,0.076626,0.081200,0.085906,0.090745,0.095716,0.100820,0.106057,0.111426,0.116927,0.122562,0.128329,0.134228,0.140260,0.146425,0.152722,0.159151,0.165714,0.172408,0.179233,0.186097,0.192961,0.199747,0.206345,0.212754,0.218973,0.225003,0.230843,0.236494,0.241956,0.247228,0.252311,0.257204,0.261908,0.266423,0.270748,0.274884,0.278830,0.282588,0.286155,0.289534,0.292723,0.295722,0.298532,0.301153,0.303585,0.305827,0.307879,0.309742,0.311416,0.312901,0.314196,0.315302,0.316218,0.316945,0.317482,0.317830,0.317989
0.000000,0.066285,0.132571,0.198856,0.265142,0.331427,0.397713,0.463998,0.530283,0.596569,0.662854,0.729140,0.795425,0.861711,0.927996,0.994281,1.060567,1.126852,1.193138,1.259423,1.325709,1.391994,1.458279,1.524565,1.590850,1.657136,1.723421,1.789707,1.855992,1.922277,1.988563,2.054848,2.121134,2.187419,2.253705,2.319990,2.386275,2.452561,2.518846,2.585132,2.651417,2.717703,2.783988,2.850273,2.916559,2.982844,3.049130,3.115415,3.181701,3.247986,3.314271,3.380557,3.432100,3.432100,3.432100,3.346304,3.251611,3.156917,3.062224,2.967530,2.872837,2.778143,2.683450,2.588756,2.494063,2.399369,2.304676,2.209982,2.115289,2.020595,1.925902,1.831209,1.736515,1.641822,1.547128,1.452435,1.357741,1.263048,1.168354,1.073661,0.978967,0.884274,0.789580,0.694887,0.600193,0.505500,0.410806,0.316113,0.221420,0.126726,0.032033
33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,33.142714,0.000000,0.000000,0.000000,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734,-47.346734
0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.060946,0.000000,0.000000,0.000000,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066,-0.087066
91.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
