Position X (mm),Position Y (mm),Commanded Tilt X (deg),Commanded Tilt Y (deg),Measured Tilt X (deg),Measured Tilt Y (deg),
-70.7106781186548,-70.7106781186547,3.53553390593274,-3.53553390593274,3.57480457355585,-3.49589839247954,
-70.7106781186548,-70.7106781186547,10,0,10.161108178875,0.206494146100387,
-70.7106781186548,-70.7106781186547,7.07106781186548,7.07106781186548,7.24973150742056,7.36958019955508,
-70.7106781186548,-70.7106781186547,6.12323399573677E-16,10,0.0372070239690013,10.4951900231952,
-70.7106781186548,-70.7106781186547,-7.07106781186548,7.07106781186548,-7.35659174727175,7.47395061271475,
-70.7106781186548,-70.7106781186547,-10,1.22464679914735E-15,-10.4492429199588,0.398754873210828,
-70.7106781186548,-70.7106781186547,-7.07106781186548,-7.07106781186548,-7.47194809282456,-6.92912584907183,
-70.7106781186548,-70.7106781186547,-1.83697019872103E-15,-10,-0.0506835834664583,-10.1206542552785,
-70.7106781186548,-70.7106781186547,7.07106781186547,-7.07106781186548,7.21127924994068,-7.14885260778432,
-1.83697019872103E-14,-100,0,0,-0.083642554584649,0.0526855430676927,
-1.83697019872103E-14,-100,5,0,5.03598651580985,0.0252197249090583,
-1.83697019872103E-14,-100,3.53553390593274,3.53553390593274,3.59128411247579,3.68916008605039,
-1.83697019872103E-14,-100,3.06161699786838E-16,5,-0.0122314327082848,5.33161610265018,
-1.83697019872103E-14,-100,-3.53553390593274,3.53553390593274,-3.68715820649043,3.7825441399301,
-1.83697019872103E-14,-100,-5,6.12323399573677E-16,-5.24172356229391,0.272412115017195,
-1.83697019872103E-14,-100,-3.53553390593274,-3.53553390593274,-3.6981445657704,-3.46293952808306,
-1.83697019872103E-14,-100,-9.18485099360515E-16,-5,-0.0342040979073629,-5.1822998461992,
-1.83697019872103E-14,-100,3.53553390593274,-3.53553390593274,3.56931139391586,-3.63872063623227,
-1.83697019872103E-14,-100,10,0,10.2050536159948,-0.0736572284661537,
-1.83697019872103E-14,-100,7.07106781186548,7.07106781186548,7.24423832778057,7.25971660675543,
-1.83697019872103E-14,-100,6.12323399573677E-16,10,-0.0232177919882503,10.3963136434491,
-1.83697019872103E-14,-100,-7.07106781186548,7.07106781186548,-7.44997537426463,7.51240201642099,
-1.83697019872103E-14,-100,-10,1.22464679914735E-15,-10.3943111235589,0.190014660541291,
-1.83697019872103E-14,-100,-7.07106781186548,-7.07106781186548,-7.3730712861917,-7.12138670958441,
-1.83697019872103E-14,-100,-1.83697019872103E-15,-10,-0.127587884982805,-10.1700928720384,
-1.83697019872103E-14,-100,7.07106781186547,-7.07106781186548,7.2991701241804,-7.19829122454417,
70.7106781186547,-70.7106781186548,0,0,-0.0177246123482675,-0.0681640621663841,
70.7106781186547,-70.7106781186548,5,0,5.10190424460282,-0.0626708958666146,
70.7106781186547,-70.7106781186548,3.53553390593274,3.53553390593274,3.57480457355585,3.52985830337771,
70.7106781186547,-70.7106781186548,3.06161699786838E-16,5,-0.0891357342246318,4.99653299838488,
70.7106781186547,-70.7106781186548,-3.53553390593274,3.53553390593274,-3.73659660980687,3.70014644533035,
70.7106781186547,-70.7106781186548,-5,6.12323399573677E-16,-5.20876448445401,0.107617179384962,
70.7106781186547,-70.7106781186548,-3.53553390593274,-3.53553390593274,-3.7585693283668,-3.64421381587226,
70.7106781186547,-70.7106781186548,-9.18485099360515E-16,-5,-0.100122093504597,-5.16582030727925,
70.7106781186547,-70.7106781186548,3.53553390593274,-3.53553390593274,3.54184549571595,-3.52885747031944,
70.7106781186547,-70.7106781186548,10,0,10.2160399752748,-0.150561523312394,
70.7106781186547,-70.7106781186548,7.07106781186548,7.07106781186548,7.2662110463405,7.16084022700938,
70.7106781186547,-70.7106781186548,6.12323399573677E-16,10,-0.0232177919882503,10.2809568710095,
70.7106781186547,-70.7106781186548,-7.07106781186548,7.07106781186548,-7.44448262151147,7.21577116963556,
70.7106781186547,-70.7106781186548,-10,1.22464679914735E-15,-10.5261474349185,0.124096691624483,
70.7106781186547,-70.7106781186548,-7.07106781186548,-7.07106781186548,-7.12038587652614,-6.98405764547166,
70.7106781186547,-70.7106781186548,-1.83697019872103E-15,-10,-0.15505370314144,-10.3293942278242,
70.7106781186547,-70.7106781186548,7.07106781186547,-7.07106781186548,7.12338837570095,-7.34660664793688,
200,0,0,0,-0.231958004657787,-0.172534180173839,
200,0,5,0,4.99753425832997,-0.216479492229202,
200,0,3.53553390593274,3.53553390593274,3.47592776692298,3.39252923926497,
200,0,3.06161699786838E-16,5,-0.0726562486655364,5.06794433370465,
200,0,-3.53553390593274,3.53553390593274,-3.82998045024316,3.55732420157763,
200,0,-5,6.12323399573677E-16,-5.32961443653364,-0.0352050777079802,
200,0,-3.53553390593274,-3.53553390593274,-3.84645998916311,-3.77055673414845,
200,0,-9.18485099360515E-16,-5,-0.27041015541596,-5.34160162887187,
200,0,3.53553390593274,-3.53553390593274,3.41550279088317,-3.79802241890495,
200,0,10,0,10.2325195141947,-0.35930175599225,
200,0,7.07106781186548,7.07106781186548,7.22775878886062,7.06196299348969,
200,0,6.12323399573677E-16,10,-0.100122093504597,10.2315182542496,
200,0,-7.07106781186548,7.07106781186548,-7.34560538799178,7.18281209179567,<< Leg 1 too long!
200,0,-10,1.22464679914735E-15,-10.3998043031989,-0.0846435610656927,
200,0,-7.07106781186548,-7.07106781186548,-7.51040035030444,-7.3411134682969,
200,0,-1.83697019872103E-15,-10,-0.22646485169823,-10.5601077727035,
200,0,7.07106781186547,-7.07106781186548,7.1728269924608,-7.61027798999558,
141.42135623731,141.421356237309,0,0,0.234960957399852,0.0142333923095192,
141.42135623731,141.421356237309,5,0,5.24472648835555,-0.172534180173839,
141.42135623731,141.421356237309,3.53553390593274,3.53553390593274,3.75607907478845,3.31562493774862,
141.42135623731,141.421356237309,3.06161699786838E-16,5,0.0427002036089841,5.09541023190457,
141.42135623731,141.421356237309,-3.53553390593274,3.53553390593274,-3.53884278309772,3.59577645905751,
141.42135623731,141.421356237309,-5,6.12323399573677E-16,-5.08242177962123,-0.11760253885399,
141.42135623731,141.421356237309,-3.53553390593274,-3.53553390593274,-3.65969230829052,-3.68815925299212,
141.42135623731,141.421356237309,-9.18485099360515E-16,-5,0.130590811044444,-5.29765619175201,
141.42135623731,141.421356237309,3.53553390593274,-3.53553390593274,3.70664045802861,-3.76506355450847,
141.42135623731,141.421356237309,10,0,10.5401367202601,-0.342822270433155,
141.42135623731,141.421356237309,7.07106781186548,7.07106781186548,7.46396465960624,7.08942889168961,
141.42135623731,141.421356237309,6.12323399573677E-16,10,0.141577170324409,10.0667237188238,
141.42135623731,141.421356237309,-7.07106781186548,7.07106781186548,-7.25771494063888,7.17731891215568,
141.42135623731,141.421356237309,-10,1.22464679914735E-15,-10.2789552048929,-0.0571777295668451,
141.42135623731,141.421356237309,-7.07106781186548,-7.07106781186548,-7.27968765919881,-7.38505847852993,
141.42135623731,141.421356237309,-1.83697019872103E-15,-10,0.130590811044444,-10.4777100781038,
141.42135623731,141.421356237309,7.07106781186547,-7.07106781186548,7.48593737816617,-7.61577116963556,
1.22464679914735E-14,200,0,0,0.37778320115258,-0.172534180173839,
1.22464679914735E-14,200,5,0,5.6292482093807,-0.249438476687606,
1.22464679914735E-14,200,3.53553390593274,3.53553390593274,4.11313489761369,3.28815925299212,
1.22464679914735E-14,200,3.06161699786838E-16,5,0.449194323028944,4.88666983247205,
1.22464679914735E-14,200,-3.53553390593274,3.53553390593274,-3.23122557703234,3.4145019578249,
1.22464679914735E-14,200,-5,6.12323399573677E-16,-4.78579093283581,-0.227465819826161,
1.22464679914735E-14,200,-3.53553390593274,-3.53553390593274,-3.26967783451221,-3.84746103566479,
1.22464679914735E-14,200,-9.18485099360515E-16,-5,0.603002926061638,-5.43498525586476,
1.22464679914735E-14,200,3.53553390593274,-3.53553390593274,4.01975084373398,-3.88591329314467,
1.22464679914735E-14,200,10,0,10.8367675670455,-0.232958984458404,
1.22464679914735E-14,200,7.07106781186548,7.07106781186548,7.82102048243147,6.85871577369715,
1.22464679914735E-14,200,6.12323399573677E-16,10,0.449194323028944,9.98981920386404,
1.22464679914735E-14,200,-7.07106781186548,7.07106781186548,-6.95009773457349,7.17182658628935,
1.22464679914735E-14,200,-10,1.22464679914735E-15,-10.2020506899332,-0.134082031083192,
1.22464679914735E-14,200,-7.07106781186548,-7.07106781186548,-7.09291997832622,-7.35209940069004,
1.22464679914735E-14,200,-1.83697019872103E-15,-10,0.372290021512597,-10.5656009523435,
1.22464679914735E-14,200,7.07106781186547,-7.07106781186548,7.68918417107188,-7.52788114916949,
-141.421356237309,141.42135623731,0,0,0.0811523543671576,-0.12309570515376,
-141.421356237309,141.42135623731,5,0,5.39853509138824,-0.16154785257688,
-141.421356237309,141.42135623731,3.53553390593274,3.53553390593274,3.84396952214136,3.92536638368282,
-141.421356237309,141.42135623731,3.06161699786838E-16,5,0.130590811044444,5.02949207622477,
-141.421356237309,141.42135623731,-3.53553390593274,3.53553390593274,-3.52236324417778,3.52985830337771,
-141.421356237309,141.42135623731,-5,6.12323399573677E-16,-5.02199723046825,-0.106616212924558,
-141.421356237309,141.42135623731,-3.53553390593274,-3.53553390593274,-3.54982914237769,-3.74309083594853,
-141.421356237309,141.42135623731,-9.18485099360515E-16,-5,0.0811523543671576,-5.30864255103198,
-141.421356237309,141.42135623731,3.53553390593274,-3.53553390593274,3.73959953586851,-3.781542879985,
-141.421356237309,141.42135623731,10,0,10.4412594867404,-0.16154785257688,
-141.421356237309,141.42135623731,7.07106781186548,7.07106781186548,7.51340327636608,6.99055165816992,
-141.421356237309,141.42135623731,6.12323399573677E-16,10,0.169042961802617,10.2040523560497,
-141.421356237309,141.42135623731,-7.07106781186548,7.07106781186548,-7.26870129991885,7.18830527143565,
-141.421356237309,141.42135623731,-10,1.22464679914735E-15,-10.251489306693,-0.0956298803250186,
-141.421356237309,141.42135623731,-7.07106781186548,-7.07106781186548,-7.30165995087192,-7.1873048652642,
-141.421356237309,141.42135623731,-1.83697019872103E-15,-10,-0.0451904038264755,-10.400805563144,
-141.421356237309,141.42135623731,7.07106781186547,-7.07106781186548,7.4749510188862,-7.49492207132959,
-200,2.44929359829471E-14,0,0,-0.0232177919882503,0.179028327941752,
-200,2.44929359829471E-14,5,0,5.01401379724992,0.124096691624483,
-200,2.44929359829471E-14,3.53553390593274,3.53553390593274,3.51438002440286,3.74409188245022,
-200,2.44929359829471E-14,3.06161699786838E-16,5,-0.149560550181883,5.38654789905001,
-200,2.44929359829471E-14,-3.53553390593274,3.53553390593274,-3.86293952808306,3.99128411247579,
-200,2.44929359829471E-14,-5,6.12323399573677E-16,-5.32412125689365,0.272412115017195,
-200,2.44929359829471E-14,-3.53553390593274,-3.53553390593274,-3.79702158584668,-3.38603522656671,
-200,2.44929359829471E-14,-9.18485099360515E-16,-5,-0.177026368340518,-4.95707990784673,
-200,2.44929359829471E-14,3.53553390593274,-3.53553390593274,3.41000961124319,-3.51237793139949,
-200,2.44929359829471E-14,10,0,10.139135460315,0.0307128778686146,
-200,2.44929359829471E-14,7.07106781186548,7.07106781186548,7.16184063318083,7.35859384027511,
-200,2.44929359829471E-14,6.12323399573677E-16,10,0.0152343587699232,10.7039308495145,
-200,2.44929359829471E-14,-7.07106781186548,7.07106781186548,-7.45546855390461,7.5728269924608,<< Leg 2 too long!
-200,2.44929359829471E-14,-10,1.22464679914735E-15,-10.2130370492131,0.179028327941752,
-200,2.44929359829471E-14,-7.07106781186548,-7.07106781186548,-7.49392081138449,-6.92912584907183,
-200,2.44929359829471E-14,-1.83697019872103E-15,-10,-0.144067370541901,-10.0547360995987,
-200,2.44929359829471E-14,7.07106781186547,-7.07106781186548,7.15085427390086,-7.1873048652642,
-141.42135623731,-141.421356237309,0,0,-0.0781494283055192,0.470165995087192,
-141.42135623731,-141.421356237309,5,0,4.93161610265018,0.508618145845366,
-141.42135623731,-141.421356237309,3.53553390593274,3.53553390593274,3.58579093283581,4.06269544779557,
-141.42135623731,-141.421356237309,3.06161699786838E-16,5,-0.15505370314144,5.66669920691548,
-141.42135623731,-141.421356237309,-3.53553390593274,3.53553390593274,-3.7915284062067,4.1725586137084,
-141.42135623731,-141.421356237309,-5,6.12323399573677E-16,-5.37905262640666,0.788769560432546,
-141.42135623731,-141.421356237309,-3.53553390593274,-3.53553390593274,-3.79702158584668,-3.18278800677417,
-141.42135623731,-141.421356237309,-9.18485099360515E-16,-5,-0.138574244262771,-4.50114727838863,
-141.42135623731,-141.421356237309,3.53553390593274,-3.53553390593274,3.51987320404284,-3.27617184721047,
-141.42135623731,-141.421356237309,10,0,10.040259080569,0.437207023969001,
-141.42135623731,-141.421356237309,7.07106781186548,7.07106781186548,7.17832017210078,7.59479971102073,
-141.42135623731,-141.421356237309,6.12323399573677E-16,10,-0.177026368340518,10.7259035680744,
-141.42135623731,-141.421356237309,-7.07106781186548,7.07106781186548,-7.59279804490418,7.97382825240589,
-141.42135623731,-141.421356237309,-10,1.22464679914735E-15,-10.6030519498783,0.640454083678982,
-141.42135623731,-141.421356237309,-7.07106781186548,-7.07106781186548,-7.64772941441719,-6.67644043940627,
-141.42135623731,-141.421356237309,-1.83697019872103E-15,-10,-0.215478519098691,-9.6976802767735,
-141.42135623731,-141.421356237309,7.07106781186547,-7.07106781186548,7.0574710737948,-6.98405764547166,
-3.67394039744206E-14,-200,0,0,-0.149560550181883,0.508618145845366,
-3.67394039744206E-14,-200,5,0,5.15134286136267,0.0911376938258662,
-3.67394039744206E-14,-200,3.53553390593274,3.53553390593274,3.58579093283581,3.8374755094431,
-3.67394039744206E-14,-200,3.06161699786838E-16,5,-0.116601579063693,5.43598651580985,
-3.67394039744206E-14,-200,-3.53553390593274,3.53553390593274,-3.6981445657704,3.98579093283581,
-3.67394039744206E-14,-200,-5,6.12323399573677E-16,-5.31313489761369,0.135082997543596,
-3.67394039744206E-14,-200,-3.53553390593274,-3.53553390593274,-3.82998045024316,-3.22124026425405,
-3.67394039744206E-14,-200,-9.18485099360515E-16,-5,-0.116601579063693,-4.78129901314092,
-3.67394039744206E-14,-200,3.53553390593274,-3.53553390593274,3.52536638368282,-3.4794188535596,
-3.67394039744206E-14,-200,10,0,10.2160399752748,-0.0187255921488848,
-3.67394039744206E-14,-200,7.07106781186548,7.07106781186548,7.24973150742056,7.40803245703496,
-3.67394039744206E-14,-200,6.12323399573677E-16,10,-0.122094705342823,10.5885740770749,
-3.67394039744206E-14,-200,-7.07106781186548,7.07106781186548,-7.34560538799178,7.44648471451484,
-3.67394039744206E-14,-200,-10,1.22464679914735E-15,-10.4767088181587,0.387768567291715,
-3.67394039744206E-14,-200,-7.07106781186548,-7.07106781186548,-7.42250990295154,-6.9401122083518,
-3.67394039744206E-14,-200,-1.83697019872103E-15,-10,-0.231958004657787,-10.1206542552785,
-3.67394039744206E-14,-200,7.07106781186547,-7.07106781186548,7.15634745354085,-7.04448262151147,
141.421356237309,-141.42135623731,0,0,-0.363793942491403,-0.0626708958666146,
141.421356237309,-141.42135623731,5,0,4.95908200085009,-0.0736572284661537,
141.421356237309,-141.42135623731,3.53553390593274,3.53553390593274,3.43198232980312,3.44746103566479,
141.421356237309,-141.42135623731,3.06161699786838E-16,5,-0.380273441390711,5.26020519421723,
141.421356237309,-141.42135623731,-3.53553390593274,3.53553390593274,-3.91787111103948,3.52436512373773,
141.421356237309,-141.42135623731,-5,6.12323399573677E-16,-5.39003898568662,0.0526855430676927,
141.421356237309,-141.42135623731,-3.53553390593274,-3.53553390593274,-3.85195316880309,-3.57280269399589,
141.421356237309,-141.42135623731,-9.18485099360515E-16,-5,-0.319848638773673,-5.22075210367908,
141.421356237309,-141.42135623731,3.53553390593274,-3.53553390593274,3.4045164316032,-3.781542879985,
141.421356237309,-141.42135623731,10,0,10.1116695621151,-0.150561523312394,
141.421356237309,-141.42135623731,7.07106781186548,7.07106781186548,7.13437473498092,7.01252437672985,
141.421356237309,-141.42135623731,6.12323399573677E-16,10,-0.166040035740979,10.1326418745036,
141.421356237309,-141.42135623731,-7.07106781186548,7.07106781186548,-7.60378397729733,7.17182658628935,
141.421356237309,-141.42135623731,-10,1.22464679914735E-15,-10.6140383091582,-0.0736572284661537,
141.421356237309,-141.42135623731,-7.07106781186548,-7.07106781186548,-7.40053718439161,-7.23674305513722,
141.421356237309,-141.42135623731,-1.83697019872103E-15,-10,-0.292382820615038,-10.4832032577437,
141.421356237309,-141.42135623731,7.07106781186547,-7.07106781186548,7.04648471451484,-7.45097663420973,
