FILE_VERSION	2.0.0
NO_OF_FRAMES	810
NO_OF_CAMERAS	4
NO_OF_MARKERS	5
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-01-09, 11:32:05.274	268270.80720153
DATA_INCLUDED	3D
MARKER_NAMES	Ball Butler - 1	Ball Butler - 2	Ball Butler - 3	Ball Butler - 4	Ball Butler - 5
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Measured	Measured
Frame	Time	Ball Butler - 1 X	Ball Butler - 1 Y	Ball Butler - 1 Z	Ball Butler - 2 X	Ball Butler - 2 Y	Ball Butler - 2 Z	Ball Butler - 3 X	Ball Butler - 3 Y	Ball Butler - 3 Z	Ball Butler - 4 X	Ball Butler - 4 Y	Ball Butler - 4 Z	Ball Butler - 5 X	Ball Butler - 5 Y	Ball Butler - 5 Z	
483	1.60667	-612.111	-118.947	1724.551	-648.814	-46.735	1723.470	-743.701	-37.267	1724.504	0.000	0.000	0.000	-793.515	-68.947	1723.754
484	1.61000	-612.149	-118.686	1724.525	-649.115	-46.684	1723.431	-744.090	-37.429	1724.484	0.000	0.000	0.000	-793.782	-69.221	1723.746
485	1.61333	-612.269	-118.158	1724.563	-649.449	-46.743	1723.365	-744.377	-37.510	1724.509	0.000	0.000	0.000	-794.039	-69.521	1723.731
486	1.61667	-612.331	-117.927	1724.534	-649.838	-46.566	1723.398	-744.803	-37.645	1724.526	0.000	0.000	0.000	-794.193	-69.638	1723.778
487	1.62000	-612.363	-117.692	1724.495	-650.139	-46.289	1723.397	-745.161	-37.918	1724.500	0.000	0.000	0.000	-794.499	-69.993	1723.755
488	1.62333	-612.433	-117.514	1724.466	-650.475	-45.834	1723.456	-745.512	-37.947	1724.493	0.000	0.000	0.000	-794.761	-70.260	1723.761
489	1.62667	-612.602	-117.177	1724.471	-650.771	-45.723	1723.414	-745.893	-38.131	1724.487	0.000	0.000	0.000	-794.996	-70.545	1723.764
490	1.63000	-612.742	-116.919	1724.460	-651.241	-45.725	1723.413	-746.282	-38.278	1724.497	0.000	0.000	0.000	-795.350	-70.944	1723.764
491	1.63333	-612.905	-116.483	1724.506	-651.560	-45.666	1723.401	-746.618	-38.365	1724.510	0.000	0.000	0.000	-795.642	-71.288	1723.759
492	1.63667	-613.039	-116.083	1724.512	-651.955	-45.092	1723.484	-747.032	-38.431	1724.566	0.000	0.000	0.000	-796.069	-71.813	1723.758
493	1.64000	-613.117	-115.853	1724.514	-652.189	-44.986	1723.437	-747.363	-38.580	1724.551	0.000	0.000	0.000	-796.160	-71.904	1723.788
494	1.64333	-613.254	-115.644	1724.479	-652.425	-44.927	1723.374	-747.654	-38.634	1724.517	0.000	0.000	0.000	-796.213	-71.955	1723.795
495	1.64667	-613.325	-115.456	1724.423	-652.661	-44.852	1723.329	-747.936	-38.717	1724.535	0.000	0.000	0.000	-796.380	-72.209	1723.800
496	1.65000	-613.393	-115.238	1724.401	-653.112	-44.749	1723.350	-748.384	-38.999	1724.552	0.000	0.000	0.000	-796.414	-72.242	1723.840
497	1.65333	-613.465	-114.946	1724.386	-653.465	-44.581	1723.340	-748.659	-39.199	1724.506	0.000	0.000	0.000	-796.487	-72.355	1723.866
498	1.65667	-613.667	-114.402	1724.436	-653.847	-44.174	1723.387	-748.959	-39.175	1724.488	0.000	0.000	0.000	-797.105	-73.034	1723.845
499	1.66000	-613.773	-114.111	1724.446	-654.095	-44.098	1723.364	-749.425	-39.500	1724.505	0.000	0.000	0.000	-797.397	-73.379	1723.841
500	1.66333	-613.888	-113.849	1724.463	-654.387	-43.927	1723.379	-749.758	-39.563	1724.500	0.000	0.000	0.000	-797.617	-73.599	1723.839
501	1.66667	-613.998	-113.606	1724.456	-654.715	-43.824	1723.385	-750.028	-39.529	1724.544	0.000	0.000	0.000	-797.905	-73.936	1723.848
502	1.67000	-614.073	-113.410	1724.453	-655.126	-43.862	1723.340	-750.404	-39.609	1724.578	0.000	0.000	0.000	-798.183	-74.300	1723.851
503	1.67333	-614.203	-113.171	1724.453	-655.386	-43.565	1723.391	-750.750	-39.852	1724.571	0.000	0.000	0.000	-798.389	-74.509	1723.866
504	1.67667	-614.238	-112.997	1724.396	-655.637	-43.295	1723.403	-750.975	-39.895	1724.554	0.000	0.000	0.000	-798.486	-74.608	1723.882
505	1.68000	-614.312	-112.771	1724.359	-655.897	-43.215	1723.385	-751.228	-39.907	1724.571	0.000	0.000	0.000	-798.778	-74.942	1723.903
506	1.68333	-614.441	-112.246	1724.385	-656.257	-43.058	1723.412	-751.631	-40.248	1724.557	0.000	0.000	0.000	-798.937	-75.066	1723.933
507	1.68667	-614.517	-112.049	1724.359	-656.490	-43.000	1723.383	-751.926	-40.336	1724.554	0.000	0.000	0.000	-799.512	-75.739	1723.864
508	1.69000	-614.674	-111.782	1724.369	-656.823	-42.871	1723.337	-752.200	-40.323	1724.588	0.000	0.000	0.000	-799.585	-75.853	1723.889
509	1.69333	-614.771	-111.538	1724.355	-657.153	-42.714	1723.311	-752.532	-40.484	1724.594	0.000	0.000	0.000	-799.767	-76.118	1723.877
510	1.69667	-614.874	-111.346	1724.333	-657.483	-42.467	1723.311	-752.897	-40.692	1724.596	0.000	0.000	0.000	-799.864	-76.301	1723.903
511	1.70000	-615.006	-111.111	1724.316	-657.744	-42.401	1723.295	-753.175	-40.788	1724.571	0.000	0.000	0.000	-799.903	-76.341	1723.926
512	1.70333	-615.135	-110.779	1724.303	-658.138	-42.135	1723.345	-753.561	-40.999	1724.552	0.000	0.000	0.000	-800.042	-76.518	1723.944
513	1.70667	-615.356	-110.199	1724.380	-658.530	-42.156	1723.296	-753.962	-41.294	1724.479	0.000	0.000	0.000	-800.253	-76.860	1723.919
514	1.71000	-615.439	-109.990	1724.361	-658.897	-41.948	1723.294	-754.168	-41.521	1724.416	0.000	0.000	0.000	-800.508	-77.125	1723.927
515	1.71333	-615.517	-109.828	1724.366	-659.207	-41.661	1723.313	-754.607	-41.467	1724.496	0.000	0.000	0.000	0.000	0.000	0.000
516	1.71667	-615.639	-109.554	1724.391	-659.529	-41.539	1723.342	-754.983	-41.699	1724.480	0.000	0.000	0.000	0.000	0.000	0.000
517	1.72000	-615.727	-109.351	1724.349	-659.813	-41.440	1723.343	-755.227	-41.783	1724.486	0.000	0.000	0.000	0.000	0.000	0.000
518	1.72333	-615.811	-109.091	1724.329	-660.031	-41.327	1723.297	-755.456	-41.866	1724.452	0.000	0.000	0.000	0.000	0.000	0.000
519	1.72667	-615.922	-108.844	1724.308	-660.393	-41.311	1723.259	-755.793	-42.195	1724.399	0.000	0.000	0.000	0.000	0.000	0.000
520	1.73000	-616.142	-108.330	1724.341	-660.771	-41.050	1723.284	-756.116	-42.263	1724.433	0.000	0.000	0.000	0.000	0.000	0.000
521	1.73333	-616.249	-108.070	1724.344	-661.176	-40.713	1723.316	-756.449	-42.310	1724.468	0.000	0.000	0.000	0.000	0.000	0.000
522	1.73667	-616.398	-107.790	1724.351	-661.473	-40.631	1723.303	-756.782	-42.577	1724.413	0.000	0.000	0.000	0.000	0.000	0.000
523	1.74000	-616.403	-107.475	1724.322	-661.729	-40.529	1723.293	-757.247	-42.547	1724.509	0.000	0.000	0.000	0.000	0.000	0.000
524	1.74333	-616.583	-107.391	1724.246	-662.084	-40.606	1723.213	-757.524	-42.623	1724.480	0.000	0.000	0.000	0.000	0.000	0.000
525	1.74667	-616.624	-107.173	1724.219	-662.485	-40.404	1723.207	-757.841	-42.876	1724.445	0.000	0.000	0.000	0.000	0.000	0.000
526	1.75000	-616.914	-106.588	1724.273	-662.761	-40.336	1723.124	-758.161	-43.231	1724.403	0.000	0.000	0.000	0.000	0.000	0.000
527	1.75333	-617.026	-106.355	1724.256	-663.062	-40.050	1723.178	-758.395	-43.348	1724.387	0.000	0.000	0.000	0.000	0.000	0.000
528	1.75667	-617.120	-106.159	1724.230	-663.354	-39.905	1723.154	-758.686	-43.277	1724.428	0.000	0.000	0.000	0.000	0.000	0.000
529	1.76000	-617.233	-105.934	1724.242	-663.627	-39.764	1723.144	-758.489	-42.454	1724.477	0.000	0.000	0.000	-803.885	-81.775	1723.854
530	1.76333	-617.337	-105.711	1724.239	-663.957	-39.908	1723.117	-759.378	-43.516	1724.401	0.000	0.000	0.000	-804.257	-82.244	1723.861
531	1.76667	-617.434	-105.508	1724.241	-664.230	-39.728	1723.120	-759.625	-43.611	1724.436	0.000	0.000	0.000	-804.412	-82.529	1723.845
532	1.77000	-617.555	-105.249	1724.243	-664.601	-39.389	1723.197	-759.884	-43.694	1724.469	0.000	0.000	0.000	-804.592	-82.884	1723.833
533	1.77333	-617.618	-105.036	1724.134	-664.938	-39.195	1723.215	-760.258	-44.047	1724.485	0.000	0.000	0.000	-804.689	-83.069	1723.863
534	1.77667	-617.778	-104.701	1724.166	-665.233	-39.051	1723.260	-760.531	-44.141	1724.518	0.000	0.000	0.000	-804.773	-83.243	1723.911
535	1.78000	-617.937	-104.386	1724.208	-665.558	-39.162	1723.229	-760.792	-44.227	1724.542	0.000	0.000	0.000	-805.025	-83.669	1723.874
536	1.78333	-618.083	-104.109	1724.212	-665.947	-39.186	1723.200	-761.253	-44.762	1724.480	0.000	0.000	0.000	-807.915	-89.437	1721.390
537	1.78667	-618.257	-103.778	1724.238	-666.431	-38.678	1723.301	-761.546	-44.974	1724.419	0.000	0.000	0.000	-807.998	-89.553	1721.392
538	1.79000	-618.503	-103.330	1724.316	-666.717	-38.408	1723.344	-761.881	-44.834	1724.520	0.000	0.000	0.000	-808.033	-89.507	1720.933
539	1.79333	-618.636	-103.001	1724.276	-667.013	-38.391	1723.340	-762.294	-45.243	1724.519	0.000	0.000	0.000	-808.014	-89.444	1720.989
540	1.79667	-618.723	-102.881	1724.230	-667.429	-38.581	1723.321	-762.595	-45.410	1724.550	0.000	0.000	0.000	-807.977	-89.402	1721.032
541	1.80000	-618.793	-102.732	1724.190	-667.810	-38.318	1723.283	-762.822	-45.448	1724.550	0.000	0.000	0.000	-808.586	-89.980	1721.035
542	1.80333	-618.867	-102.580	1724.148	-668.071	-38.131	1723.295	-763.125	-45.714	1724.522	0.000	0.000	0.000	-808.611	-89.963	1721.088
543	1.80667	-619.109	-102.317	1724.172	-668.317	-38.122	1723.265	-763.524	-45.839	1724.572	0.000	0.000	0.000	-808.521	-89.690	1721.288
544	1.81000	-619.254	-102.080	1724.203	-668.573	-37.996	1723.264	-763.711	-46.053	1724.544	0.000	0.000	0.000	-808.710	-89.929	1721.244
545	1.81333	-619.360	-101.851	1724.207	-668.871	-38.097	1723.204	-763.900	-46.129	1724.529	0.000	0.000	0.000	-808.802	-90.023	1721.279
546	1.81667	-619.453	-101.651	1724.193	-669.135	-38.088	1723.138	-764.254	-46.269	1724.555	0.000	0.000	0.000	-808.943	-90.211	1721.265
547	1.82000	-619.589	-101.383	1724.115	-669.364	-38.031	1723.104	-764.534	-46.441	1724.569	0.000	0.000	0.000	-809.025	-90.297	1721.284
548	1.82333	-619.691	-101.156	1724.147	-669.757	-37.570	1723.214	-764.755	-46.478	1724.592	0.000	0.000	0.000	-809.056	-90.288	1721.404
549	1.82667	-619.803	-100.967	1724.162	-670.011	-37.416	1723.184	-764.934	-46.531	1724.580	0.000	0.000	0.000	-809.175	-90.464	1721.226
550	1.83000	-619.938	-100.702	1724.198	-670.218	-37.351	1723.133	-765.243	-46.881	1724.532	0.000	0.000	0.000	-809.252	-90.453	1721.304
551	1.83333	-620.035	-100.516	1724.161	-670.519	-37.390	1723.098	-765.529	-47.047	1724.524	0.000	0.000	0.000	-808.877	-89.565	1721.437
552	1.83667	-620.168	-100.162	1724.207	-670.832	-37.592	1723.016	-765.754	-47.161	1724.540	0.000	0.000	0.000	-809.493	-90.719	1721.239
553	1.84000	-620.368	-99.996	1724.181	-671.136	-37.454	1723.029	-766.154	-47.202	1724.576	0.000	0.000	0.000	-809.688	-90.955	1721.279
554	1.84333	-620.486	-99.602	1724.147	-671.628	-36.868	1723.163	-766.484	-47.696	1724.473	0.000	0.000	0.000	-810.177	-91.416	1721.284
555	1.84667	-620.687	-99.238	1724.169	-671.986	-36.757	1723.143	-766.843	-47.591	1724.549	0.000	0.000	0.000	-810.158	-91.399	1721.321
556	1.85000	-620.917	-99.059	1724.148	-672.357	-36.998	1723.111	-767.173	-47.846	1724.518	0.000	0.000	0.000	-810.232	-91.516	1721.353
557	1.85333	-621.135	-98.733	1724.181	-672.660	-36.904	1723.098	-767.528	-48.118	1724.521	0.000	0.000	0.000	-810.204	-91.486	1721.431
558	1.85667	-621.225	-98.600	1724.147	-673.111	-36.448	1723.219	-767.790	-48.244	1724.530	0.000	0.000	0.000	-810.278	-91.562	1721.505
559	1.86000	-621.304	-98.473	1724.121	-673.367	-36.371	1723.181	-768.007	-48.392	1724.514	0.000	0.000	0.000	-810.249	-91.536	1721.530
560	1.86333	-621.333	-98.532	1723.957	-673.627	-36.384	1723.128	-768.370	-48.736	1724.500	0.000	0.000	0.000	-810.212	-91.499	1721.595
561	1.86667	-621.615	-98.010	1724.037	-673.962	-36.478	1723.077	-768.651	-48.724	1724.550	0.000	0.000	0.000	-810.348	-91.639	1721.632
562	1.87000	-621.792	-97.685	1724.087	-674.267	-36.250	1723.117	-768.869	-48.866	1724.535	0.000	0.000	0.000	-810.301	-91.590	1721.739
563	1.87333	-621.962	-97.392	1724.114	-674.724	-35.885	1723.216	-769.129	-49.169	1724.507	0.000	0.000	0.000	-809.891	-91.169	1724.019
564	1.87667	-622.086	-97.151	1724.133	-674.941	-35.803	1723.224	-769.480	-49.319	1724.546	0.000	0.000	0.000	-810.014	-91.426	1724.054
565	1.88000	-622.230	-96.925	1724.152	-675.191	-35.780	1723.198	-769.748	-49.396	1724.561	0.000	0.000	0.000	-810.059	-91.559	1724.077
566	1.88333	-622.397	-96.704	1724.167	-675.621	-36.023	1723.145	-770.013	-49.522	1724.559	0.000	0.000	0.000	-810.090	-91.682	1724.117
567	1.88667	-622.504	-96.582	1724.085	-675.976	-35.583	1723.209	-770.366	-49.926	1724.551	0.000	0.000	0.000	-810.393	-92.241	1724.116
568	1.89000	-622.669	-96.354	1724.076	-676.222	-35.477	1723.195	-770.597	-50.041	1724.546	0.000	0.000	0.000	-810.555	-92.621	1724.100
569	1.89333	-622.860	-96.009	1724.080	-676.529	-35.342	1723.211	-770.862	-50.167	1724.546	0.000	0.000	0.000	0.000	0.000	0.000
570	1.89667	-623.007	-95.770	1724.065	-676.886	-35.325	1723.217	-771.190	-50.265	1724.599	0.000	0.000	0.000	0.000	0.000	0.000
571	1.90000	-623.131	-95.575	1724.065	-677.169	-35.404	1723.173	-771.426	-50.591	1724.566	0.000	0.000	0.000	0.000	0.000	0.000
572	1.90333	-623.241	-95.418	1724.049	-677.420	-35.407	1723.118	-771.601	-50.749	1724.517	0.000	0.000	0.000	0.000	0.000	0.000
573	1.90667	-623.375	-95.255	1724.032	-677.649	-35.400	1723.099	-771.781	-50.989	1724.630	0.000	0.000	0.000	0.000	0.000	0.000
574	1.91000	-623.600	-94.873	1724.025	-677.927	-35.140	1723.129	-772.058	-50.997	1724.846	0.000	0.000	0.000	0.000	0.000	0.000
575	1.91333	-623.707	-94.718	1723.998	-678.225	-34.891	1723.160	-772.381	-51.366	1724.917	0.000	0.000	0.000	0.000	0.000	0.000
576	1.91667	-623.790	-94.553	1723.966	-678.602	-34.844	1723.167	-772.564	-51.522	1724.994	0.000	0.000	0.000	0.000	0.000	0.000
577	1.92000	-623.876	-94.436	1723.959	-678.939	-34.910	1723.159	-772.784	-51.684	1725.105	0.000	0.000	0.000	0.000	0.000	0.000
578	1.92333	-624.065	-94.140	1724.015	-679.187	-34.914	1723.121	-773.933	-53.641	1725.442	0.000	0.000	0.000	0.000	0.000	0.000
579	1.92667	-624.201	-93.972	1724.037	-679.387	-34.893	1723.112	-774.304	-54.268	1725.531	0.000	0.000	0.000	0.000	0.000	0.000
580	1.93000	-624.354	-93.777	1724.031	-679.596	-34.791	1723.089	-774.609	-54.569	1725.606	0.000	0.000	0.000	0.000	0.000	0.000
581	1.93333	-624.527	-93.531	1724.060	-680.014	-34.598	1723.146	-775.187	-55.140	1725.657	0.000	0.000	0.000	0.000	0.000	0.000
582	1.93667	-624.723	-93.429	1723.999	-680.532	-34.415	1723.207	-773.871	-51.791	1724.792	0.000	0.000	0.000	-812.449	-96.298	1724.261
583	1.94000	-625.004	-92.934	1724.094	-680.787	-34.374	1723.201	-774.045	-51.921	1724.818	0.000	0.000	0.000	-812.604	-96.499	1724.229
584	1.94333	-625.100	-92.786	1724.049	-681.073	-34.334	1723.204	-774.703	-52.512	1724.739	0.000	0.000	0.000	-812.684	-96.667	1724.291
585	1.94667	-625.200	-92.609	1724.024	-681.472	-34.414	1723.175	-774.930	-52.580	1724.765	0.000	0.000	0.000	-812.782	-96.894	1724.281
586	1.95000	-625.437	-92.230	1724.075	-681.949	-34.408	1723.198	-775.334	-52.948	1724.742	0.000	0.000	0.000	-812.906	-97.110	1724.352
587	1.95333	-625.618	-91.991	1724.052	-682.259	-34.104	1723.282	-775.537	-53.070	1724.742	0.000	0.000	0.000	-813.044	-97.378	1724.364
588	1.95667	-625.771	-91.746	1724.020	-682.601	-33.867	1723.272	-775.828	-53.322	1724.735	0.000	0.000	0.000	-813.202	-97.710	1724.396
589	1.96000	-625.880	-91.591	1723.982	-682.847	-33.824	1723.235	-776.044	-53.455	1724.717	0.000	0.000	0.000	-813.374	-98.094	1724.373
590	1.96333	-626.061	-91.305	1724.000	-683.165	-33.938	1723.163	-776.559	-53.903	1724.705	0.000	0.000	0.000	-813.459	-98.269	1724.419
591	1.96667	-626.263	-90.949	1724.039	-683.486	-33.991	1723.137	-776.718	-53.978	1724.695	0.000	0.000	0.000	0.000	0.000	0.000
592	1.97000	-626.390	-90.788	1724.016	-683.883	-33.871	1723.169	-776.884	-54.105	1724.724	0.000	0.000	0.000	0.000	0.000	0.000
593	1.97333	-626.543	-90.519	1724.012	-684.114	-33.817	1723.139	-776.917	-54.054	1724.747	0.000	0.000	0.000	0.000	0.000	0.000
594	1.97667	-626.703	-90.351	1724.032	-684.471	-33.543	1723.169	-777.473	-54.495	1724.721	0.000	0.000	0.000	0.000	0.000	0.000
595	1.98000	-626.847	-90.115	1723.992	-684.913	-33.570	1723.150	-777.770	-54.755	1724.701	0.000	0.000	0.000	0.000	0.000	0.000
596	1.98333	-627.027	-89.934	1723.996	-685.051	-33.980	1722.915	-777.950	-54.874	1724.706	0.000	0.000	0.000	0.000	0.000	0.000
597	1.98667	-627.182	-89.647	1724.002	-685.269	-33.837	1722.922	-778.046	-54.892	1724.729	0.000	0.000	0.000	0.000	0.000	0.000
598	1.99000	-627.488	-89.164	1724.067	-685.690	-33.387	1723.046	-778.089	-54.845	1724.766	0.000	0.000	0.000	0.000	0.000	0.000
599	1.99333	-627.579	-89.116	1724.011	-686.038	-33.411	1723.027	-778.113	-54.772	1724.807	0.000	0.000	0.000	0.000	0.000	0.000
600	1.99667	-627.663	-89.037	1723.975	-686.342	-33.480	1723.012	-778.150	-54.711	1724.847	0.000	0.000	0.000	0.000	0.000	0.000
601	2.00000	-627.765	-88.956	1723.922	-686.567	-33.554	1722.957	-778.231	-54.700	1724.878	0.000	0.000	0.000	0.000	0.000	0.000
602	2.00333	-627.880	-88.806	1723.872	-686.847	-33.466	1722.928	-778.390	-54.777	1724.895	0.000	0.000	0.000	0.000	0.000	0.000
603	2.00667	-628.150	-88.538	1723.807	-687.287	-33.067	1723.047	-778.659	-54.981	1724.890	0.000	0.000	0.000	0.000	0.000	0.000
604	2.01000	-628.370	-88.207	1723.842	-687.640	-33.084	1723.006	-779.070	-55.349	1724.856	0.000	0.000	0.000	0.000	0.000	0.000
605	2.01333	-628.553	-87.973	1723.853	-687.939	-33.207	1722.968	-779.655	-55.920	1724.786	0.000	0.000	0.000	0.000	0.000	0.000
606	2.01667	-628.688	-87.800	1723.846	-688.199	-33.207	1722.942	-780.447	-56.731	1724.675	0.000	0.000	0.000	0.000	0.000	0.000
607	2.02000	-628.868	-87.590	1723.872	-688.496	-33.085	1722.971	-780.689	-56.854	1724.737	0.000	0.000	0.000	0.000	0.000	0.000
608	2.02333	-629.075	-87.400	1723.883	-689.014	-32.676	1723.125	-780.977	-57.099	1724.745	0.000	0.000	0.000	0.000	0.000	0.000
609	2.02667	-629.233	-87.210	1723.812	-689.406	-32.771	1723.105	-781.194	-57.328	1724.715	0.000	0.000	0.000	0.000	0.000	0.000
610	2.03000	-629.449	-86.921	1723.849	-689.674	-32.771	1723.106	-781.350	-57.396	1724.720	0.000	0.000	0.000	0.000	0.000	0.000
611	2.03333	-629.656	-86.707	1723.898	-689.922	-32.716	1723.119	-781.587	-57.551	1724.759	0.000	0.000	0.000	0.000	0.000	0.000
612	2.03667	-629.800	-86.496	1723.941	-690.171	-32.656	1723.122	-781.852	-57.783	1724.788	0.000	0.000	0.000	0.000	0.000	0.000
613	2.04000	-629.949	-86.304	1723.927	-690.540	-32.800	1723.080	-782.250	-58.149	1724.768	0.000	0.000	0.000	0.000	0.000	0.000
614	2.04333	-630.108	-86.073	1723.922	-690.945	-32.795	1723.114	-782.377	-58.235	1724.772	0.000	0.000	0.000	0.000	0.000	0.000
615	2.04667	-630.327	-85.775	1723.940	-691.319	-32.314	1723.215	-782.444	-58.257	1724.797	0.000	0.000	0.000	0.000	0.000	0.000
616	2.05000	-630.440	-85.638	1723.828	-691.577	-32.286	1723.193	-782.553	-58.325	1724.833	0.000	0.000	0.000	0.000	0.000	0.000
617	2.05333	-630.577	-85.338	1723.889	-691.878	-32.359	1723.144	-783.159	-58.905	1724.814	0.000	0.000	0.000	0.000	0.000	0.000
618	2.05667	-630.747	-85.079	1723.908	-692.204	-32.492	1723.087	-783.338	-58.959	1724.811	0.000	0.000	0.000	0.000	0.000	0.000
619	2.06000	-630.929	-84.823	1723.913	-692.483	-32.518	1723.059	-783.721	-59.344	1724.798	0.000	0.000	0.000	0.000	0.000	0.000
620	2.06333	-631.201	-84.692	1723.913	-692.816	-32.411	1723.098	-783.962	-59.547	1724.788	0.000	0.000	0.000	0.000	0.000	0.000
621	2.06667	-631.391	-84.510	1723.910	-693.136	-32.299	1723.063	-784.204	-59.750	1724.773	0.000	0.000	0.000	0.000	0.000	0.000
622	2.07000	-631.565	-84.274	1723.911	-693.609	-32.046	1723.126	-784.350	-59.814	1724.781	0.000	0.000	0.000	0.000	0.000	0.000
623	2.07333	-631.780	-84.114	1723.840	-693.962	-32.101	1723.069	-784.662	-60.086	1724.743	0.000	0.000	0.000	0.000	0.000	0.000
624	2.07667	-631.903	-84.053	1723.814	-694.206	-32.116	1723.051	-784.932	-60.366	1724.719	0.000	0.000	0.000	0.000	0.000	0.000
625	2.08000	-632.185	-83.623	1723.875	-694.454	-32.045	1723.013	-785.339	-60.736	1724.696	0.000	0.000	0.000	0.000	0.000	0.000
626	2.08333	-632.384	-83.416	1723.864	-694.918	-32.153	1722.980	-785.442	-60.794	1724.660	0.000	0.000	0.000	0.000	0.000	0.000
627	2.08667	-632.590	-83.192	1723.882	-695.299	-32.216	1722.922	-785.589	-60.942	1724.681	0.000	0.000	0.000	0.000	0.000	0.000
628	2.09000	-632.756	-83.033	1723.867	-695.560	-31.939	1722.971	-785.674	-60.982	1724.672	0.000	0.000	0.000	0.000	0.000	0.000
629	2.09333	-632.940	-83.078	1723.740	-695.900	-31.742	1722.966	-786.332	-61.571	1724.611	0.000	0.000	0.000	0.000	0.000	0.000
630	2.09667	-633.203	-82.619	1723.793	-696.237	-31.832	1722.927	-786.516	-61.756	1724.570	0.000	0.000	0.000	0.000	0.000	0.000
631	2.10000	-633.367	-82.373	1723.785	-696.700	-31.851	1722.937	-786.830	-62.072	1724.584	0.000	0.000	0.000	0.000	0.000	0.000
632	2.10333	-633.568	-82.114	1723.798	-696.956	-31.872	1722.922	-787.076	-62.283	1724.557	0.000	0.000	0.000	0.000	0.000	0.000
633	2.10667	-633.692	-81.879	1723.816	-697.205	-31.889	1722.868	-787.304	-62.476	1724.561	0.000	0.000	0.000	0.000	0.000	0.000
634	2.11000	-633.833	-81.718	1723.793	-697.503	-31.896	1722.824	-787.499	-62.708	1724.568	0.000	0.000	0.000	0.000	0.000	0.000
635	2.11333	-633.999	-81.496	1723.814	-697.905	-31.919	1722.797	-787.632	-62.762	1724.592	0.000	0.000	0.000	0.000	0.000	0.000
636	2.11667	-634.145	-81.318	1723.714	-698.212	-31.660	1722.811	-787.931	-63.108	1724.585	0.000	0.000	0.000	0.000	0.000	0.000
637	2.12000	-634.468	-80.873	1723.795	-698.530	-31.543	1722.869	-788.070	-63.129	1724.635	0.000	0.000	0.000	0.000	0.000	0.000
638	2.12333	-634.571	-80.835	1723.751	-698.732	-31.537	1722.870	-788.293	-63.355	1724.618	0.000	0.000	0.000	0.000	0.000	0.000
639	2.12667	-634.679	-80.777	1723.706	-699.057	-31.592	1722.835	-788.611	-63.679	1724.616	0.000	0.000	0.000	0.000	0.000	0.000
640	2.13000	-634.789	-80.687	1723.679	-699.403	-31.792	1722.766	-788.707	-63.777	1724.633	0.000	0.000	0.000	0.000	0.000	0.000
641	2.13333	-635.087	-80.382	1723.732	-699.655	-31.778	1722.766	-788.760	-63.788	1724.678	0.000	0.000	0.000	0.000	0.000	0.000
642	2.13667	-635.313	-80.168	1723.759	-699.904	-31.709	1722.771	-788.926	-63.956	1724.668	0.000	0.000	0.000	0.000	0.000	0.000
643	2.14000	-635.497	-79.956	1723.702	-700.399	-31.346	1722.877	-789.540	-64.630	1724.648	0.000	0.000	0.000	0.000	0.000	0.000
644	2.14333	-635.680	-79.745	1723.719	-700.800	-31.403	1722.889	-789.796	-64.804	1724.656	0.000	0.000	0.000	0.000	0.000	0.000
645	2.14667	-635.872	-79.581	1723.698	-701.076	-31.414	1722.897	-790.063	-65.078	1724.648	0.000	0.000	0.000	0.000	0.000	0.000
646	2.15000	-636.142	-79.542	1723.705	-701.310	-31.422	1722.882	-790.339	-65.450	1724.623	0.000	0.000	0.000	0.000	0.000	0.000
647	2.15333	-636.324	-79.283	1723.733	-701.530	-31.447	1722.850	-790.500	-65.526	1724.614	0.000	0.000	0.000	0.000	0.000	0.000
648	2.15667	-636.513	-79.041	1723.747	-701.875	-31.629	1722.816	-790.700	-65.726	1724.644	0.000	0.000	0.000	0.000	0.000	0.000
649	2.16000	-636.676	-78.818	1723.784	-702.327	-31.556	1722.918	-790.905	-65.934	1724.659	0.000	0.000	0.000	0.000	0.000	0.000
650	2.16333	-636.824	-78.668	1723.709	-702.634	-31.383	1722.955	-791.172	-66.207	1724.650	0.000	0.000	0.000	0.000	0.000	0.000
651	2.16667	-637.014	-78.344	1723.772	-702.935	-31.254	1722.935	-791.391	-66.426	1724.648	0.000	0.000	0.000	0.000	0.000	0.000
652	2.17000	-637.266	-77.936	1723.833	-703.321	-31.238	1722.930	-791.786	-66.798	1724.614	0.000	0.000	0.000	0.000	0.000	0.000
653	2.17333	-637.461	-77.937	1723.786	-703.579	-31.696	1722.755	-792.088	-67.094	1724.593	0.000	0.000	0.000	0.000	0.000	0.000
654	2.17667	-637.703	-77.737	1723.801	-704.035	-31.337	1722.869	-792.321	-67.335	1724.583	0.000	0.000	0.000	0.000	0.000	0.000
655	2.18000	-637.897	-77.574	1723.829	-704.327	-31.214	1722.851	-792.509	-67.538	1724.582	0.000	0.000	0.000	0.000	0.000	0.000
656	2.18333	-638.056	-77.466	1723.735	-704.657	-31.451	1722.775	-792.678	-67.724	1724.589	0.000	0.000	0.000	0.000	0.000	0.000
657	2.18667	-638.320	-77.168	1723.781	-705.016	-31.618	1722.748	-792.853	-67.912	1724.600	0.000	0.000	0.000	0.000	0.000	0.000
