FILE_VERSION	2.0.0
NO_OF_FRAMES	810
NO_OF_CAMERAS	4
NO_OF_MARKERS	5
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-01-09, 11:32:05.274	268270.80720153
DATA_INCLUDED	3D
MARKER_NAMES	Ball Butler - 1	Ball Butler - 2	Ball Butler - 3	Ball Butler - 4	Ball Butler - 5
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Measured	Measured
Frame	Time	Ball Butler - 1 X	Ball Butler - 1 Y	Ball Butler - 1 Z	Ball Butler - 2 X	Ball Butler - 2 Y	Ball Butler - 2 Z	Ball Butler - 3 X	Ball Butler - 3 Y	Ball Butler - 3 Z	Ball Butler - 4 X	Ball Butler - 4 Y	Ball Butler - 4 Z	Ball Butler - 5 X	Ball Butler - 5 Y	Ball Butler - 5 Z	
144	0.47667	0.000	0.000	0.000	-597.565	-193.803	1726.110	-600.118	-98.563	1725.854	-700.887	-75.608	1724.190	-638.631	-53.962	1723.260
145	0.48000	0.000	0.000	0.000	-597.406	-193.393	1726.074	-600.550	-98.289	1725.769	-701.374	-75.500	1724.253	-639.196	-53.589	1723.246
146	0.48333	0.000	0.000	0.000	-597.297	-192.995	1725.991	-600.946	-98.067	1725.644	-701.829	-75.226	1724.321	-639.776	-53.180	1723.218
147	0.48667	0.000	0.000	0.000	-597.204	-192.661	1725.928	-601.008	-96.824	1725.717	-702.299	-75.001	1724.381	-640.264	-52.930	1723.149
148	0.49000	0.000	0.000	0.000	-597.064	-192.265	1725.870	-601.679	-96.908	1725.613	-702.697	-75.425	1724.237	-640.766	-52.430	1723.166
149	0.49333	0.000	0.000	0.000	-596.873	-191.771	1725.843	-601.791	-96.208	1725.649	-702.958	-75.470	1724.158	-641.379	-51.980	1723.278
150	0.49667	0.000	0.000	0.000	-596.780	-191.436	1725.776	-602.077	-95.350	1725.706	-703.433	-75.208	1724.258	-641.843	-51.774	1723.204
151	0.50000	0.000	0.000	0.000	-596.589	-190.859	1725.735	-602.343	-94.861	1725.671	-703.876	-75.072	1724.248	-642.392	-51.443	1723.179
152	0.50333	0.000	0.000	0.000	-596.087	-189.441	1725.849	-602.609	-94.541	1725.649	-704.313	-75.023	1724.295	-642.881	-50.979	1723.204
153	0.50667	0.000	0.000	0.000	-595.602	-188.590	1725.838	-602.768	-93.487	1725.645	-704.617	-75.150	1724.233	-643.415	-50.777	1723.110
154	0.51000	0.000	0.000	0.000	-595.431	-188.111	1725.791	-603.311	-93.427	1725.482	-704.965	-75.326	1724.128	-643.944	-50.388	1723.093
155	0.51333	0.000	0.000	0.000	-595.174	-187.486	1725.765	-603.223	-92.491	1725.484	-705.428	-75.078	1724.208	-644.646	-49.805	1723.167
156	0.51667	0.000	0.000	0.000	-594.901	-186.842	1725.773	-603.704	-91.767	1725.539	-705.908	-74.718	1724.284	-644.977	-49.740	1723.023
157	0.52000	0.000	0.000	0.000	-594.830	-186.532	1725.763	-603.973	-91.327	1725.540	-706.252	-74.984	1724.203	-645.516	-49.370	1723.067
158	0.52333	0.000	0.000	0.000	-594.669	-186.024	1725.738	-604.607	-91.296	1725.495	-706.581	-75.136	1724.192	-646.142	-48.937	1723.137
159	0.52667	0.000	0.000	0.000	-594.334	-185.130	1725.766	-605.001	-91.027	1725.341	-707.002	-75.162	1724.188	-646.597	-48.795	1723.075
160	0.53000	0.000	0.000	0.000	-594.005	-184.180	1725.801	-605.260	-90.451	1725.377	-707.486	-74.932	1724.222	-647.148	-48.274	1723.109
161	0.53333	0.000	0.000	0.000	-593.859	-183.510	1725.800	-605.398	-89.442	1725.362	-707.916	-74.761	1724.291	-647.778	-47.923	1723.113
162	0.53667	0.000	0.000	0.000	-594.078	-183.449	1725.717	-605.399	-88.138	1725.478	-708.327	-75.026	1724.190	-648.258	-47.806	1723.005
163	0.54000	0.000	0.000	0.000	-594.023	-183.103	1725.653	-605.906	-87.910	1725.374	-708.614	-75.197	1724.088	-648.887	-47.389	1723.008
164	0.54333	-654.791	-234.728	1726.056	-593.905	-182.649	1725.637	-606.488	-87.905	1725.263	-709.020	-75.066	1724.126	-649.481	-46.808	1723.062
165	0.54667	-654.239	-234.325	1726.058	-593.791	-182.189	1725.635	-606.877	-87.814	1725.124	-709.448	-74.990	1724.177	-649.844	-46.904	1722.876
166	0.55000	-653.732	-233.975	1726.068	-593.357	-181.397	1725.631	-607.208	-87.156	1725.208	-709.932	-74.815	1724.267	-650.407	-46.519	1722.927
167	0.55333	-653.381	-233.752	1726.042	-593.264	-180.965	1725.579	-607.304	-86.197	1725.285	-710.222	-74.963	1724.217	-651.060	-45.892	1723.077
168	0.55667	-653.187	-233.717	1726.010	-592.698	-179.398	1725.706	-607.658	-85.995	1725.280	-710.513	-75.168	1724.130	-651.373	-45.986	1722.963
169	0.56000	-653.033	-233.727	1726.002	-592.577	-178.893	1725.653	-608.059	-85.400	1725.308	-710.783	-75.361	1724.090	-651.913	-45.676	1723.001
170	0.56333	-652.320	-233.127	1726.027	-592.418	-178.388	1725.629	-608.303	-84.747	1725.337	-710.825	-74.247	1724.355	-652.495	-45.321	1723.029
171	0.56667	-651.818	-232.738	1726.076	-592.371	-178.102	1725.586	-608.753	-84.632	1725.240	-711.364	-74.403	1724.391	-652.955	-45.047	1723.004
172	0.57000	-651.308	-232.335	1726.045	-592.373	-177.787	1725.534	-608.801	-83.321	1725.319	-712.093	-74.861	1724.365	-653.507	-44.807	1722.968
173	0.57333	-650.744	-231.920	1726.062	-592.342	-177.438	1725.444	-609.094	-82.942	1725.253	-712.389	-74.922	1724.288	-654.078	-44.503	1722.916
174	0.57667	-650.265	-231.587	1726.063	-592.131	-176.696	1725.414	-609.602	-82.863	1725.166	-712.739	-75.414	1724.077	-654.617	-44.341	1722.856
175	0.58000	-649.852	-231.317	1726.052	-591.686	-175.256	1725.536	-610.105	-82.185	1725.250	-713.195	-75.314	1724.157	-655.196	-43.968	1722.875
176	0.58333	-649.487	-231.093	1726.032	-591.576	-174.806	1725.518	-610.101	-81.245	1725.343	-713.628	-75.323	1724.158	-655.919	-43.365	1723.022
177	0.58667	-649.151	-230.895	1726.007	-591.366	-174.149	1725.503	-610.826	-81.447	1725.161	-714.032	-74.938	1724.257	-656.349	-43.553	1722.880
178	0.59000	-648.826	-230.705	1725.981	-591.202	-173.637	1725.495	-611.127	-80.739	1725.237	-714.412	-75.121	1724.197	-656.886	-43.114	1722.910
179	0.59333	-648.495	-230.503	1725.958	-590.965	-172.991	1725.490	-611.264	-79.838	1725.283	-714.755	-75.324	1724.181	-657.516	-42.756	1722.968
180	0.59667	-648.139	-230.271	1725.940	-591.132	-172.777	1725.414	-611.822	-79.792	1725.132	-714.749	-74.446	1724.346	-657.973	-42.693	1722.913
181	0.60000	-647.740	-229.991	1725.933	-590.962	-171.918	1725.445	-612.249	-79.631	1725.015	-715.616	-75.352	1724.116	-658.520	-42.313	1722.917
182	0.60333	-647.280	-229.643	1725.940	-590.735	-170.990	1725.494	-612.696	-78.877	1725.158	-716.066	-75.310	1724.190	-659.155	-42.072	1722.922
183	0.60667	-646.740	-229.209	1725.964	-590.732	-170.570	1725.473	-613.016	-78.417	1725.111	-716.373	-75.558	1724.114	-659.660	-41.977	1722.850
184	0.61000	-646.283	-228.865	1725.947	-590.764	-170.240	1725.425	-613.269	-77.965	1725.125	-716.710	-75.694	1724.090	-660.235	-41.552	1722.917
185	0.61333	-645.583	-228.236	1725.989	-590.828	-169.992	1725.364	-613.428	-76.787	1725.264	-717.137	-75.636	1724.135	-660.912	-41.132	1722.965
186	0.61667	-645.429	-228.201	1725.927	-590.690	-169.372	1725.357	-614.023	-76.803	1725.184	-717.321	-75.081	1724.247	-661.355	-41.246	1722.820
187	0.62000	-645.215	-228.092	1725.891	-590.327	-168.252	1725.446	-614.401	-76.527	1725.113	-717.914	-75.204	1724.271	-661.963	-40.847	1722.891
188	0.62333	-645.134	-228.188	1725.844	-590.023	-167.232	1725.517	-614.806	-75.772	1725.165	-718.350	-75.724	1724.164	-662.636	-40.455	1722.990
189	0.62667	-644.436	-227.466	1725.889	-590.059	-166.912	1725.456	-615.246	-75.462	1725.098	-718.633	-75.945	1724.040	-663.005	-40.608	1722.861
190	0.63000	-643.866	-226.916	1725.918	-590.153	-166.648	1725.397	-615.913	-75.540	1724.917	-719.038	-76.059	1724.062	-663.639	-40.237	1722.899
191	0.63333	-643.398	-226.500	1725.935	-590.158	-166.247	1725.349	-615.958	-74.301	1725.106	-719.468	-76.065	1724.076	-664.229	-39.901	1722.941
192	0.63667	-643.002	-226.181	1725.942	-590.164	-165.928	1725.313	-616.205	-73.727	1725.083	-719.995	-75.833	1724.249	-664.765	-39.875	1722.850
193	0.64000	-642.650	-225.922	1725.940	-589.765	-164.376	1725.426	-617.087	-74.111	1724.950	-720.242	-75.801	1724.210	-665.423	-39.487	1722.884
194	0.64333	-642.315	-225.684	1725.933	-589.755	-163.913	1725.361	-616.796	-72.316	1725.224	-720.250	-75.375	1724.271	-666.035	-39.212	1722.888
195	0.64667	-641.968	-225.431	1725.922	-589.748	-163.500	1725.328	-617.811	-72.832	1725.056	-720.280	-75.019	1724.346	-666.550	-39.091	1722.843
196	0.65000	-641.582	-225.125	1725.910	-589.655	-163.073	1725.278	-618.179	-72.552	1724.989	-721.255	-76.702	1723.951	-667.106	-38.897	1722.799
197	0.65333	-641.127	-224.728	1725.899	-589.650	-162.701	1725.205	-618.063	-71.024	1725.148	-721.720	-76.388	1724.129	-667.756	-38.528	1722.876
198	0.65667	-640.577	-224.204	1725.891	-589.529	-162.103	1725.164	-618.801	-71.293	1724.973	-722.252	-76.236	1724.291	-668.154	-38.687	1722.772
199	0.66000	-639.903	-223.513	1725.890	-589.306	-160.722	1725.263	-619.013	-70.797	1724.910	-722.566	-76.464	1724.260	-668.791	-38.300	1722.866
200	0.66333	-639.759	-223.448	1725.852	-589.302	-160.305	1725.245	-619.397	-69.794	1725.058	-722.816	-76.660	1724.197	-669.441	-37.886	1722.969
201	0.66667	-639.714	-223.536	1725.794	-589.346	-160.044	1725.204	-619.775	-69.566	1725.025	-722.537	-75.595	1724.368	-669.886	-38.077	1722.806
202	0.67000	-639.580	-223.440	1725.778	-589.320	-159.562	1725.167	-620.580	-69.813	1724.912	-722.602	-75.319	1724.427	-670.512	-37.653	1722.873
203	0.67333	-639.333	-223.246	1725.758	-589.299	-159.088	1725.114	-620.617	-68.421	1725.083	-723.627	-76.076	1724.432	-671.225	-37.390	1722.909
204	0.67667	-638.530	-222.404	1725.807	-589.051	-157.760	1725.184	-620.977	-68.093	1725.070	-724.388	-76.545	1724.436	-671.727	-37.344	1722.826
205	0.68000	-637.870	-221.679	1725.847	-589.142	-157.400	1725.142	-621.813	-68.419	1724.910	-724.813	-77.037	1724.253	-672.346	-37.158	1722.775
206	0.68333	-637.360	-221.177	1725.835	-589.178	-156.984	1725.094	-621.946	-67.117	1725.055	-725.153	-77.350	1724.155	-673.000	-36.897	1722.798
207	0.68667	-636.856	-220.636	1725.859	-589.244	-156.648	1725.033	-622.491	-66.970	1724.926	-725.458	-77.604	1724.088	-673.480	-37.030	1722.686
208	0.69000	-636.769	-220.636	1725.812	-589.133	-156.023	1725.016	-623.032	-67.020	1724.775	-725.893	-77.403	1724.206	-674.078	-36.720	1722.721
209	0.69333	-636.639	-220.533	1725.810	-588.867	-154.905	1725.099	-622.890	-65.416	1725.005	-726.085	-76.931	1724.389	-674.765	-36.345	1722.829
210	0.69667	-636.544	-220.530	1725.764	-588.714	-153.946	1725.158	-623.772	-65.696	1724.905	-726.680	-77.226	1724.426	-675.183	-36.417	1722.747
211	0.70000	-636.287	-220.232	1725.759	-588.941	-153.798	1725.073	-624.206	-65.532	1724.848	-727.055	-77.492	1724.333	-675.898	-36.189	1722.791
212	0.70333	-635.326	-219.199	1725.835	-589.059	-153.485	1725.043	-624.457	-64.304	1725.046	-727.390	-77.677	1724.296	-676.560	-35.917	1722.849
213	0.70667	-634.888	-218.742	1725.820	-589.082	-153.059	1725.013	-625.058	-64.317	1724.965	-727.692	-77.848	1724.264	-676.993	-35.975	1722.722
214	0.71000	-634.095	-217.905	1725.867	-588.597	-151.320	1725.218	-625.613	-64.320	1724.839	-728.233	-77.874	1724.330	-677.714	-35.652	1722.819
215	0.71333	-633.927	-217.758	1725.838	-588.695	-150.937	1725.184	-626.037	-63.579	1724.903	-728.579	-78.154	1724.219	-678.315	-35.547	1722.798
216	0.71667	-633.769	-217.579	1725.832	-588.916	-150.828	1725.064	-626.306	-63.003	1724.919	-729.000	-78.118	1724.295	-678.786	-35.466	1722.747
217	0.72000	-633.611	-217.400	1725.825	-589.035	-150.555	1724.993	-627.116	-63.326	1724.732	-729.330	-78.438	1724.238	-679.407	-35.333	1722.729
218	0.72333	-633.498	-217.318	1725.789	-588.717	-149.656	1725.020	-627.409	-63.028	1724.574	-729.589	-78.554	1724.234	-679.985	-34.974	1722.765
219	0.72667	-633.307	-217.055	1725.797	-588.649	-148.714	1725.116	-627.835	-62.641	1724.615	-729.865	-78.874	1724.152	-680.476	-35.204	1722.641
220	0.73000	-632.604	-216.234	1725.862	-588.840	-148.313	1725.079	-628.341	-62.158	1724.709	-730.373	-78.902	1724.234	-681.083	-34.865	1722.705
221	0.73333	-632.158	-215.760	1725.877	-588.930	-148.074	1724.967	-628.695	-61.865	1724.722	-730.694	-78.688	1724.279	-681.752	-34.562	1722.813
222	0.73667	-631.763	-215.299	1725.849	-589.075	-147.748	1724.934	-629.277	-61.160	1724.853	-731.110	-78.725	1724.307	-682.132	-34.840	1722.696
223	0.74000	-630.894	-214.284	1725.938	-589.077	-147.240	1724.919	-629.653	-60.901	1724.822	-731.429	-78.963	1724.276	-682.817	-34.616	1722.773
224	0.74333	-630.799	-214.222	1725.867	-589.192	-146.370	1724.949	-630.034	-60.613	1724.769	-731.752	-79.134	1724.256	-683.438	-34.252	1722.851
225	0.74667	-630.598	-213.990	1725.852	-589.168	-145.855	1724.936	-630.552	-60.032	1724.792	-732.028	-79.465	1724.159	-683.939	-34.447	1722.708
226	0.75000	-630.454	-213.839	1725.800	-589.164	-145.332	1724.921	-630.997	-59.743	1724.749	-732.503	-79.452	1724.198	-684.647	-34.170	1722.717
227	0.75333	-630.258	-213.567	1725.824	-589.258	-144.952	1724.859	-631.512	-59.361	1724.694	-732.913	-79.492	1724.220	-685.336	-33.879	1722.761
228	0.75667	-630.168	-213.515	1725.740	-589.261	-144.193	1724.845	-631.919	-59.002	1724.670	-733.320	-79.401	1724.277	-685.811	-34.061	1722.633
229	0.76000	-629.654	-212.906	1725.759	-589.328	-143.394	1724.871	-632.376	-58.634	1724.664	-733.640	-79.756	1724.194	-686.436	-33.843	1722.691
230	0.76333	-629.359	-212.565	1725.731	-589.295	-142.948	1724.829	-632.867	-58.223	1724.715	-733.918	-80.058	1724.167	-687.103	-33.577	1722.754
231	0.76667	-628.948	-212.085	1725.736	-589.335	-142.342	1724.808	-633.374	-57.695	1724.779	-734.170	-80.034	1724.164	-687.573	-33.636	1722.681
232	0.77000	-628.608	-211.648	1725.739	-589.428	-141.899	1724.765	-633.858	-57.280	1724.810	-734.656	-80.211	1724.193	-688.209	-33.459	1722.720
233	0.77333	-628.215	-211.188	1725.706	-589.510	-140.976	1724.792	-634.305	-57.093	1724.731	-735.072	-80.266	1724.247	-688.949	-33.215	1722.799
234	0.77667	-627.930	-210.816	1725.700	-589.519	-140.500	1724.787	-634.839	-56.460	1724.748	-735.471	-80.119	1724.325	-689.443	-33.249	1722.718
235	0.78000	-627.409	-210.071	1725.757	-589.524	-139.959	1724.761	-635.235	-56.248	1724.643	-735.825	-80.408	1724.303	-690.031	-33.059	1722.771
236	0.78333	-627.266	-209.947	1725.694	-589.620	-139.351	1724.784	-635.709	-55.907	1724.675	-736.143	-80.670	1724.294	-690.572	-32.874	1722.814
237	0.78667	-627.085	-209.645	1725.649	-589.651	-138.825	1724.751	-636.178	-55.661	1724.657	-736.342	-80.869	1724.209	-691.131	-33.121	1722.730
238	0.79000	-626.894	-209.383	1725.657	-589.680	-138.539	1724.670	-636.569	-55.424	1724.649	-736.643	-81.256	1724.135	-691.541	-33.373	1722.615
239	0.79333	-626.741	-209.156	1725.613	-589.615	-137.913	1724.643	-637.089	-54.889	1724.741	-737.089	-81.341	1724.192	-692.276	-32.865	1722.810
240	0.79667	-626.487	-208.768	1725.607	-589.781	-137.190	1724.688	-637.550	-54.488	1724.776	-737.385	-81.268	1724.234	-692.825	-32.802	1722.823
241	0.80000	-626.398	-208.667	1725.576	-589.860	-136.634	1724.681	-637.925	-54.358	1724.698	-737.776	-80.965	1724.365	-693.253	-32.994	1722.673
242	0.80333	-625.752	-207.816	1725.649	-589.910	-136.095	1724.666	-638.489	-53.897	1724.756	-738.127	-81.515	1724.318	-693.912	-32.654	1722.760
243	0.80667	-625.421	-207.383	1725.646	-589.948	-135.531	1724.665	-638.864	-53.642	1724.724	-738.393	-81.679	1724.287	-694.556	-32.609	1722.781
244	0.81000	-625.268	-207.156	1725.602	-590.038	-134.966	1724.681	-639.371	-53.159	1724.694	-738.633	-81.757	1724.281	-695.015	-32.639	1722.718
245	0.81333	-624.836	-206.563	1725.643	-590.135	-134.332	1724.711	-639.779	-52.961	1724.644	-738.977	-82.277	1724.168	-695.642	-32.483	1722.715
246	0.81667	-624.488	-206.110	1725.675	-590.221	-133.652	1724.680	-640.353	-52.539	1724.676	-739.400	-82.287	1724.204	-696.299	-32.113	1722.772
247	0.82000	-623.854	-205.320	1725.675	-590.301	-133.053	1724.689	-640.914	-52.094	1724.680	-739.735	-82.197	1724.285	-696.851	-32.392	1722.665
248	0.82333	-623.661	-205.006	1725.645	-590.366	-132.418	1724.678	-641.330	-51.869	1724.625	-740.244	-82.287	1724.375	-697.497	-32.249	1722.705
249	0.82667	-623.486	-204.665	1725.633	-590.470	-131.856	1724.653	-641.889	-51.481	1724.628	-740.549	-82.576	1724.321	-698.172	-32.045	1722.791
250	0.83000	-623.332	-204.353	1725.577	-590.625	-131.318	1724.637	-642.368	-51.009	1724.660	-740.752	-82.748	1724.295	-698.607	-32.310	1722.675
251	0.83333	-623.174	-204.091	1725.560	-590.686	-130.587	1724.644	-642.890	-50.789	1724.686	-741.100	-82.997	1724.266	-699.212	-32.124	1722.755
252	0.83667	0.000	0.000	0.000	-590.737	-130.240	1724.585	-643.327	-50.549	1724.691	-741.366	-83.509	1724.179	-699.799	-32.027	1722.772
253	0.84000	0.000	0.000	0.000	-590.823	-129.642	1724.563	-643.739	-50.294	1724.663	-741.605	-83.619	1724.151	-700.323	-32.032	1722.747
254	0.84333	0.000	0.000	0.000	-590.957	-128.957	1724.573	-644.241	-49.971	1724.647	-742.051	-83.465	1724.284	-700.926	-32.080	1722.724
255	0.84667	0.000	0.000	0.000	-591.018	-128.417	1724.576	-644.778	-49.570	1724.684	-742.607	-83.508	1724.422	-701.553	-32.042	1722.706
256	0.85000	0.000	0.000	0.000	-591.109	-127.917	1724.527	-645.256	-49.277	1724.629	-742.786	-83.657	1724.424	-702.095	-31.904	1722.741
257	0.85333	0.000	0.000	0.000	-591.228	-127.515	1724.498	-645.659	-48.958	1724.568	-742.990	-83.761	1724.394	-702.503	-32.108	1722.663
258	0.85667	0.000	0.000	0.000	-591.440	-126.753	1724.590	-645.996	-48.995	1724.452	-743.300	-84.169	1724.326	-703.068	-31.829	1722.740
259	0.86000	0.000	0.000	0.000	-591.462	-126.280	1724.540	-646.583	-48.418	1724.582	-743.579	-84.456	1724.294	-703.599	-31.931	1722.721
260	0.86333	0.000	0.000	0.000	-591.520	-125.815	1724.491	-647.019	-48.267	1724.593	-743.777	-84.575	1724.278	-704.169	-31.845	1722.751
261	0.86667	0.000	0.000	0.000	-591.660	-125.287	1724.472	-647.493	-47.963	1724.596	-744.089	-84.746	1724.277	-704.457	-31.286	1722.770
262	0.87000	0.000	0.000	0.000	-591.790	-124.651	1724.457	-648.051	-47.535	1724.650	-744.582	-84.877	1724.352	-705.296	-31.617	1722.729
263	0.87333	-620.106	-199.149	1725.556	-591.899	-124.010	1724.466	-648.530	-47.296	1724.598	-744.863	-84.858	1724.400	-705.597	-30.919	1722.854
264	0.87667	-619.518	-198.283	1725.606	-592.002	-123.435	1724.469	-649.104	-46.932	1724.575	-745.217	-84.847	1724.466	-706.386	-31.448	1722.745
265	0.88000	-619.361	-197.915	1725.613	-592.200	-122.963	1724.437	-649.638	-46.643	1724.591	-745.621	-85.403	1724.362	-707.111	-31.775	1722.612
266	0.88333	-619.281	-197.641	1725.567	-592.330	-122.371	1724.436	-650.072	-46.486	1724.500	-745.839	-85.523	1724.316	-707.784	-31.657	1722.724
267	0.88667	-619.111	-197.310	1725.541	-592.504	-121.554	1724.474	-650.487	-46.341	1724.381	-746.055	-85.729	1724.284	-708.196	-31.981	1722.597
268	0.89000	-618.879	-196.806	1725.555	-592.590	-121.094	1724.480	-651.043	-46.099	1724.429	-746.390	-86.211	1724.227	-708.834	-31.839	1722.698
269	0.89333	-618.801	-196.617	1725.520	-592.708	-120.674	1724.456	-651.591	-45.628	1724.538	-746.627	-86.463	1724.187	-709.430	-31.791	1722.763
270	0.89667	-618.626	-196.278	1725.512	-592.848	-120.220	1724.435	-652.009	-45.334	1724.543	-746.945	-86.332	1724.276	-709.912	-31.834	1722.733
271	0.90000	-618.493	-196.025	1725.486	-592.999	-119.595	1724.444	-652.525	-44.968	1724.580	-747.248	-86.377	1724.332	-710.296	-32.129	1722.655
272	0.90333	-618.298	-195.613	1725.472	-593.123	-118.997	1724.436	-652.975	-44.915	1724.563	-747.736	-86.420	1724.492	-710.939	-31.985	1722.735
273	0.90667	-618.141	-195.294	1725.430	-593.259	-118.612	1724.424	-653.340	-44.808	1724.520	-747.963	-86.598	1724.483	-711.428	-31.862	1722.769
274	0.91000	-618.040	-194.991	1725.427	-593.382	-118.167	1724.373	-653.830	-44.456	1724.540	-748.144	-86.798	1724.449	-711.923	-31.973	1722.754
275	0.91333	-617.894	-194.628	1725.433	-593.556	-117.700	1724.329	-654.379	-44.044	1724.639	-748.435	-87.251	1724.394	-712.511	-31.937	1722.782
276	0.91667	-617.716	-194.211	1725.443	-593.701	-117.307	1724.316	-654.866	-43.999	1724.577	-748.714	-87.538	1724.363	-713.093	-31.990	1722.733
277	0.92000	-617.515	-193.742	1725.456	-593.634	-116.047	1724.312	-655.345	-43.815	1724.535	-748.912	-87.755	1724.304	-713.691	-31.863	1722.782
278	0.92333	-617.303	-193.227	1725.466	-594.071	-115.900	1724.267	-655.938	-43.380	1724.538	-749.209	-87.945	1724.315	-714.317	-31.954	1722.770
279	0.92667	-617.164	-192.882	1725.446	-594.194	-115.142	1724.358	-656.523	-43.024	1724.551	-749.673	-88.002	1724.411	-714.920	-31.978	1722.774
280	0.93000	-617.076	-192.607	1725.407	-594.354	-114.702	1724.354	-656.954	-43.027	1724.467	-749.926	-87.990	1724.469	-715.542	-31.857	1722.823
281	0.93333	-616.338	-191.564	1725.467	-594.531	-114.303	1724.322	-657.495	-42.535	1724.519	-750.308	-87.964	1724.513	-715.948	-32.201	1722.705
282	0.93667	-616.132	-191.142	1725.468	-594.642	-113.891	1724.304	-657.945	-42.291	1724.529	-750.511	-88.193	1724.494	-716.448	-32.119	1722.770
283	0.94000	-615.995	-190.896	1725.431	-594.801	-113.436	1724.233	-658.383	-42.309	1724.534	-750.779	-88.523	1724.517	-716.973	-32.103	1722.822
284	0.94333	-615.892	-190.685	1725.435	-594.916	-112.965	1724.299	-658.801	-42.138	1724.531	-750.980	-88.660	1724.517	-717.552	-31.998	1722.893
285	0.94667	-615.647	-190.131	1725.505	-595.177	-112.314	1724.342	-659.388	-41.574	1724.658	-751.223	-88.881	1724.510	-717.963	-32.272	1722.810
286	0.95000	-615.491	-189.813	1725.464	-595.332	-111.793	1724.337	-659.832	-41.473	1724.616	-751.416	-89.034	1724.518	-718.619	-32.368	1722.811
287	0.95333	-615.155	-189.192	1725.479	-595.486	-111.370	1724.303	-660.360	-41.425	1724.562	-751.733	-89.367	1724.493	-719.216	-32.175	1722.867
288	0.95667	-614.921	-188.639	1725.454	-595.655	-110.821	1724.293	-660.950	-40.871	1724.635	-751.971	-89.540	1724.487	-719.768	-32.171	1722.897
289	0.96000	-614.706	-188.117	1725.437	-595.883	-110.284	1724.291	-661.418	-40.725	1724.548	-752.350	-89.682	1724.542	-720.200	-32.341	1722.859
290	0.96333	-614.507	-187.629	1725.428	-596.063	-109.771	1724.324	-661.894	-40.714	1724.465	-752.708	-89.888	1724.595	-720.794	-32.387	1722.903
291	0.96667	-614.325	-187.173	1725.423	-596.212	-109.367	1724.291	-662.319	-40.677	1724.423	-753.068	-90.029	1724.656	-721.319	-32.423	1722.954
292	0.97000	-614.157	-186.752	1725.422	-596.431	-108.753	1724.322	-662.962	-40.065	1724.556	-753.302	-90.244	1724.665	-721.883	-32.563	1722.960
293	0.97333	-614.003	-186.364	1725.423	-596.642	-108.244	1724.259	-663.414	-40.014	1724.530	-753.490	-90.340	1724.662	-722.404	-32.595	1722.951
294	0.97667	-613.860	-186.012	1725.424	-596.762	-107.814	1724.219	-663.849	-39.970	1724.478	-753.795	-90.738	1724.621	-722.953	-32.550	1722.979
295	0.98000	-613.728	-185.694	1725.425	-596.965	-107.433	1724.102	-664.444	-39.463	1724.604	-753.992	-91.193	1724.403	-723.411	-32.897	1722.869
296	0.98333	-613.605	-185.413	1725.422	-596.793	-105.877	1724.333	-664.833	-39.334	1724.603	-754.214	-91.476	1724.357	-723.867	-32.934	1722.899
297	0.98667	-613.410	-184.905	1725.424	-597.159	-105.803	1724.265	-665.296	-39.355	1724.582	-754.407	-91.735	1724.354	-724.279	-33.209	1722.817
298	0.99000	-613.177	-184.412	1725.426	-597.489	-105.826	1724.211	-665.690	-39.370	1724.529	-754.620	-91.947	1724.336	-724.883	-33.175	1722.877
299	0.99333	-612.974	-183.901	1725.428	-597.817	-105.752	1724.168	-666.238	-38.991	1724.625	-754.965	-92.026	1724.408	-725.355	-33.216	1722.878
300	0.99667	-612.826	-183.540	1725.438	-597.641	-104.017	1724.391	-666.696	-38.753	1724.556	-755.229	-92.156	1724.422	-725.993	-33.444	1722.861
301	1.00000	-612.662	-183.074	1725.464	-598.036	-103.982	1724.347	-667.235	-38.735	1724.528	0.000	0.000	0.000	-726.509	-33.388	1722.886
302	1.00333	-612.464	-182.578	1725.480	-598.331	-103.881	1724.310	-667.821	-38.437	1724.596	0.000	0.000	0.000	-727.044	-33.487	1722.854
303	1.00667	-612.245	-182.066	1725.490	-598.534	-103.535	1724.265	-668.284	-38.236	1724.554	0.000	0.000	0.000	-727.475	-33.458	1722.805
304	1.01000	-612.015	-181.551	1725.497	-598.760	-102.659	1724.301	-668.690	-38.336	1724.455	0.000	0.000	0.000	-728.028	-33.574	1722.837
305	1.01333	-611.786	-181.044	1725.507	-598.939	-102.394	1724.261	-669.017	-38.295	1724.417	0.000	0.000	0.000	-728.446	-33.777	1722.825
306	1.01667	-611.568	-180.560	1725.523	-598.907	-101.857	1724.273	-669.596	-37.795	1724.567	0.000	0.000	0.000	-728.907	-33.755	1722.897
307	1.02000	-611.374	-180.112	1725.549	-599.393	-101.961	1724.197	-670.068	-37.661	1724.570	0.000	0.000	0.000	-729.357	-33.858	1722.934
308	1.02333	-611.268	-179.720	1725.553	-599.146	-100.274	1724.408	-670.498	-37.555	1724.564	0.000	0.000	0.000	-729.875	-33.730	1723.006
309	1.02667	-611.173	-179.428	1725.538	-599.437	-100.030	1724.374	-671.063	-37.255	1724.626	0.000	0.000	0.000	-730.378	-34.000	1722.985
310	1.03000	-611.085	-179.140	1725.519	-599.769	-99.962	1724.308	-671.514	-37.218	1724.562	0.000	0.000	0.000	-730.905	-34.246	1722.942
