NO_OF_FRAMES	6282
NO_OF_CAMERAS	4
NO_OF_MARKERS	11
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-11, 15:41:33.098	68320.78217323
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5	base_6					
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	base_6 X	base_6 Y	base_6 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
460	1.53000	458.412	-658.989	26.511	-401.496	-561.513	28.609	193.452	-491.665	28.669	249.055	-181.881	31.043	-93.212	-143.266	33.292	-239.475	-529.087	33.093	-43.576	248.419	43.262	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
461	1.53333	458.426	-659.058	26.524	-401.523	-561.552	28.581	193.435	-491.652	28.567	249.073	-181.906	31.003	-93.260	-143.245	33.321	-239.485	-529.025	33.174	-43.239	247.402	40.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
462	1.53667	458.409	-659.031	26.635	-401.497	-561.526	28.594	193.455	-491.664	28.604	249.053	-181.856	31.053	-93.259	-143.312	33.366	-239.499	-529.058	33.128	-43.053	245.992	39.925	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
463	1.54000	458.377	-658.981	26.639	-401.511	-561.513	28.613	193.456	-491.690	28.707	249.042	-181.883	31.033	-93.214	-143.179	33.364	-239.490	-529.018	33.140	-42.683	244.178	41.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
464	1.54333	458.388	-659.014	26.659	-401.491	-561.489	28.604	193.436	-491.654	28.615	249.073	-181.842	31.079	-93.235	-143.245	33.352	-239.475	-529.082	33.074	-42.394	242.108	42.699	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
465	1.54667	458.406	-659.036	26.580	-401.517	-561.538	28.502	193.440	-491.655	28.583	249.064	-181.887	31.037	-93.237	-143.280	33.357	-239.491	-529.018	33.140	-41.741	240.293	43.597	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
466	1.55000	458.410	-659.032	26.697	-401.487	-561.476	28.597	193.461	-491.667	28.626	249.105	-181.891	31.057	-93.261	-143.308	33.366	-239.461	-529.049	33.121	-40.874	237.771	44.556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
467	1.55333	458.422	-659.059	26.635	-401.501	-561.533	28.558	193.428	-491.660	28.551	249.066	-181.908	31.023	-93.197	-143.278	33.262	-239.467	-529.046	33.105	-39.939	235.074	44.923	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
468	1.55667	458.408	-659.066	26.622	-401.484	-561.496	28.606	193.450	-491.678	28.640	249.068	-181.894	31.035	-93.268	-143.288	33.306	-239.505	-529.056	33.112	-39.032	232.394	44.891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
469	1.56000	458.406	-659.011	26.624	-401.522	-561.487	28.614	193.433	-491.666	28.737	249.061	-181.875	31.053	-93.234	-143.287	33.303	-239.475	-529.087	33.093	-38.446	230.171	43.728	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
470	1.56333	458.400	-659.035	26.566	-401.500	-561.533	28.588	193.423	-491.660	28.604	249.053	-181.912	31.007	-93.241	-143.270	33.402	-239.462	-529.053	33.139	-37.540	227.353	42.894	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
471	1.56667	458.420	-658.938	26.734	-401.518	-561.533	28.610	193.443	-491.682	28.580	249.072	-181.908	31.033	-93.243	-143.192	33.327	-239.485	-529.020	33.156	-36.686	224.472	42.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
472	1.57000	458.410	-659.006	26.668	-401.489	-561.531	28.572	193.445	-491.666	28.605	249.085	-181.897	30.961	-93.244	-143.283	33.285	-239.490	-529.018	33.140	-35.787	221.514	41.805	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
473	1.57333	458.410	-659.008	26.702	-401.525	-561.564	28.538	193.446	-491.637	28.706	249.062	-181.900	31.035	-93.249	-143.281	33.406	-239.468	-529.051	33.123	-34.683	218.597	42.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
474	1.57667	458.359	-659.018	26.659	-401.504	-561.537	28.560	193.446	-491.653	28.663	249.068	-181.858	31.061	-93.239	-143.287	33.316	-239.469	-529.085	33.091	-33.747	215.994	43.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
475	1.58000	458.413	-659.071	26.640	-401.531	-561.532	28.602	193.443	-491.665	28.690	249.067	-181.909	31.043	-93.217	-143.284	33.217	-239.475	-529.087	33.093	-32.900	213.523	43.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
476	1.58333	458.372	-659.017	26.633	-401.479	-561.532	28.571	193.433	-491.665	28.607	249.077	-181.848	31.037	-93.238	-143.277	33.197	-239.467	-529.046	33.105	-31.961	210.893	43.753	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
477	1.58667	458.429	-658.948	26.526	-401.506	-561.550	28.535	193.437	-491.667	28.593	249.064	-181.901	30.949	-93.245	-143.302	33.298	-239.491	-529.018	33.140	-31.027	208.395	43.574	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
478	1.59000	458.449	-659.033	26.642	-401.523	-561.521	28.549	193.435	-491.679	28.632	249.071	-181.895	30.979	-93.236	-143.267	33.436	-239.498	-529.054	33.110	-30.044	205.548	43.601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
479	1.59333	458.427	-659.061	26.550	-401.509	-561.535	28.563	193.446	-491.700	28.664	249.055	-181.905	30.987	-93.215	-143.271	33.239	-239.473	-529.044	33.088	-29.078	202.682	43.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
480	1.59667	458.383	-659.058	26.548	-401.478	-561.499	28.597	193.433	-491.674	28.529	249.036	-181.896	31.040	-93.255	-143.262	33.393	-239.475	-529.082	33.074	-28.073	200.380	43.145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
481	1.60000	458.406	-659.092	26.639	-401.502	-561.464	28.622	193.441	-491.651	28.496	249.076	-181.870	31.045	-93.242	-143.205	33.328	-239.498	-529.054	33.110	-27.255	198.123	42.919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
482	1.60333	458.421	-659.049	26.618	-401.485	-561.509	28.599	193.437	-491.657	28.662	249.048	-181.889	31.043	-93.244	-143.232	33.316	-239.485	-529.025	33.174	-26.419	195.610	42.911	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
483	1.60667	458.426	-659.045	26.601	-401.505	-561.497	28.614	193.451	-491.680	28.720	249.067	-181.883	31.009	-93.219	-143.259	33.314	-239.467	-529.047	33.105	-25.513	193.188	42.664	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
484	1.61000	458.426	-659.057	26.656	-401.506	-561.512	28.581	193.450	-491.656	28.578	249.054	-181.882	30.982	-93.272	-143.267	33.408	-239.444	-529.080	33.087	-24.498	190.834	42.798	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
485	1.61333	458.416	-659.029	26.661	-401.509	-561.520	28.586	193.456	-491.702	28.693	249.069	-181.918	31.021	-93.251	-143.220	33.376	-239.499	-529.063	33.147	-23.567	188.421	42.988	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
486	1.61667	458.384	-658.993	26.612	-401.506	-561.515	28.577	193.448	-491.631	28.637	249.065	-181.850	31.035	-93.235	-143.318	33.253	-239.491	-529.022	33.158	-22.610	186.123	43.184	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
487	1.62000	458.394	-659.008	26.719	-401.516	-561.534	28.577	193.430	-491.650	28.680	249.048	-181.878	31.033	-93.226	-143.235	33.323	-239.475	-529.082	33.075	-21.879	183.853	43.301	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
488	1.62333	458.398	-659.032	26.688	-401.536	-561.546	28.554	193.444	-491.681	28.666	249.067	-181.893	30.996	-93.281	-143.262	33.390	-239.468	-529.051	33.123	-21.155	181.653	43.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
489	1.62667	458.418	-659.006	26.699	-401.510	-561.504	28.592	193.422	-491.678	28.547	249.080	-181.882	30.998	-93.267	-143.254	33.377	-239.475	-529.086	33.092	-20.384	179.618	42.945	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
490	1.63000	458.431	-659.069	26.577	-401.515	-561.531	28.561	193.462	-491.668	28.626	249.039	-181.875	30.994	-93.259	-143.292	33.315	-239.498	-529.054	33.110	-19.651	177.670	42.786	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
491	1.63333	458.405	-659.019	26.679	-401.519	-561.544	28.563	193.450	-491.678	28.693	249.090	-181.868	31.009	-93.259	-143.236	33.360	-239.483	-528.986	33.188	-18.830	175.806	42.713	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
492	1.63667	458.360	-658.939	26.776	-401.502	-561.491	28.598	193.437	-491.655	28.634	249.060	-181.907	31.000	-93.238	-143.291	33.401	-239.475	-529.087	33.093	-17.861	173.950	43.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
493	1.64000	458.421	-659.036	26.607	-401.516	-561.530	28.572	193.457	-491.667	28.650	249.044	-181.885	30.982	-93.249	-143.249	33.440	-239.475	-529.082	33.075	-16.850	172.036	43.340	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
494	1.64333	458.424	-658.986	26.666	-401.533	-561.547	28.545	193.416	-491.633	28.523	249.094	-181.881	31.063	-93.250	-143.257	33.250	-239.467	-529.047	33.105	-15.818	170.543	43.519	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
495	1.64667	458.407	-659.020	26.652	-401.525	-561.566	28.538	193.446	-491.685	28.629	249.086	-181.863	31.009	-93.274	-143.323	33.372	-239.490	-529.018	33.140	-14.933	168.929	43.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
496	1.65000	458.383	-659.024	26.584	-401.511	-561.514	28.563	193.427	-491.685	28.574	249.097	-181.860	31.037	-93.244	-143.276	33.309	-239.497	-529.015	33.124	-14.103	167.161	43.344	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
497	1.65333	458.451	-659.053	26.581	-401.510	-561.512	28.596	193.441	-491.685	28.701	249.050	-181.900	30.947	-93.261	-143.309	33.327	-239.467	-529.047	33.105	-13.207	165.214	43.694	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
498	1.65667	458.393	-658.951	26.611	-401.516	-561.493	28.576	193.445	-491.661	28.668	249.041	-181.870	31.026	-93.211	-143.356	33.289	-239.475	-529.087	33.093	-12.375	163.161	44.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
499	1.66000	458.428	-659.038	26.597	-401.493	-561.489	28.595	193.459	-491.644	28.677	249.042	-181.876	31.014	-93.229	-143.255	33.317	-239.469	-529.085	33.091	-11.540	161.311	43.983	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
500	1.66333	458.398	-659.061	26.531	-401.489	-561.542	28.587	193.420	-491.632	28.581	249.068	-181.864	30.990	-93.241	-143.286	33.367	-239.490	-529.018	33.140	-10.862	159.517	43.658	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
501	1.66667	458.398	-659.053	26.620	-401.494	-561.500	28.586	193.438	-491.654	28.582	249.055	-181.910	31.025	-93.235	-143.207	33.366	-239.475	-529.082	33.075	-10.100	157.840	43.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
502	1.67000	458.417	-659.059	26.592	-401.491	-561.496	28.588	193.444	-491.675	28.521	249.074	-181.852	31.069	-93.219	-143.254	33.292	-239.467	-529.047	33.105	-9.236	156.257	43.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
503	1.67333	458.411	-658.971	26.568	-401.518	-561.536	28.565	193.446	-491.673	28.740	249.081	-181.909	30.970	-93.282	-143.280	33.311	-239.460	-529.010	33.134	-8.403	154.717	43.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
504	1.67667	458.448	-658.965	26.558	-401.503	-561.508	28.555	193.424	-491.661	28.610	249.040	-181.904	30.996	-93.236	-143.281	33.283	-239.498	-529.054	33.110	-7.381	153.315	43.432	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
505	1.68000	458.381	-658.984	26.682	-401.525	-561.554	28.580	193.438	-491.696	28.685	249.092	-181.860	31.027	-93.244	-143.279	33.380	-239.462	-529.053	33.139	-6.449	151.823	43.462	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
506	1.68333	458.403	-658.970	26.587	-401.493	-561.490	28.584	193.447	-491.666	28.648	249.065	-181.879	30.979	-93.237	-143.289	33.319	-239.467	-529.047	33.105	-5.658	150.373	43.415	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
507	1.68667	458.410	-659.039	26.636	-401.498	-561.528	28.568	193.455	-491.677	28.632	249.095	-181.835	31.001	-93.265	-143.269	33.311	-239.480	-529.075	33.040	-4.709	148.719	43.841	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
508	1.69000	458.450	-659.072	26.648	-401.479	-561.487	28.593	193.442	-491.704	28.529	249.081	-181.867	31.054	-93.271	-143.320	33.325	-239.483	-528.982	33.170	-3.741	147.167	44.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
509	1.69333	458.452	-659.033	26.577	-401.490	-561.492	28.615	193.474	-491.688	28.683	249.053	-181.844	30.977	-93.259	-143.250	33.439	-239.475	-529.087	33.093	-2.794	145.631	44.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
510	1.69667	458.427	-659.030	26.576	-401.492	-561.497	28.620	193.476	-491.685	28.915	249.047	-181.891	30.990	-93.244	-143.289	33.278	-239.491	-529.022	33.158	-1.854	144.141	43.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
511	1.70000	458.428	-659.072	26.621	-401.494	-561.485	28.594	193.427	-491.659	28.646	249.076	-181.852	31.034	-93.226	-143.298	33.299	-239.475	-529.087	33.093	-0.889	142.538	43.761	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
512	1.70333	458.436	-659.068	26.536	-401.511	-561.520	28.535	193.426	-491.633	28.639	249.080	-181.855	31.046	-93.269	-143.294	33.241	-239.482	-529.084	33.076	0.090	141.185	43.354	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
513	1.70667	458.349	-659.037	26.824	-401.522	-561.544	28.569	193.448	-491.684	28.580	249.080	-181.886	31.023	-93.264	-143.221	33.316	-239.485	-529.025	33.174	1.169	139.630	42.995	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
514	1.71000	458.407	-659.044	26.626	-401.495	-561.483	28.623	193.437	-491.694	28.640	249.081	-181.855	31.015	-93.251	-143.271	33.394	-239.498	-529.049	33.092	2.023	138.012	42.898	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
515	1.71333	458.424	-659.062	26.714	-401.484	-561.527	28.545	193.433	-491.685	28.670	249.104	-181.865	31.031	-93.233	-143.267	33.229	-239.475	-529.082	33.075	2.890	136.368	42.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
516	1.71667	458.403	-659.087	26.623	-401.524	-561.558	28.570	193.463	-491.695	28.660	249.068	-181.838	30.991	-93.243	-143.283	33.268	-239.467	-529.046	33.104	3.692	134.824	42.737	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
517	1.72000	458.390	-659.008	26.687	-401.470	-561.525	28.585	193.449	-491.661	28.630	249.071	-181.891	30.964	-93.273	-143.293	33.316	-239.467	-529.046	33.105	4.541	133.496	42.598	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
518	1.72333	458.308	-659.011	26.928	-401.495	-561.535	28.556	193.448	-491.685	28.601	249.058	-181.883	31.001	-93.257	-143.296	33.259	-239.498	-529.058	33.128	5.279	132.095	42.418	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
519	1.72667	458.297	-659.065	27.129	-401.542	-561.543	28.518	193.453	-491.690	28.662	249.073	-181.869	31.029	-93.263	-143.289	33.247	-239.481	-529.080	33.058	6.206	130.776	42.642	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
520	1.73000	458.185	-659.120	27.446	-401.476	-561.502	28.570	193.437	-491.693	28.618	249.081	-181.899	30.951	-93.217	-143.273	33.213	-239.498	-529.054	33.110	7.114	129.359	42.943	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
521	1.73333	457.998	-659.014	27.961	-401.510	-561.512	28.582	193.439	-491.653	28.545	249.063	-181.889	30.987	-93.264	-143.298	33.352	-239.491	-529.022	33.158	7.981	127.849	43.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
522	1.73667	457.998	-658.975	28.015	-401.506	-561.506	28.596	193.445	-491.682	28.574	249.070	-181.867	30.972	-93.213	-143.275	33.170	-239.475	-529.082	33.075	8.957	126.335	43.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
523	1.74000	457.937	-658.985	28.025	-401.525	-561.526	28.574	193.441	-491.668	28.658	249.080	-181.864	31.023	-93.231	-143.294	33.271	-239.475	-529.082	33.075	9.902	124.824	43.640	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
524	1.74333	457.980	-659.021	27.939	-401.520	-561.521	28.545	193.442	-491.684	28.654	249.066	-181.853	31.017	-93.231	-143.277	33.229	-239.504	-529.051	33.094	10.934	123.258	43.451	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
525	1.74667	458.012	-659.047	27.930	-401.513	-561.553	28.523	193.437	-491.666	28.579	249.058	-181.901	30.978	-93.249	-143.287	33.323	-239.489	-528.979	33.154	11.984	121.819	43.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
526	1.75000	458.017	-658.989	27.976	-401.467	-561.489	28.594	193.438	-491.652	28.533	249.069	-181.871	30.964	-93.241	-143.240	33.345	-239.444	-529.075	33.069	13.154	120.262	42.735	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
527	1.75333	457.997	-658.976	28.012	-401.503	-561.491	28.591	193.445	-491.678	28.636	249.059	-181.887	30.955	-93.256	-143.321	33.271	-239.473	-529.044	33.088	14.356	118.637	42.743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
528	1.75667	457.919	-658.941	28.064	-401.481	-561.471	28.606	193.452	-491.664	28.663	249.082	-181.850	31.010	-93.247	-143.261	33.210	-239.498	-529.054	33.110	15.434	117.271	42.337	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
529	1.76000	458.034	-659.088	27.894	-401.513	-561.519	28.561	193.430	-491.665	28.648	249.090	-181.847	31.047	-93.256	-143.264	33.367	-239.475	-529.082	33.075	16.439	115.772	42.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
530	1.76333	458.001	-659.046	27.927	-401.499	-561.533	28.548	193.453	-491.670	28.662	249.096	-181.876	31.012	-93.231	-143.256	33.312	-239.444	-529.075	33.069	17.672	114.402	41.713	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
531	1.76667	457.985	-658.991	27.941	-401.492	-561.498	28.560	193.428	-491.666	28.579	249.090	-181.848	31.019	-93.249	-143.224	33.287	-239.475	-529.082	33.074	18.906	112.904	41.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
532	1.77000	457.996	-658.978	27.995	-401.521	-561.539	28.529	193.431	-491.692	28.557	249.060	-181.871	30.999	-93.221	-143.265	33.277	-239.504	-529.051	33.094	20.173	111.179	41.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
533	1.77333	457.964	-658.971	28.022	-401.506	-561.489	28.577	193.447	-491.667	28.682	249.058	-181.894	30.925	-93.240	-143.303	33.310	-239.481	-529.080	33.058	21.303	109.893	41.311	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
534	1.77667	457.975	-659.052	27.939	-401.524	-561.524	28.564	193.473	-491.639	28.598	249.054	-181.879	30.934	-93.228	-143.260	33.272	-239.491	-529.018	33.140	22.458	108.246	41.376	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
535	1.78000	457.979	-658.894	28.107	-401.518	-561.518	28.547	193.452	-491.638	28.612	249.073	-181.855	31.006	-93.222	-143.268	33.290	-239.467	-529.047	33.105	23.613	106.507	41.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
536	1.78333	457.944	-658.973	28.011	-401.526	-561.548	28.536	193.442	-491.645	28.616	249.078	-181.862	30.981	-93.219	-143.270	33.283	-239.475	-529.087	33.093	24.880	104.865	41.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
537	1.78667	457.955	-658.988	27.995	-401.516	-561.526	28.550	193.485	-491.666	28.701	249.091	-181.872	31.018	-93.278	-143.288	33.258	-239.481	-529.085	33.077	26.207	103.078	40.979	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
538	1.79000	457.993	-659.013	27.985	-401.499	-561.514	28.578	193.456	-491.664	28.614	249.093	-181.872	31.040	-93.212	-143.308	33.225	-239.490	-529.018	33.140	27.451	101.431	40.834	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
539	1.79333	458.036	-659.074	27.917	-401.523	-561.539	28.559	193.449	-491.685	28.595	249.049	-181.889	30.965	-93.252	-143.266	33.359	-239.467	-529.046	33.105	28.546	99.889	40.550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
540	1.79667	458.031	-659.042	27.930	-401.504	-561.523	28.552	193.448	-491.638	28.688	249.076	-181.884	31.006	-93.261	-143.289	33.240	-239.467	-529.046	33.104	29.678	98.078	40.669	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
541	1.80000	457.986	-658.971	28.018	-401.518	-561.554	28.528	193.452	-491.664	28.648	249.070	-181.845	31.040	-93.248	-143.280	33.250	-239.473	-529.039	33.070	30.933	96.398	40.861	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
542	1.80333	458.019	-659.026	27.917	-401.490	-561.495	28.592	193.439	-491.687	28.651	249.067	-181.882	30.961	-93.222	-143.319	33.218	-239.510	-529.044	33.060	32.160	94.833	41.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
543	1.80667	457.958	-658.962	27.988	-401.504	-561.505	28.572	193.447	-491.665	28.620	249.042	-181.880	30.897	-93.223	-143.263	33.287	-239.490	-529.018	33.140	33.336	93.800	40.453	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
544	1.81000	457.981	-658.980	27.973	-401.529	-561.532	28.509	193.424	-491.687	28.527	249.069	-181.843	30.978	-93.273	-143.341	33.239	-239.474	-529.078	33.057	34.634	92.628	40.398	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
545	1.81333	458.036	-659.046	27.969	-401.512	-561.539	28.535	193.430	-491.669	28.635	249.075	-181.870	30.974	-93.253	-143.290	33.264	-239.480	-529.076	33.040	35.622	91.416	40.246	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
546	1.81667	457.988	-658.961	27.985	-401.519	-561.516	28.558	193.441	-491.641	28.556	249.088	-181.849	30.986	-93.234	-143.241	33.342	-239.496	-529.016	33.124	36.769	90.136	40.489	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
547	1.82000	457.996	-658.942	27.997	-401.522	-561.510	28.586	193.430	-491.644	28.634	249.101	-181.872	30.984	-93.225	-143.244	33.251	-239.490	-529.013	33.122	38.016	88.860	40.468	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
548	1.82333	458.047	-659.085	27.913	-401.482	-561.527	28.568	193.458	-491.665	28.595	249.073	-181.864	31.020	-93.226	-143.218	33.302	-239.475	-529.082	33.075	39.241	87.558	40.606	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
549	1.82667	458.047	-659.033	27.908	-401.512	-561.496	28.577	193.461	-491.681	28.644	249.089	-181.836	30.954	-93.262	-143.314	33.250	-239.481	-529.080	33.059	40.445	86.275	40.666	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
550	1.83000	458.008	-659.024	27.920	-401.546	-561.552	28.504	193.432	-491.693	28.579	249.078	-181.850	30.930	-93.212	-143.275	33.291	-239.490	-529.013	33.122	41.503	85.106	40.653	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
