NO_OF_FRAMES	6282
NO_OF_CAMERAS	4
NO_OF_MARKERS	11
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-11, 15:41:33.098	68320.78217323
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5	base_6					
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	base_6 X	base_6 Y	base_6 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
2433	8.10667	458.380	-659.067	26.620	-401.518	-561.512	28.555	193.443	-491.674	28.597	249.068	-181.873	30.955	-93.221	-143.294	33.173	-239.467	-529.046	33.104	0.000	0.000	0.000	148.619	197.544	1226.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2434	8.11000	458.404	-659.032	26.639	-401.500	-561.540	28.592	193.463	-491.647	28.608	249.091	-181.873	30.944	-93.213	-143.236	33.262	-239.468	-529.051	33.123	0.000	0.000	0.000	147.798	197.562	1217.691	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2435	8.11333	458.408	-659.023	26.619	-401.494	-561.512	28.575	193.454	-491.679	28.602	249.074	-181.891	30.976	-93.233	-143.230	33.332	-239.475	-529.082	33.074	0.000	0.000	0.000	146.877	197.600	1209.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2436	8.11667	458.402	-659.017	26.596	-401.488	-561.521	28.537	193.407	-491.693	28.591	249.100	-181.869	30.963	-93.225	-143.238	33.246	-239.467	-529.046	33.105	0.000	0.000	0.000	146.043	197.624	1200.515	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2437	8.12000	458.449	-659.027	26.496	-401.518	-561.517	28.574	193.416	-491.692	28.451	249.097	-181.836	30.971	-93.255	-143.263	33.358	-239.445	-529.114	33.055	0.000	0.000	0.000	145.134	197.637	1191.653	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2438	8.12333	458.405	-658.947	26.694	-401.509	-561.538	28.561	193.459	-491.696	28.634	249.112	-181.850	31.005	-93.245	-143.266	33.193	-239.474	-529.078	33.056	0.000	0.000	0.000	144.218	197.589	1182.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2439	8.12667	458.398	-658.973	26.632	-401.524	-561.561	28.517	193.451	-491.690	28.572	249.093	-181.839	30.954	-93.187	-143.300	33.249	-239.474	-529.078	33.056	0.000	0.000	0.000	143.353	197.612	1173.819	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2440	8.13000	458.404	-659.006	26.612	-401.495	-561.540	28.546	193.420	-491.677	28.558	249.081	-181.870	30.951	-93.210	-143.279	33.258	-239.475	-529.082	33.074	0.000	0.000	0.000	142.525	197.577	1164.802	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2441	8.13333	458.401	-659.042	26.520	-401.483	-561.552	28.530	193.452	-491.666	28.598	249.100	-181.832	31.019	-93.223	-143.249	33.253	-239.467	-529.042	33.086	0.000	0.000	0.000	141.683	197.607	1155.578	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2442	8.13667	458.416	-659.046	26.540	-401.497	-561.494	28.572	193.447	-491.666	28.662	249.094	-181.841	30.941	-93.210	-143.274	33.188	-239.474	-529.078	33.056	0.000	0.000	0.000	140.817	197.639	1146.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2443	8.14000	458.416	-658.993	26.602	-401.507	-561.530	28.572	193.438	-491.680	28.517	249.079	-181.859	30.963	-93.260	-143.326	33.378	-239.498	-529.054	33.110	0.000	0.000	0.000	139.970	197.685	1136.736	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2444	8.14333	458.452	-659.019	26.478	-401.495	-561.502	28.537	193.457	-491.693	28.601	249.116	-181.869	30.909	-93.225	-143.292	33.244	-239.457	-529.104	33.005	0.000	0.000	0.000	139.128	197.696	1127.227	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2445	8.14667	458.427	-659.026	26.522	-401.513	-561.517	28.561	193.458	-491.656	28.587	249.103	-181.827	30.992	-93.228	-143.271	33.212	-239.480	-529.076	33.040	0.000	0.000	0.000	138.377	197.571	1117.974	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2446	8.15000	458.411	-659.010	26.575	-401.495	-561.537	28.532	193.434	-491.667	28.554	249.070	-181.887	30.934	-93.223	-143.265	33.249	-239.483	-528.982	33.170	0.000	0.000	0.000	137.483	197.763	1108.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2447	8.15333	458.411	-659.022	26.640	-401.519	-561.554	28.542	193.408	-491.645	28.523	249.083	-181.853	31.010	-93.258	-143.282	33.211	-239.475	-529.082	33.075	0.000	0.000	0.000	136.655	197.753	1098.254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2448	8.15667	458.450	-659.020	26.607	-401.515	-561.504	28.603	193.434	-491.653	28.529	249.058	-181.861	30.946	-93.222	-143.260	33.271	-239.473	-529.039	33.070	0.000	0.000	0.000	135.812	197.696	1088.517	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2449	8.16000	458.406	-658.993	26.669	-401.475	-561.522	28.521	193.446	-491.666	28.577	249.079	-181.865	30.950	-93.188	-143.255	33.260	-239.484	-529.020	33.156	0.000	0.000	0.000	134.944	197.916	1078.315	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2450	8.16333	458.392	-659.037	26.697	-401.524	-561.524	28.544	193.446	-491.659	28.531	249.058	-181.877	30.940	-93.265	-143.293	33.277	-239.475	-529.082	33.075	0.000	0.000	0.000	134.089	197.976	1068.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2451	8.16667	458.429	-659.110	26.576	-401.497	-561.515	28.562	193.444	-491.662	28.584	249.059	-181.874	30.943	-93.238	-143.263	33.216	-239.459	-529.147	33.009	0.000	0.000	0.000	133.194	198.074	1057.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2452	8.17000	458.395	-658.959	26.534	-401.520	-561.545	28.557	193.438	-491.661	28.624	249.086	-181.861	30.967	-93.257	-143.306	33.317	-239.467	-529.046	33.105	0.000	0.000	0.000	132.420	198.104	1047.539	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2453	8.17333	458.417	-659.020	26.530	-401.507	-561.550	28.529	193.441	-491.673	28.613	249.055	-181.868	30.962	-93.238	-143.307	33.240	-239.467	-529.042	33.086	0.000	0.000	0.000	131.570	198.157	1037.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2454	8.17667	458.431	-659.023	26.535	-401.522	-561.550	28.553	193.397	-491.673	28.451	249.048	-181.885	30.949	-93.227	-143.322	33.272	-239.473	-529.044	33.088	0.000	0.000	0.000	130.663	198.158	1026.453	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2455	8.18000	458.393	-659.027	26.647	-401.498	-561.513	28.550	193.435	-491.666	28.591	249.087	-181.853	30.978	-93.241	-143.317	33.307	-239.475	-529.082	33.075	0.000	0.000	0.000	129.865	198.211	1015.821	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2456	8.18333	458.435	-659.055	26.509	-401.482	-561.530	28.544	193.446	-491.664	28.612	249.059	-181.893	30.946	-93.224	-143.251	33.270	-239.467	-529.046	33.104	0.000	0.000	0.000	128.952	198.274	1004.899	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2457	8.18667	458.430	-658.983	26.541	-401.511	-561.536	28.538	193.431	-491.668	28.601	249.080	-181.894	30.932	-93.251	-143.235	33.294	-239.481	-529.080	33.058	0.000	0.000	0.000	128.099	198.259	993.957	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2458	8.19000	458.394	-659.052	26.637	-401.520	-561.543	28.531	193.434	-491.671	28.628	249.078	-181.867	30.945	-93.189	-143.270	33.241	-239.467	-529.046	33.104	0.000	0.000	0.000	127.300	198.290	982.946	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2459	8.19333	458.428	-659.015	26.603	-401.494	-561.492	28.576	193.424	-491.665	28.610	249.084	-181.856	30.931	-93.230	-143.277	33.284	-239.475	-529.082	33.075	0.000	0.000	0.000	126.390	198.286	971.736	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2460	8.19667	458.403	-659.041	26.654	-401.506	-561.527	28.579	193.451	-491.666	28.598	249.076	-181.858	30.971	-93.251	-143.305	33.307	-239.467	-529.042	33.086	0.000	0.000	0.000	125.546	198.339	960.467	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2461	8.20000	458.400	-659.007	26.622	-401.490	-561.534	28.567	193.428	-491.715	28.566	249.098	-181.878	30.970	-93.220	-143.270	33.192	-239.475	-529.082	33.075	0.000	0.000	0.000	124.679	198.355	949.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2462	8.20333	458.428	-659.041	26.628	-401.487	-561.528	28.538	193.469	-491.660	28.652	249.053	-181.911	30.945	-93.250	-143.264	33.193	-239.467	-529.046	33.104	0.000	0.000	0.000	123.857	198.360	937.672	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2463	8.20667	458.446	-659.009	26.569	-401.486	-561.494	28.562	193.457	-491.674	28.621	249.034	-181.875	30.912	-93.270	-143.341	33.264	-239.475	-529.082	33.074	0.000	0.000	0.000	123.032	198.392	926.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2464	8.21000	458.426	-659.015	26.594	-401.483	-561.505	28.533	193.424	-491.635	28.493	249.090	-181.838	30.992	-93.231	-143.313	33.309	-239.465	-529.003	33.100	0.000	0.000	0.000	122.230	198.433	914.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2465	8.21333	458.439	-659.053	26.593	-401.496	-561.523	28.551	193.452	-491.672	28.646	249.089	-181.827	31.022	-93.243	-143.272	33.327	-239.461	-529.044	33.102	0.000	0.000	0.000	121.337	198.439	902.556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2466	8.21667	458.439	-659.025	26.569	-401.500	-561.510	28.591	193.434	-491.654	28.519	249.105	-181.856	30.976	-93.206	-143.259	33.261	-239.467	-529.042	33.086	0.000	0.000	0.000	120.456	198.365	890.828	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2467	8.22000	458.424	-659.084	26.582	-401.502	-561.472	28.579	193.425	-491.684	28.624	249.072	-181.883	30.942	-93.229	-143.237	33.290	-239.467	-529.046	33.105	0.000	0.000	0.000	119.621	198.280	878.832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2468	8.22333	458.389	-659.065	26.641	-401.511	-561.540	28.521	193.421	-491.711	28.544	249.108	-181.858	31.017	-93.216	-143.276	33.223	-239.467	-529.046	33.104	0.000	0.000	0.000	118.753	198.283	866.818	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2469	8.22667	458.417	-659.045	26.564	-401.485	-561.531	28.551	193.448	-491.665	28.616	249.093	-181.893	30.958	-93.229	-143.250	33.272	-239.444	-529.075	33.069	0.000	0.000	0.000	117.844	198.337	854.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2470	8.23000	458.439	-659.054	26.566	-401.502	-561.516	28.513	193.433	-491.653	28.537	249.066	-181.826	30.964	-93.237	-143.192	33.295	-239.473	-529.044	33.088	0.000	0.000	0.000	117.001	198.287	842.292	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2471	8.23333	458.415	-659.028	26.612	-401.498	-561.492	28.578	193.414	-491.671	28.491	249.074	-181.852	30.924	-93.255	-143.237	33.333	-239.473	-529.039	33.070	0.000	0.000	0.000	116.190	198.290	829.862	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2472	8.23667	458.423	-659.043	26.554	-401.523	-561.541	28.538	193.414	-491.692	28.488	249.065	-181.885	30.975	-93.217	-143.279	33.258	-239.496	-529.011	33.106	0.000	0.000	0.000	115.300	198.249	817.257	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2473	8.24000	458.425	-658.954	26.538	-401.491	-561.477	28.555	193.445	-491.666	28.675	249.097	-181.885	30.923	-93.238	-143.259	33.268	-239.497	-529.049	33.092	0.000	0.000	0.000	114.469	198.243	804.622	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2474	8.24333	458.449	-659.034	26.456	-401.487	-561.495	28.577	193.464	-491.683	28.570	249.097	-181.876	30.968	-93.205	-143.225	33.176	-239.467	-529.042	33.086	0.000	0.000	0.000	113.634	198.282	791.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2475	8.24667	458.413	-659.047	26.616	-401.481	-561.552	28.502	193.431	-491.683	28.566	249.070	-181.875	30.930	-93.279	-143.285	33.349	-239.475	-529.083	33.075	0.000	0.000	0.000	112.737	198.308	778.910	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2476	8.25000	458.424	-658.999	26.651	-401.509	-561.495	28.594	193.422	-491.647	28.521	249.061	-181.879	30.936	-93.256	-143.290	33.303	-239.474	-529.078	33.057	0.000	0.000	0.000	111.917	198.331	765.865	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2477	8.25333	458.436	-659.053	26.481	-401.507	-561.518	28.583	193.438	-491.659	28.630	249.076	-181.896	30.956	-93.274	-143.265	33.337	-239.497	-529.015	33.124	0.000	0.000	0.000	111.050	198.368	752.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2478	8.25667	458.415	-658.958	26.553	-401.491	-561.494	28.573	193.430	-491.677	28.531	249.069	-181.848	31.001	-93.235	-143.263	33.272	-239.475	-529.082	33.075	0.000	0.000	0.000	110.080	198.322	739.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2479	8.26000	458.454	-659.009	26.441	-401.486	-561.506	28.562	193.451	-491.665	28.605	249.098	-181.871	30.935	-93.208	-143.253	33.202	-239.473	-529.039	33.070	0.000	0.000	0.000	109.148	198.383	726.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2480	8.26333	458.409	-659.056	26.663	-401.481	-561.489	28.567	193.441	-491.674	28.615	249.094	-181.892	31.027	-93.255	-143.273	33.275	-239.475	-529.082	33.075	0.000	0.000	0.000	108.247	198.248	712.695	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2481	8.26667	458.420	-659.029	26.593	-401.501	-561.531	28.548	193.459	-491.642	28.548	249.088	-181.858	30.984	-93.266	-143.267	33.299	-239.450	-529.068	33.035	0.000	0.000	0.000	107.456	198.305	699.241	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2482	8.27000	458.427	-659.007	26.612	-401.503	-561.515	28.542	193.437	-491.657	28.579	249.094	-181.877	30.994	-93.244	-143.289	33.277	-239.481	-529.080	33.058	0.000	0.000	0.000	106.619	198.295	685.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2483	8.27333	458.458	-659.051	26.496	-401.513	-561.517	28.537	193.441	-491.649	28.517	249.081	-181.859	30.997	-93.222	-143.265	33.375	-239.473	-529.040	33.070	0.000	0.000	0.000	105.741	198.295	671.883	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2484	8.27667	458.430	-659.007	26.620	-401.490	-561.514	28.570	193.456	-491.666	28.567	249.069	-181.863	30.917	-93.242	-143.306	33.318	-239.467	-529.042	33.086	0.000	0.000	0.000	104.907	198.308	658.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2485	8.28000	458.424	-659.060	26.566	-401.513	-561.547	28.543	193.464	-491.670	28.646	249.098	-181.892	30.958	-93.183	-143.268	33.198	-239.473	-529.044	33.088	0.000	0.000	0.000	103.999	198.270	644.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2486	8.28333	458.398	-659.033	26.648	-401.499	-561.508	28.574	193.459	-491.696	28.642	249.107	-181.872	30.983	-93.244	-143.303	33.325	-239.480	-529.076	33.040	0.000	0.000	0.000	103.174	198.326	630.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2487	8.28667	458.422	-658.989	26.606	-401.489	-561.500	28.557	193.437	-491.678	28.586	249.093	-181.872	30.993	-93.228	-143.250	33.299	-239.450	-529.073	33.053	0.000	0.000	0.000	102.133	198.339	615.720	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2488	8.29000	458.412	-659.044	26.570	-401.491	-561.507	28.573	193.430	-491.680	28.518	249.087	-181.833	31.026	-93.233	-143.271	33.346	-239.467	-529.046	33.104	0.000	0.000	0.000	101.347	198.347	601.485	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2489	8.29333	458.420	-659.081	26.510	-401.508	-561.524	28.579	193.433	-491.644	28.618	249.048	-181.870	30.890	-93.218	-143.289	33.295	-239.450	-529.072	33.053	0.000	0.000	0.000	100.433	198.387	587.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2490	8.29667	458.415	-659.034	26.630	-401.494	-561.533	28.549	193.441	-491.684	28.558	249.060	-181.838	30.993	-93.211	-143.268	33.278	-239.467	-529.046	33.104	0.000	0.000	0.000	99.592	198.348	572.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2491	8.30000	458.456	-659.056	26.430	-401.497	-561.531	28.552	193.449	-491.638	28.581	249.053	-181.893	30.939	-93.228	-143.335	33.287	-239.450	-529.073	33.053	0.000	0.000	0.000	98.680	198.448	557.826	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2492	8.30333	458.442	-659.071	26.483	-401.498	-561.558	28.531	193.442	-491.687	28.643	249.108	-181.856	30.981	-93.247	-143.289	33.197	-239.467	-529.042	33.086	0.000	0.000	0.000	97.810	198.341	543.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2493	8.30667	458.403	-659.050	26.612	-401.495	-561.501	28.576	193.434	-491.678	28.536	249.088	-181.872	30.944	-93.233	-143.234	33.238	-239.473	-529.039	33.070	0.000	0.000	0.000	97.028	198.387	528.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2494	8.31000	458.354	-659.022	26.709	-401.517	-561.543	28.516	193.452	-491.669	28.664	249.076	-181.857	31.014	-93.216	-143.262	33.243	-239.481	-529.080	33.059	0.000	0.000	0.000	96.077	198.404	513.259	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2495	8.31333	458.398	-659.043	26.617	-401.525	-561.539	28.552	193.441	-491.684	28.564	249.044	-181.856	30.932	-93.266	-143.297	33.322	-239.490	-529.013	33.122	0.000	0.000	0.000	95.234	198.507	498.326	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2496	8.31667	458.423	-658.976	26.659	-401.512	-561.529	28.541	193.435	-491.657	28.593	249.082	-181.864	30.955	-93.230	-143.278	33.256	-239.451	-529.106	33.021	0.000	0.000	0.000	94.426	198.532	483.292	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2497	8.32000	458.405	-659.045	26.574	-401.486	-561.517	28.539	193.456	-491.668	28.614	249.077	-181.890	30.939	-93.269	-143.235	33.294	-239.467	-529.046	33.104	0.000	0.000	0.000	93.595	198.556	468.210	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2498	8.32333	458.436	-659.004	26.580	-401.502	-561.541	28.530	193.433	-491.689	28.478	249.077	-181.864	30.938	-93.230	-143.268	33.223	-239.467	-529.042	33.086	0.000	0.000	0.000	92.807	198.543	452.979	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2499	8.32667	458.434	-659.094	26.443	-401.500	-561.501	28.577	193.451	-491.678	28.583	249.092	-181.873	30.961	-93.262	-143.301	33.212	-239.486	-529.073	33.024	0.000	0.000	0.000	91.940	198.519	437.614	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2500	8.33000	458.417	-659.066	26.613	-401.489	-561.509	28.570	193.470	-491.640	28.653	249.052	-181.860	30.938	-93.263	-143.302	33.280	-239.473	-529.044	33.088	0.000	0.000	0.000	91.191	198.511	422.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2501	8.33333	458.411	-659.002	26.568	-401.501	-561.547	28.501	193.397	-491.675	28.478	249.092	-181.874	30.980	-93.211	-143.254	33.268	-239.480	-529.075	33.040	0.000	0.000	0.000	90.375	198.463	406.582	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2502	8.33667	458.433	-659.044	26.567	-401.486	-561.548	28.501	193.469	-491.671	28.696	249.082	-181.832	30.953	-93.243	-143.240	33.268	-239.467	-529.042	33.086	0.000	0.000	0.000	89.544	198.418	390.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2503	8.34000	458.427	-659.055	26.557	-401.525	-561.559	28.548	193.449	-491.688	28.560	249.038	-181.899	30.912	-93.230	-143.256	33.279	-239.466	-529.008	33.118	0.000	0.000	0.000	88.654	198.371	375.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2504	8.34333	458.446	-659.023	26.619	-401.517	-561.542	28.532	193.455	-491.666	28.564	249.072	-181.865	30.972	-93.240	-143.281	33.230	-239.467	-529.047	33.105	0.000	0.000	0.000	87.702	198.382	358.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2505	8.34667	458.411	-659.071	26.603	-401.479	-561.481	28.597	193.436	-491.641	28.491	249.101	-181.854	31.028	-93.260	-143.284	33.353	-239.467	-529.046	33.104	0.000	0.000	0.000	86.857	198.269	342.870	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2506	8.35000	458.436	-659.060	26.525	-401.500	-561.475	28.587	193.453	-491.651	28.527	249.093	-181.844	30.983	-93.218	-143.259	33.141	-239.473	-529.044	33.088	0.000	0.000	0.000	86.119	198.066	326.934	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2507	8.35333	458.373	-659.074	26.648	-401.506	-561.548	28.538	193.444	-491.683	28.511	249.057	-181.906	30.940	-93.241	-143.260	33.384	-239.504	-529.051	33.094	0.000	0.000	0.000	85.202	198.126	310.678	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2508	8.35667	458.429	-659.034	26.569	-401.492	-561.494	28.565	193.461	-491.651	28.723	249.076	-181.876	30.948	-93.209	-143.247	33.300	-239.490	-529.013	33.122	0.000	0.000	0.000	84.376	198.049	294.346	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2509	8.36000	458.437	-659.098	26.597	-401.519	-561.523	28.554	193.448	-491.636	28.533	249.073	-181.845	31.009	-93.278	-143.315	33.333	-239.450	-529.072	33.053	0.000	0.000	0.000	83.501	198.133	277.823	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2510	8.36333	458.445	-659.044	26.423	-401.502	-561.537	28.522	193.419	-491.683	28.519	249.095	-181.899	30.920	-93.237	-143.279	33.111	-239.475	-529.083	33.075	0.000	0.000	0.000	82.512	197.956	261.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2511	8.36667	458.432	-659.023	26.587	-401.529	-561.520	28.545	193.475	-491.679	28.625	249.070	-181.873	30.969	-93.227	-143.291	33.260	-239.475	-529.082	33.075	0.000	0.000	0.000	81.635	197.952	244.320	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2512	8.37000	458.427	-659.075	26.586	-401.516	-561.520	28.537	193.455	-491.670	28.644	249.073	-181.884	30.936	-93.247	-143.213	33.355	-239.490	-529.018	33.140	0.000	0.000	0.000	80.770	197.907	227.622	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2513	8.37333	458.437	-659.051	26.561	-401.503	-561.515	28.569	193.450	-491.666	28.605	249.075	-181.848	31.004	-93.231	-143.249	33.308	-239.467	-529.046	33.104	0.000	0.000	0.000	79.782	197.842	210.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2514	8.37667	458.396	-659.100	26.487	-401.519	-561.530	28.539	193.439	-491.661	28.629	249.041	-181.889	30.919	-93.242	-143.268	33.248	-239.467	-529.042	33.086	0.000	0.000	0.000	78.983	197.899	193.676	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2515	8.38000	458.399	-659.033	26.672	-401.492	-561.501	28.559	193.428	-491.693	28.622	249.073	-181.867	30.945	-93.228	-143.285	33.288	-239.480	-529.075	33.040	0.000	0.000	0.000	78.033	197.792	176.502	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2516	8.38333	458.434	-659.030	26.572	-401.513	-561.507	28.562	193.450	-491.689	28.600	249.095	-181.842	30.978	-93.230	-143.264	33.222	-239.461	-529.044	33.102	0.000	0.000	0.000	77.202	197.788	159.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2517	8.38667	458.408	-658.962	26.653	-401.501	-561.515	28.569	193.465	-491.693	28.591	249.089	-181.870	30.943	-93.248	-143.260	33.274	-239.467	-529.042	33.086	0.000	0.000	0.000	76.348	197.875	142.205	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2518	8.39000	458.436	-659.016	26.496	-401.521	-561.519	28.572	193.457	-491.659	28.662	249.067	-181.871	30.950	-93.250	-143.260	33.280	-239.473	-529.039	33.070	0.000	0.000	0.000	75.341	197.924	124.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2519	8.39333	458.398	-659.038	26.575	-401.483	-561.480	28.587	193.439	-491.674	28.620	249.054	-181.849	30.989	-93.231	-143.235	33.322	-239.473	-529.039	33.070	0.000	0.000	0.000	74.424	197.915	107.618	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2520	8.39667	458.430	-659.008	26.551	-401.514	-561.532	28.521	193.426	-491.667	28.541	249.097	-181.865	30.987	-93.276	-143.300	33.388	-239.461	-529.049	33.121	0.000	0.000	0.000	73.514	197.824	90.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2521	8.40000	458.422	-659.027	26.464	-401.501	-561.516	28.562	193.433	-491.667	28.569	249.081	-181.890	30.936	-93.236	-143.301	33.259	-239.480	-529.075	33.040	0.000	0.000	0.000	72.751	197.861	72.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2522	8.40333	458.422	-659.037	26.496	-401.491	-561.468	28.582	193.438	-491.680	28.527	249.094	-181.880	31.022	-93.210	-143.261	33.243	-239.474	-529.078	33.057	0.000	0.000	0.000	72.085	197.682	54.977	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
