NO_OF_FRAMES	4967
NO_OF_CAMERAS	4
NO_OF_MARKERS	24
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-12, 16:25:26.188	56373.87175403
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5																			
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
2976	9.91667	228.097	-404.150	-672.655	542.751	-397.718	-680.820	106.207	13.971	-656.807	55.151	118.639	-655.905	534.091	-99.281	-672.569	471.023	339.828	887.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	552.732	436.361	977.475	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	600.785	695.163	446.797	626.274	664.949	1451.654	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	685.227	460.726	1452.063	0.000	0.000	0.000	0.000	0.000	0.000
2977	9.92000	228.038	-404.176	-672.705	542.748	-397.736	-680.787	106.202	13.962	-656.816	55.110	118.684	-655.901	534.320	-99.184	-672.349	469.777	338.911	875.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	552.862	438.153	987.915	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	597.618	690.099	443.101	626.047	666.792	1446.755	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	685.316	459.373	1456.598	0.000	0.000	0.000	0.000	0.000	0.000
2978	9.92333	228.032	-404.151	-672.682	542.758	-397.678	-680.733	106.222	13.965	-656.776	55.117	118.653	-655.939	534.206	-99.118	-672.420	468.642	337.934	863.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	553.399	439.756	998.247	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	594.763	684.874	439.724	625.861	668.623	1441.746	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	685.356	457.939	1460.991	0.000	0.000	0.000	0.000	0.000	0.000
2979	9.92667	228.028	-404.215	-672.668	542.706	-397.751	-680.832	106.236	13.956	-656.766	55.137	118.654	-655.901	534.211	-99.176	-672.401	467.507	336.954	851.275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	553.987	441.406	1008.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	591.763	679.868	436.752	625.704	670.462	1436.691	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	685.253	456.621	1465.270	0.000	0.000	0.000	0.000	0.000	0.000
2980	9.93000	228.034	-404.184	-672.707	542.761	-397.719	-680.768	106.215	13.930	-656.834	55.110	118.670	-655.960	534.210	-99.226	-672.433	466.299	336.008	838.913	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	554.566	443.019	1018.745	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	589.235	674.918	434.681	625.556	672.325	1431.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	685.298	455.266	1469.384	0.000	0.000	0.000	0.000	0.000	0.000
2981	9.93333	228.108	-404.172	-672.699	542.730	-397.746	-680.759	106.184	13.943	-656.849	55.154	118.643	-655.889	534.339	-99.033	-672.042	465.131	335.066	826.514	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	555.234	444.634	1028.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	585.334	671.110	432.364	625.408	674.223	1426.249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	685.348	453.911	1473.436	0.000	0.000	0.000	0.000	0.000	0.000
2982	9.93667	228.124	-404.151	-672.638	542.749	-397.712	-680.774	106.202	13.954	-656.851	55.102	118.629	-655.957	534.356	-99.016	-672.230	463.994	334.124	814.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	555.955	446.161	1038.928	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	580.987	667.690	430.289	625.261	676.110	1420.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	685.296	452.669	1477.245	0.000	0.000	0.000	0.000	0.000	0.000
2983	9.94000	228.069	-404.138	-672.668	542.751	-397.722	-680.773	106.200	13.947	-656.844	55.091	118.669	-655.958	534.294	-99.079	-672.213	462.837	333.255	801.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	556.733	447.691	1048.799	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	578.324	663.628	429.492	625.135	678.014	1415.438	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	685.228	451.478	1480.972	0.000	0.000	0.000	0.000	0.000	0.000
2984	9.94333	228.078	-404.146	-672.667	542.727	-397.716	-680.785	106.216	13.957	-656.831	55.197	118.656	-655.891	534.222	-99.125	-672.285	461.651	332.301	788.697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	557.439	449.230	1058.630	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	576.023	659.587	429.298	624.882	679.956	1409.770	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	685.177	450.140	1484.662	0.000	0.000	0.000	0.000	0.000	0.000
2985	9.94667	228.160	-404.160	-672.660	542.761	-397.720	-680.768	106.157	13.953	-656.873	54.937	118.681	-656.090	534.223	-99.111	-672.342	460.510	331.371	775.783	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	558.158	450.772	1068.382	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	574.031	655.690	429.679	624.669	681.876	1403.904	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.941	448.610	1488.174	0.000	0.000	0.000	0.000	0.000	0.000
2986	9.95000	228.060	-404.112	-672.701	542.767	-397.711	-680.800	106.202	13.955	-656.851	55.132	118.676	-655.931	534.316	-99.166	-672.305	459.317	330.427	762.752	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	558.822	452.317	1077.909	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	572.269	651.886	430.609	624.490	683.827	1398.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.892	447.275	1491.672	0.000	0.000	0.000	0.000	0.000	0.000
2987	9.95333	228.026	-404.179	-672.711	542.753	-397.727	-680.820	106.199	13.919	-656.849	55.164	118.656	-655.905	534.263	-99.158	-672.354	458.103	329.449	749.612	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	559.527	453.881	1087.429	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	570.923	648.172	432.112	624.296	685.742	1392.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.777	445.925	1495.034	0.000	0.000	0.000	0.000	0.000	0.000
2988	9.95667	228.020	-404.183	-672.726	542.735	-397.728	-680.793	106.208	13.962	-656.846	55.111	118.677	-655.942	534.394	-99.162	-672.247	456.838	328.516	736.369	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	560.223	455.413	1096.837	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	569.817	644.564	434.181	624.098	687.704	1386.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.740	444.551	1498.320	0.000	0.000	0.000	0.000	0.000	0.000
2989	9.96000	228.013	-404.145	-672.719	542.748	-397.697	-680.845	106.171	13.955	-656.855	55.113	118.659	-655.953	534.065	-99.141	-672.544	455.634	327.621	722.937	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	560.924	457.000	1106.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	569.049	641.012	436.890	623.875	689.671	1379.904	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.711	443.110	1501.463	0.000	0.000	0.000	0.000	0.000	0.000
2990	9.96333	228.038	-404.185	-672.639	542.773	-397.718	-680.762	106.206	13.956	-656.861	55.148	118.656	-655.911	534.227	-99.222	-672.438	454.339	326.707	709.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	561.664	458.570	1115.362	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	568.603	637.557	440.160	623.681	691.601	1373.628	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.660	441.763	1504.309	0.000	0.000	0.000	0.000	0.000	0.000
2991	9.96667	228.063	-404.175	-672.710	542.777	-397.700	-680.796	106.183	13.948	-656.882	55.098	118.666	-655.978	534.155	-99.222	-672.411	453.052	325.725	695.950	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	562.438	460.093	1124.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	568.255	634.360	443.942	623.469	693.513	1367.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.806	440.380	1507.169	0.000	0.000	0.000	0.000	0.000	0.000
2992	9.97000	228.093	-404.154	-672.733	542.755	-397.704	-680.807	106.154	13.955	-656.899	55.167	118.659	-655.901	534.133	-99.196	-672.490	452.186	324.784	682.408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	563.107	461.658	1133.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	568.226	631.237	448.305	623.154	695.375	1360.739	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.733	439.060	1509.889	0.000	0.000	0.000	0.000	0.000	0.000
2993	9.97333	228.074	-404.147	-672.698	542.730	-397.746	-680.759	106.223	13.947	-656.836	55.159	118.681	-655.936	534.215	-99.270	-672.530	451.297	323.875	668.779	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	563.846	463.239	1142.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	568.877	628.047	453.668	622.926	697.339	1354.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.688	437.609	1512.510	0.000	0.000	0.000	0.000	0.000	0.000
2994	9.97667	228.085	-404.155	-672.710	542.760	-397.739	-680.827	106.169	13.947	-656.877	55.163	118.659	-655.945	534.337	-99.029	-672.060	450.414	323.000	655.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	564.577	464.812	1151.181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	570.161	624.769	459.887	622.635	699.231	1347.428	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.707	436.420	1515.041	0.000	0.000	0.000	0.000	0.000	0.000
2995	9.98000	228.090	-404.173	-672.682	542.760	-397.719	-680.768	106.236	13.948	-656.819	55.126	118.690	-655.956	534.323	-99.031	-672.180	450.431	322.552	641.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	565.218	466.412	1159.864	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	571.172	621.792	466.444	622.334	701.138	1340.616	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.563	435.046	1517.401	0.000	0.000	0.000	0.000	0.000	0.000
2996	9.98333	228.109	-404.192	-672.663	542.724	-397.706	-680.786	106.250	13.955	-656.817	55.119	118.675	-655.950	534.403	-98.940	-672.128	449.968	321.860	628.527	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	565.929	468.008	1168.435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	572.257	619.026	473.378	622.065	703.067	1333.640	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.569	433.687	1519.660	0.000	0.000	0.000	0.000	0.000	0.000
2997	9.98667	228.011	-404.137	-672.775	542.750	-397.717	-680.820	106.208	13.960	-656.854	55.132	118.678	-655.963	534.281	-99.048	-672.280	450.462	321.577	616.410	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	566.586	469.548	1176.874	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	573.287	616.442	480.762	621.816	705.005	1326.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.641	432.494	1521.739	0.000	0.000	0.000	0.000	0.000	0.000
2998	9.99000	228.044	-404.169	-672.718	542.739	-397.699	-680.766	106.203	13.961	-656.880	55.098	118.641	-655.969	534.228	-99.133	-672.356	450.077	321.433	605.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	567.241	471.122	1185.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	574.541	613.911	488.783	621.498	706.978	1319.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.676	431.184	1523.782	0.000	0.000	0.000	0.000	0.000	0.000
2999	9.99333	228.132	-404.155	-672.666	542.777	-397.724	-680.808	106.174	13.953	-656.877	55.137	118.656	-655.968	534.262	-99.126	-672.347	451.426	321.646	596.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	567.871	472.670	1193.415	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	575.930	611.550	497.227	621.202	708.894	1312.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.769	430.028	1525.750	0.000	0.000	0.000	0.000	0.000	0.000
3000	9.99667	228.107	-404.150	-672.701	542.763	-397.725	-680.814	106.185	13.932	-656.866	55.153	118.637	-655.931	534.301	-99.171	-672.321	452.975	322.040	587.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	568.621	474.236	1201.505	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	577.446	609.173	506.292	620.915	710.841	1304.911	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.673	428.773	1527.510	0.000	0.000	0.000	0.000	0.000	0.000
3001	10.00000	228.038	-404.173	-672.693	542.734	-397.693	-680.805	106.200	13.951	-656.874	55.170	118.667	-655.925	534.188	-99.185	-672.396	453.328	321.835	579.756	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	569.277	475.821	1209.608	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	579.430	606.768	515.717	620.676	712.824	1297.452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.494	427.499	1529.179	0.000	0.000	0.000	0.000	0.000	0.000
3002	10.00333	228.039	-404.181	-672.757	542.744	-397.691	-680.799	106.231	13.949	-656.849	55.200	118.692	-655.870	534.223	-99.189	-672.404	452.868	321.183	571.760	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	569.971	477.385	1217.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	581.357	604.451	525.878	620.394	714.781	1289.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.407	426.176	1530.682	0.000	0.000	0.000	0.000	0.000	0.000
3003	10.00667	228.069	-404.154	-672.734	542.741	-397.685	-680.753	106.205	13.967	-656.862	55.129	118.658	-655.971	534.187	-99.202	-672.454	452.041	320.256	563.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	570.696	479.038	1225.271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	583.324	601.990	536.705	620.119	716.745	1282.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.453	424.879	1532.140	0.000	0.000	0.000	0.000	0.000	0.000
3004	10.01000	228.059	-404.153	-672.734	542.728	-397.725	-680.784	106.214	13.945	-656.857	55.131	118.673	-655.978	534.202	-99.186	-672.479	451.009	319.432	555.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	571.353	480.515	1233.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	584.697	599.821	547.982	619.837	718.719	1274.435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.269	423.585	1533.443	0.000	0.000	0.000	0.000	0.000	0.000
3005	10.01333	228.095	-404.163	-672.670	542.769	-397.696	-680.787	106.162	13.957	-656.881	55.132	118.685	-655.941	534.342	-99.018	-672.111	450.119	318.871	546.772	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	571.970	482.130	1240.491	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	585.651	597.696	559.731	619.541	720.705	1266.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.103	422.374	1534.564	0.000	0.000	0.000	0.000	0.000	0.000
3006	10.01667	228.059	-404.169	-672.678	542.731	-397.742	-680.807	106.249	13.966	-656.802	55.156	118.662	-655.940	534.373	-99.001	-672.135	448.979	318.499	538.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	572.689	483.646	1247.977	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	586.501	595.731	571.936	619.233	722.726	1258.528	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.024	421.093	1535.657	0.000	0.000	0.000	0.000	0.000	0.000
3007	10.02000	228.039	-404.139	-672.718	542.759	-397.734	-680.781	106.207	13.961	-656.849	55.128	118.658	-655.943	534.328	-99.061	-672.320	447.761	318.389	530.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	573.509	485.455	1255.591	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	586.941	593.948	584.450	618.947	724.716	1250.439	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	683.998	419.820	1536.660	0.000	0.000	0.000	0.000	0.000	0.000
3008	10.02333	228.050	-404.180	-672.675	542.751	-397.718	-680.820	106.247	13.971	-656.816	55.214	118.680	-655.856	534.223	-99.052	-672.378	446.469	318.507	521.822	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	574.121	486.952	1262.811	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	587.145	592.386	597.213	618.668	726.731	1242.202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	683.989	418.504	1537.560	0.000	0.000	0.000	0.000	0.000	0.000
3009	10.02667	228.094	-404.110	-672.657	542.722	-397.729	-680.799	106.190	13.942	-656.854	55.148	118.669	-655.928	534.226	-99.087	-672.395	445.559	318.851	513.971	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	574.770	488.481	1269.938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	587.390	590.866	610.144	618.365	728.815	1233.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.154	417.400	1538.168	0.000	0.000	0.000	0.000	0.000	0.000
3010	10.03000	228.141	-404.188	-672.681	542.742	-397.681	-680.800	106.201	13.965	-656.853	55.145	118.667	-655.961	534.297	-99.130	-672.334	444.614	319.413	506.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	575.437	489.978	1277.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	587.650	589.330	623.441	617.991	730.732	1225.423	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.197	416.282	1538.807	0.000	0.000	0.000	0.000	0.000	0.000
3011	10.03333	228.058	-404.173	-672.726	542.775	-397.738	-680.822	106.205	13.950	-656.850	55.060	118.656	-656.027	534.153	-99.162	-672.400	444.165	320.046	498.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	576.098	491.484	1283.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	587.667	587.844	636.774	617.732	732.799	1216.815	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.312	415.116	1539.405	0.000	0.000	0.000	0.000	0.000	0.000
3012	10.03667	228.066	-404.180	-672.720	542.751	-397.722	-680.773	106.205	13.950	-656.852	55.179	118.663	-655.905	534.245	-99.213	-672.395	442.596	320.981	489.930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	576.761	493.057	1290.668	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	587.612	586.552	650.417	617.372	734.785	1208.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.232	413.784	1539.972	0.000	0.000	0.000	0.000	0.000	0.000
3013	10.04000	228.051	-404.174	-672.710	542.771	-397.733	-680.775	106.178	13.971	-656.857	55.136	118.665	-655.924	534.276	-99.225	-672.430	441.504	321.871	481.948	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	577.465	494.563	1297.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	587.170	585.356	663.908	616.998	736.783	1199.336	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.271	412.492	1540.263	0.000	0.000	0.000	0.000	0.000	0.000
3014	10.04333	228.136	-404.145	-672.630	542.774	-397.738	-680.822	106.189	13.938	-656.867	54.971	118.694	-656.060	534.210	-99.245	-672.455	440.062	322.910	473.953	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	578.102	496.137	1304.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	586.657	584.082	677.373	616.685	738.794	1190.403	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.145	411.153	1540.464	0.000	0.000	0.000	0.000	0.000	0.000
3015	10.04667	228.071	-404.147	-672.692	542.776	-397.700	-680.796	106.185	13.934	-656.864	55.129	118.670	-655.938	534.186	-99.185	-672.443	439.546	323.862	466.504	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	578.806	497.725	1310.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	586.182	582.853	690.529	616.377	740.813	1181.374	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.073	409.656	1540.672	0.000	0.000	0.000	0.000	0.000	0.000
3016	10.05000	228.041	-404.177	-672.675	542.736	-397.749	-680.768	106.189	13.933	-656.837	55.177	118.666	-655.918	534.297	-99.204	-672.301	439.209	324.746	459.435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	579.467	499.289	1316.957	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	585.618	581.869	703.453	616.022	742.870	1172.256	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.039	408.351	1540.631	0.000	0.000	0.000	0.000	0.000	0.000
3017	10.05333	228.052	-404.148	-672.698	542.767	-397.711	-680.800	106.190	13.946	-656.875	55.170	118.651	-655.890	534.229	-99.216	-672.403	439.116	325.810	452.546	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	580.209	500.861	1323.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	585.281	580.859	716.212	615.659	744.888	1163.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.131	407.171	1540.513	0.000	0.000	0.000	0.000	0.000	0.000
3018	10.05667	228.018	-404.187	-672.736	542.740	-397.759	-680.767	106.170	13.952	-656.864	55.149	118.682	-655.923	534.200	-99.246	-672.452	438.040	327.076	445.799	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	580.904	502.446	1329.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	585.142	579.622	728.863	615.279	746.923	1153.693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.189	405.804	1540.245	0.000	0.000	0.000	0.000	0.000	0.000
