NO_OF_FRAMES	4967
NO_OF_CAMERAS	4
NO_OF_MARKERS	24
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-12, 16:25:26.188	56373.87175403
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5																			
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
790	2.63000	228.060	-404.146	-672.645	542.768	-397.711	-680.800	106.243	13.958	-656.823	55.125	118.670	-655.935	534.217	-99.102	-672.339	612.815	491.380	1277.707	0.000	0.000	0.000	594.503	814.508	801.112	0.000	0.000	0.000	693.328	368.610	1091.200	665.535	592.219	1517.935	625.913	429.186	715.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
791	2.63333	228.104	-404.177	-672.649	542.729	-397.722	-680.832	106.221	13.951	-656.810	55.130	118.653	-655.957	534.257	-99.005	-672.176	613.331	490.111	1285.091	0.000	0.000	0.000	597.218	814.588	789.475	0.000	0.000	0.000	693.831	367.591	1083.227	665.854	593.994	1518.586	625.336	430.730	728.635	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
792	2.63667	228.102	-404.138	-672.699	542.763	-397.725	-680.814	106.189	13.948	-656.854	55.105	118.664	-655.964	534.351	-99.030	-672.151	613.752	488.696	1292.270	0.000	0.000	0.000	599.353	814.100	777.903	0.000	0.000	0.000	694.321	366.578	1075.160	666.002	595.356	1519.213	625.032	432.396	741.284	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
793	2.64000	228.104	-404.190	-672.717	542.746	-397.726	-680.788	106.199	13.942	-656.858	55.135	118.662	-655.927	534.315	-99.045	-672.241	614.010	487.193	1299.413	0.000	0.000	0.000	601.261	813.274	766.359	0.000	0.000	0.000	694.756	365.535	1067.035	666.401	597.031	1519.776	624.755	434.102	753.788	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
794	2.64333	228.142	-404.169	-672.649	542.722	-397.730	-680.799	106.250	13.950	-656.787	55.106	118.642	-655.974	534.375	-99.036	-672.180	614.503	485.935	1306.548	0.000	0.000	0.000	603.015	812.847	754.899	0.000	0.000	0.000	695.137	364.508	1058.800	666.674	598.685	1520.163	624.656	435.790	766.169	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
795	2.64667	228.103	-404.124	-672.673	542.739	-397.754	-680.815	106.204	13.960	-656.835	55.094	118.678	-655.959	534.312	-99.108	-672.282	614.764	484.526	1313.600	0.000	0.000	0.000	604.319	812.355	743.941	0.000	0.000	0.000	695.549	363.505	1050.462	667.180	600.587	1520.377	624.841	437.424	778.432	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
796	2.65000	228.139	-404.152	-672.645	542.740	-397.724	-680.779	106.208	13.959	-656.807	55.163	118.644	-655.894	534.325	-99.000	-672.097	615.093	483.001	1320.527	0.000	0.000	0.000	604.819	810.530	734.577	0.000	0.000	0.000	695.915	362.463	1042.001	667.400	602.115	1520.681	624.998	438.889	790.399	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
797	2.65333	228.087	-404.161	-672.679	542.761	-397.719	-680.768	106.207	13.956	-656.819	55.203	118.682	-655.871	534.399	-99.047	-672.144	615.557	481.515	1327.347	0.000	0.000	0.000	604.640	808.987	726.734	0.000	0.000	0.000	696.352	361.473	1033.439	667.773	603.813	1520.787	625.103	440.520	802.433	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
798	2.65667	228.107	-404.192	-672.688	542.759	-397.734	-680.781	106.206	13.951	-656.831	55.156	118.650	-655.909	534.240	-99.058	-672.276	615.828	480.045	1334.060	0.000	0.000	0.000	604.174	807.103	718.088	0.000	0.000	0.000	696.738	360.465	1024.736	667.978	605.562	1520.653	624.964	442.260	814.363	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
799	2.66000	228.053	-404.208	-672.696	542.732	-397.743	-680.807	106.192	13.971	-656.828	55.146	118.651	-655.939	534.266	-99.105	-672.296	616.099	478.479	1340.615	0.000	0.000	0.000	604.351	804.812	708.891	0.000	0.000	0.000	697.072	359.437	1015.956	668.307	607.320	1520.510	624.970	444.198	826.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
800	2.66333	228.023	-404.184	-672.666	542.747	-397.735	-680.787	106.204	13.948	-656.855	55.142	118.671	-655.902	534.201	-99.144	-672.357	616.207	476.901	1346.922	0.000	0.000	0.000	605.182	802.235	699.592	0.000	0.000	0.000	697.519	358.405	1007.074	668.634	608.995	1520.402	624.938	446.002	838.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
801	2.66667	228.124	-404.161	-672.654	542.734	-397.728	-680.793	106.205	13.965	-656.822	55.123	118.658	-655.944	534.289	-99.101	-672.261	616.429	475.300	1353.184	0.000	0.000	0.000	605.619	799.747	690.285	0.000	0.000	0.000	697.900	357.379	998.060	669.079	611.093	1519.841	625.036	447.839	849.863	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
802	2.67000	228.149	-404.165	-672.668	542.729	-397.698	-680.819	106.254	13.963	-656.779	55.165	118.662	-655.914	534.304	-99.111	-672.254	616.758	473.777	1359.326	0.000	0.000	0.000	605.735	797.199	680.921	0.000	0.000	0.000	698.352	356.383	988.972	669.426	612.799	1519.362	625.042	449.532	861.452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
803	2.67333	228.052	-404.138	-672.690	542.752	-397.707	-680.760	106.186	13.938	-656.852	55.129	118.658	-655.943	534.287	-99.147	-672.273	617.046	472.328	1365.433	0.000	0.000	0.000	605.899	794.691	671.787	0.000	0.000	0.000	698.724	355.442	979.824	669.680	614.694	1518.714	624.992	451.286	872.964	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
804	2.67667	228.087	-404.184	-672.652	542.778	-397.709	-680.795	106.199	13.940	-656.816	55.208	118.650	-655.858	534.310	-99.022	-672.143	617.202	470.832	1371.413	0.000	0.000	0.000	606.167	792.045	662.714	0.000	0.000	0.000	699.141	354.460	970.530	669.986	616.476	1517.999	625.350	453.270	884.210	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
805	2.68000	228.047	-404.153	-672.730	542.776	-397.723	-680.808	106.188	13.947	-656.858	55.123	118.668	-655.928	534.370	-99.045	-672.203	617.268	469.449	1377.270	0.000	0.000	0.000	605.811	789.363	653.491	0.000	0.000	0.000	699.540	353.493	961.181	670.077	617.943	1517.235	625.242	455.004	895.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
806	2.68333	228.073	-404.186	-672.680	542.728	-397.701	-680.772	106.249	13.966	-656.800	55.157	118.643	-655.910	534.383	-99.014	-672.122	617.134	467.899	1382.942	0.000	0.000	0.000	605.429	786.579	644.341	0.000	0.000	0.000	699.971	352.495	951.671	670.352	619.608	1516.307	625.364	456.785	906.749	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
807	2.68667	228.078	-404.187	-672.708	542.754	-397.727	-680.735	106.239	13.956	-656.782	55.152	118.668	-655.899	534.250	-99.067	-672.309	617.313	466.704	1388.525	0.000	0.000	0.000	605.691	783.399	635.388	0.000	0.000	0.000	700.463	351.469	942.056	670.422	621.262	1515.256	625.406	458.592	917.721	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
808	2.69000	228.085	-404.121	-672.656	542.768	-397.692	-680.740	106.190	13.924	-656.826	55.154	118.682	-655.922	534.293	-99.137	-672.285	617.327	465.240	1394.056	0.000	0.000	0.000	605.702	780.150	626.287	0.000	0.000	0.000	700.923	350.476	932.359	670.781	623.059	1514.108	625.451	460.363	928.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
809	2.69333	228.088	-404.155	-672.630	542.755	-397.684	-680.747	106.208	13.959	-656.807	55.178	118.680	-655.886	534.251	-99.157	-672.344	617.414	463.688	1399.369	0.000	0.000	0.000	605.215	776.622	617.197	0.000	0.000	0.000	701.278	349.454	922.529	670.977	624.826	1512.860	625.673	462.005	939.415	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
810	2.69667	228.100	-404.126	-672.666	542.777	-397.704	-680.748	106.213	13.960	-656.807	55.137	118.670	-655.936	534.286	-99.006	-672.115	617.427	462.057	1404.622	0.000	0.000	0.000	604.622	772.854	608.270	0.000	0.000	0.000	701.628	348.467	912.669	671.325	626.679	1511.578	625.781	463.666	950.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
811	2.70000	228.034	-404.169	-672.711	542.754	-397.743	-680.748	106.210	13.956	-656.832	55.183	118.672	-655.874	534.315	-99.044	-672.168	617.462	460.441	1409.812	0.000	0.000	0.000	603.234	769.094	599.127	0.000	0.000	0.000	701.965	347.514	902.673	671.622	628.439	1510.189	625.904	465.342	960.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
812	2.70333	228.108	-404.112	-672.637	542.759	-397.734	-680.781	106.203	13.953	-656.825	55.194	118.657	-655.865	534.274	-99.060	-672.232	617.596	458.800	1414.855	0.000	0.000	0.000	601.414	765.225	590.318	0.000	0.000	0.000	702.289	346.510	892.535	671.625	630.279	1508.603	626.019	467.100	971.243	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
813	2.70667	228.066	-404.155	-672.685	542.745	-397.726	-680.788	106.238	13.955	-656.783	55.108	118.663	-655.939	534.361	-99.074	-672.168	617.727	457.252	1419.843	0.000	0.000	0.000	599.999	760.932	581.743	0.000	0.000	0.000	702.591	345.488	882.286	671.648	632.150	1506.885	626.331	468.790	981.714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
814	2.71000	228.127	-404.157	-672.618	542.786	-397.725	-680.755	106.207	13.956	-656.817	55.187	118.657	-655.862	534.386	-99.003	-671.984	618.153	455.620	1424.611	0.000	0.000	0.000	598.589	756.630	573.504	0.000	0.000	0.000	702.906	344.468	871.910	671.694	633.895	1505.057	626.593	470.494	992.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
815	2.71333	228.078	-404.166	-672.663	542.750	-397.697	-680.760	106.203	13.955	-656.799	55.114	118.645	-655.929	534.298	-99.014	-672.186	618.946	453.845	1429.171	0.000	0.000	0.000	597.301	752.078	565.501	0.000	0.000	0.000	703.225	343.462	861.468	671.744	635.769	1503.099	626.803	472.144	1002.263	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
816	2.71667	228.122	-404.182	-672.603	542.753	-397.731	-680.772	106.201	13.948	-656.840	55.164	118.648	-655.879	534.388	-99.078	-672.134	619.840	452.107	1433.655	0.000	0.000	0.000	595.925	747.318	557.813	0.000	0.000	0.000	703.548	342.475	850.958	671.882	637.616	1501.053	627.064	473.824	1012.338	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
817	2.72000	228.080	-404.163	-672.670	542.729	-397.761	-680.773	106.202	13.964	-656.809	55.147	118.667	-655.916	534.239	-99.115	-672.311	620.377	450.444	1438.198	0.000	0.000	0.000	594.305	742.500	550.557	0.000	0.000	0.000	703.886	341.531	840.328	671.951	639.494	1498.914	627.293	475.467	1022.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
818	2.72333	228.035	-404.181	-672.740	542.784	-397.736	-680.816	106.158	13.951	-656.832	55.115	118.639	-655.931	534.386	-99.080	-672.189	620.544	448.845	1442.593	0.000	0.000	0.000	592.105	737.743	543.674	0.000	0.000	0.000	704.156	340.483	829.587	672.082	641.349	1496.686	627.552	477.095	1031.943	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
819	2.72667	228.040	-404.162	-672.717	542.744	-397.706	-680.813	106.232	13.942	-656.776	55.187	118.657	-655.862	534.274	-99.119	-672.270	620.396	447.301	1446.793	0.000	0.000	0.000	588.882	733.388	536.921	0.000	0.000	0.000	704.494	339.515	818.795	672.214	643.143	1494.358	627.768	478.688	1041.686	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
820	2.73000	228.054	-404.130	-672.634	542.747	-397.736	-680.787	106.204	13.955	-656.804	55.177	118.660	-655.865	534.342	-99.131	-672.244	620.125	445.872	1450.840	0.000	0.000	0.000	587.288	728.254	530.806	0.000	0.000	0.000	704.705	338.592	807.778	672.333	645.082	1491.924	628.043	480.263	1051.334	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
821	2.73333	228.030	-404.184	-672.733	542.735	-397.737	-680.792	106.208	13.944	-656.798	55.177	118.667	-655.903	534.258	-99.083	-672.323	619.626	444.497	1454.721	0.000	0.000	0.000	585.805	722.957	524.950	0.000	0.000	0.000	704.899	337.619	796.675	672.440	646.914	1489.361	628.287	481.856	1060.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
822	2.73667	228.077	-404.166	-672.701	542.757	-397.713	-680.806	106.163	13.916	-656.877	55.158	118.659	-655.927	534.416	-99.099	-672.253	619.100	443.037	1458.458	0.000	0.000	0.000	584.281	717.679	519.490	0.000	0.000	0.000	705.136	336.618	785.495	672.573	648.800	1486.716	628.566	483.437	1070.334	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
823	2.74000	228.087	-404.138	-672.645	542.751	-397.698	-680.760	106.284	13.962	-656.746	55.145	118.637	-655.894	534.217	-99.185	-672.426	618.727	441.681	1462.165	0.000	0.000	0.000	582.905	712.446	514.415	0.000	0.000	0.000	705.358	335.687	774.188	672.641	650.709	1483.951	628.888	485.062	1079.706	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
824	2.74333	228.143	-404.176	-672.670	542.720	-397.724	-680.752	106.224	13.946	-656.793	55.157	118.645	-655.895	534.319	-99.204	-672.363	618.431	440.141	1465.787	0.000	0.000	0.000	581.509	707.361	509.673	0.000	0.000	0.000	705.687	334.717	762.844	672.811	652.604	1481.098	629.205	486.645	1088.945	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
825	2.74667	228.064	-404.171	-672.703	542.741	-397.744	-680.754	106.238	13.955	-656.783	55.154	118.664	-655.913	534.206	-99.139	-672.380	617.996	438.681	1469.231	0.000	0.000	0.000	580.353	702.209	505.496	0.000	0.000	0.000	706.103	333.728	751.333	672.934	654.593	1478.162	629.542	488.155	1098.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
826	2.75000	228.105	-404.205	-672.708	542.771	-397.708	-680.763	106.227	13.941	-656.807	55.142	118.659	-655.909	534.287	-99.015	-672.077	618.135	437.630	1472.530	0.000	0.000	0.000	579.141	697.286	501.643	0.000	0.000	0.000	706.363	332.787	739.748	673.052	656.556	1475.101	629.832	489.643	1107.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
827	2.75333	228.099	-404.191	-672.662	542.766	-397.741	-680.742	106.201	13.948	-656.840	55.176	118.653	-655.885	534.342	-98.987	-672.096	618.204	435.924	1475.801	0.000	0.000	0.000	578.074	692.375	498.308	0.000	0.000	0.000	706.575	331.821	728.081	673.060	658.430	1471.846	630.118	491.044	1115.994	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
828	2.75667	228.099	-404.137	-672.688	542.751	-397.698	-680.760	106.236	13.949	-656.799	55.132	118.670	-655.938	534.310	-99.025	-672.265	618.115	434.463	1478.841	0.000	0.000	0.000	577.151	687.597	495.457	0.000	0.000	0.000	706.751	330.856	716.260	673.055	660.309	1468.507	630.463	492.521	1124.798	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
829	2.76000	228.041	-404.140	-672.768	542.749	-397.712	-680.774	106.174	13.948	-656.845	55.138	118.672	-655.948	534.212	-99.097	-672.261	618.005	432.775	1481.799	0.000	0.000	0.000	576.172	682.997	493.014	0.000	0.000	0.000	706.946	329.878	704.352	673.131	662.236	1465.113	630.771	493.992	1133.532	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
830	2.76333	228.056	-404.173	-672.648	542.763	-397.725	-680.814	106.190	13.978	-656.840	55.118	118.650	-655.941	534.265	-99.082	-672.351	617.849	431.202	1484.617	0.000	0.000	0.000	575.446	678.616	491.376	0.000	0.000	0.000	707.175	328.834	692.325	673.211	664.165	1461.592	631.114	495.484	1142.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
831	2.76667	228.087	-404.144	-672.623	542.754	-397.727	-680.820	106.204	13.960	-656.835	55.193	118.653	-655.880	534.303	-99.111	-672.287	617.654	429.590	1487.298	0.000	0.000	0.000	574.679	674.416	489.898	0.000	0.000	0.000	707.189	327.853	680.596	673.230	666.126	1457.932	631.471	496.996	1150.768	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
832	2.77000	228.090	-404.143	-672.668	542.778	-397.733	-680.807	106.235	13.956	-656.811	55.131	118.638	-655.925	534.289	-99.048	-672.286	617.558	427.888	1490.034	0.000	0.000	0.000	573.976	670.219	488.735	0.000	0.000	0.000	706.692	327.295	669.850	673.264	668.028	1454.155	631.818	498.502	1159.288	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
