NO_OF_FRAMES	3649
NO_OF_CAMERAS	4
NO_OF_MARKERS	12
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-11, 14:44:57.047	64924.73091080
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5	base_6						
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	base_6 X	base_6 Y	base_6 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
3318	11.05667	458.378	-658.824	27.116	-401.475	-561.424	28.845	193.410	-491.626	28.963	249.016	-181.820	31.359	-93.203	-143.198	33.665	-239.472	-528.936	33.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	668.925	-277.240	54.670
3319	11.06000	458.365	-658.886	27.045	-401.444	-561.426	28.887	193.393	-491.664	28.995	249.022	-181.834	31.318	-93.179	-143.191	33.701	-239.473	-528.975	33.499	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	669.832	-278.964	46.522
3320	11.06333	458.375	-658.926	27.056	-401.441	-561.399	28.879	193.396	-491.619	28.986	249.006	-181.827	31.331	-93.244	-143.190	33.717	-239.447	-528.927	33.491	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	670.745	-280.625	38.314
3321	11.06667	458.331	-658.950	27.050	-401.448	-561.397	28.885	193.403	-491.668	28.956	249.026	-181.836	31.402	-93.245	-143.210	33.625	-239.448	-528.965	33.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	671.915	-282.666	32.840
3322	11.07000	458.412	-658.952	27.015	-401.450	-561.352	28.924	193.383	-491.649	29.072	249.017	-181.835	31.352	-93.298	-143.214	33.707	-239.458	-528.903	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	673.596	-284.747	35.070
3323	11.07333	458.367	-658.883	27.070	-401.442	-561.404	28.877	193.424	-491.643	29.017	249.041	-181.823	31.335	-93.257	-143.207	33.562	-239.470	-528.899	33.527	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	675.856	-287.263	38.017
3324	11.07667	458.352	-658.942	27.117	-401.465	-561.446	28.861	193.396	-491.668	28.929	249.010	-181.813	31.359	-93.248	-143.249	33.599	-239.465	-528.905	33.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	678.936	-290.513	39.373
3325	11.08000	458.379	-658.872	26.946	-401.471	-561.412	28.863	193.406	-491.648	28.964	249.016	-181.827	31.348	-93.232	-143.183	33.639	-239.449	-528.970	33.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	681.219	-293.695	39.844
3326	11.08333	458.378	-658.897	27.097	-401.476	-561.415	28.884	193.419	-491.653	29.020	249.032	-181.838	31.363	-93.272	-143.194	33.676	-239.478	-528.940	33.516	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	684.062	-297.591	38.575
3327	11.08667	458.354	-658.870	27.145	-401.474	-561.429	28.887	193.411	-491.671	28.950	249.057	-181.829	31.398	-93.270	-143.200	33.694	-239.451	-528.872	33.607	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	686.646	-301.358	35.763
3328	11.09000	458.336	-658.875	27.177	-401.462	-561.379	28.938	193.391	-491.641	28.981	249.002	-181.821	31.361	-93.270	-143.212	33.681	-239.449	-528.965	33.476	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	688.799	-304.471	33.801
3329	11.09333	458.358	-658.867	27.052	-401.454	-561.428	28.838	193.390	-491.629	28.903	249.014	-181.825	31.379	-93.278	-143.195	33.719	-239.448	-528.965	33.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	690.961	-308.175	32.659
3330	11.09667	458.333	-658.861	27.082	-401.459	-561.419	28.856	193.399	-491.631	28.954	248.999	-181.849	31.314	-93.260	-143.198	33.735	-239.471	-528.937	33.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	693.048	-312.056	32.870
3331	11.10000	458.352	-658.946	27.034	-401.430	-561.444	28.805	193.380	-491.657	28.885	249.015	-181.844	31.342	-93.229	-143.238	33.528	-239.472	-528.936	33.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	694.784	-315.159	34.075
3332	11.10333	458.342	-658.930	27.107	-401.475	-561.446	28.842	193.371	-491.676	28.834	248.979	-181.862	31.318	-93.264	-143.212	33.694	-239.471	-528.937	33.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	696.233	-317.649	35.871
3333	11.10667	458.334	-658.889	27.178	-401.462	-561.400	28.854	193.389	-491.633	28.898	249.033	-181.817	31.377	-93.262	-143.232	33.666	-239.464	-528.900	33.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	697.486	-320.142	37.325
3334	11.11000	458.332	-658.875	27.217	-401.470	-561.380	28.891	193.407	-491.647	28.972	248.976	-181.843	31.356	-93.235	-143.162	33.633	-239.454	-528.963	33.461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	699.050	-323.053	38.159
3335	11.11333	458.340	-658.880	27.087	-401.474	-561.416	28.858	193.374	-491.646	28.981	248.981	-181.863	31.390	-93.253	-143.227	33.667	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	700.834	-325.740	38.645
3336	11.11667	458.368	-658.908	27.092	-401.449	-561.452	28.842	193.381	-491.645	29.004	249.016	-181.813	31.375	-93.242	-143.204	33.651	-239.427	-529.032	33.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	701.605	-327.794	39.835
3337	11.12000	458.353	-658.883	27.109	-401.441	-561.430	28.856	193.417	-491.662	29.000	249.036	-181.842	31.354	-93.271	-143.196	33.679	-239.472	-528.936	33.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	702.686	-329.945	40.476
3338	11.12333	458.347	-658.790	27.141	-401.473	-561.428	28.887	193.408	-491.644	28.950	248.987	-181.871	31.344	-93.254	-143.200	33.653	-239.470	-528.898	33.526	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	703.881	-332.111	40.930
3339	11.12667	458.361	-658.885	27.021	-401.454	-561.425	28.878	193.383	-491.662	28.969	249.016	-181.837	31.381	-93.259	-143.171	33.671	-239.477	-528.935	33.497	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	704.846	-334.246	41.291
3340	11.13000	458.350	-658.861	27.067	-401.466	-561.426	28.855	193.401	-491.617	29.000	248.974	-181.850	31.352	-93.296	-143.172	33.744	-239.464	-528.901	33.543	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	705.853	-336.015	41.658
3341	11.13333	458.377	-658.875	27.066	-401.446	-561.400	28.899	193.396	-491.638	28.920	249.007	-181.828	31.365	-93.275	-143.220	33.701	-239.448	-528.965	33.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	706.642	-337.838	41.408
3342	11.13667	458.386	-658.884	27.014	-401.465	-561.479	28.792	193.404	-491.640	28.902	249.070	-181.838	31.331	-93.198	-143.126	33.622	-239.441	-528.929	33.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	707.760	-339.668	40.500
3343	11.14000	458.378	-658.855	27.037	-401.459	-561.446	28.850	193.406	-491.650	28.988	249.022	-181.832	31.406	-93.242	-143.194	33.632	-239.448	-528.960	33.458	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	709.361	-341.786	39.620
3344	11.14333	458.389	-658.891	27.090	-401.471	-561.405	28.852	193.401	-491.667	28.983	249.022	-181.826	31.366	-93.248	-143.216	33.642	-239.456	-529.001	33.447	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	711.098	-344.197	38.723
3345	11.14667	458.352	-658.826	27.096	-401.436	-561.435	28.842	193.371	-491.628	28.905	249.030	-181.856	31.359	-93.257	-143.232	33.639	-239.449	-528.970	33.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	712.732	-346.387	38.273
3346	11.15000	458.388	-658.940	26.959	-401.438	-561.440	28.856	193.384	-491.609	28.930	249.016	-181.805	31.398	-93.272	-143.195	33.615	-239.440	-528.930	33.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	714.012	-348.298	38.228
3347	11.15333	458.371	-658.874	27.075	-401.455	-561.426	28.858	193.397	-491.647	29.020	249.006	-181.796	31.366	-93.222	-143.201	33.605	-239.472	-528.941	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	715.222	-350.336	38.306
3348	11.15667	458.376	-658.864	27.065	-401.452	-561.411	28.865	193.405	-491.650	29.001	248.989	-181.865	31.323	-93.244	-143.228	33.641	-239.449	-528.970	33.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	716.390	-352.375	38.459
3349	11.16000	458.363	-658.936	27.124	-401.455	-561.405	28.878	193.408	-491.654	29.081	249.020	-181.816	31.331	-93.234	-143.201	33.557	-239.441	-528.934	33.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	717.212	-354.204	38.798
3350	11.16333	458.389	-658.902	27.059	-401.452	-561.395	28.866	193.388	-491.638	28.932	249.016	-181.839	31.342	-93.267	-143.182	33.616	-239.458	-528.903	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	717.979	-355.777	39.193
3351	11.16667	458.363	-658.908	27.069	-401.442	-561.416	28.859	193.382	-491.628	29.063	249.005	-181.821	31.362	-93.252	-143.202	33.648	-239.448	-528.965	33.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	719.007	-357.480	39.315
3352	11.17000	458.339	-658.909	27.070	-401.492	-561.435	28.879	193.409	-491.597	28.999	248.995	-181.852	31.356	-93.207	-143.173	33.585	-239.464	-528.900	33.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	720.213	-359.644	38.987
3353	11.17333	458.367	-658.873	27.123	-401.462	-561.413	28.898	193.402	-491.631	28.999	249.023	-181.801	31.334	-93.250	-143.163	33.701	-239.441	-528.929	33.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	721.342	-361.776	38.751
3354	11.17667	458.370	-658.888	27.104	-401.459	-561.439	28.835	193.390	-491.632	28.866	249.050	-181.810	31.351	-93.261	-143.163	33.688	-239.479	-528.973	33.483	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	722.595	-364.051	38.152
3355	11.18000	458.358	-658.938	27.050	-401.451	-561.397	28.900	193.397	-491.670	28.989	249.045	-181.828	31.415	-93.254	-143.149	33.580	-239.470	-528.899	33.527	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	724.018	-366.164	37.629
3356	11.18333	458.366	-658.928	27.023	-401.450	-561.374	28.912	193.421	-491.652	28.965	249.013	-181.824	31.411	-93.262	-143.139	33.668	-239.435	-528.936	33.541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	724.992	-368.009	37.413
3357	11.18667	458.369	-658.922	27.007	-401.457	-561.435	28.852	193.404	-491.644	28.983	248.985	-181.859	31.296	-93.245	-143.225	33.637	-239.418	-528.958	33.471	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	725.980	-369.685	37.367
3358	11.19000	458.361	-658.943	27.071	-401.467	-561.445	28.859	193.386	-491.633	28.855	249.023	-181.816	31.400	-93.228	-143.151	33.663	-239.441	-528.929	33.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	726.732	-371.087	37.732
3359	11.19333	458.339	-658.892	27.080	-401.454	-561.453	28.871	193.396	-491.665	29.002	249.014	-181.812	31.350	-93.297	-143.201	33.652	-239.459	-528.907	33.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	728.003	-372.765	37.615
3360	11.19667	458.357	-658.875	27.089	-401.460	-561.422	28.883	193.403	-491.631	28.836	248.980	-181.853	31.331	-93.227	-143.208	33.575	-239.447	-528.927	33.490	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	729.119	-374.523	37.749
3361	11.20000	458.363	-658.887	27.179	-401.449	-561.414	28.887	193.414	-491.675	28.980	249.001	-181.845	31.351	-93.232	-143.249	33.542	-239.482	-528.879	33.612	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	730.385	-376.219	37.834
3362	11.20333	458.357	-658.876	27.033	-401.445	-561.383	28.904	193.396	-491.640	28.900	249.015	-181.827	31.376	-93.227	-143.155	33.600	-239.448	-528.965	33.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	731.786	-378.262	37.549
3363	11.20667	458.349	-658.867	27.148	-401.472	-561.431	28.861	193.408	-491.604	29.054	249.026	-181.815	31.419	-93.278	-143.245	33.635	-239.441	-528.934	33.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	732.918	-379.794	37.823
3364	11.21000	458.340	-658.783	27.192	-401.462	-561.424	28.897	193.409	-491.624	29.032	249.005	-181.834	31.352	-93.287	-143.187	33.770	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	734.114	-381.364	38.028
3365	11.21333	458.371	-658.892	27.121	-401.452	-561.398	28.877	193.406	-491.652	29.027	249.001	-181.855	31.317	-93.238	-143.187	33.564	-239.441	-528.930	33.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	735.451	-383.324	37.905
3366	11.21667	458.404	-658.855	26.963	-401.456	-561.448	28.814	193.402	-491.646	28.959	249.007	-181.813	31.353	-93.230	-143.182	33.606	-239.472	-528.937	33.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	736.275	-384.597	38.251
3367	11.22000	458.354	-658.873	27.088	-401.457	-561.390	28.916	193.424	-491.642	28.985	248.993	-181.820	31.307	-93.228	-143.196	33.599	-239.435	-528.936	33.541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	737.616	-386.508	38.031
3368	11.22333	458.347	-658.865	27.151	-401.454	-561.419	28.877	193.358	-491.632	28.848	249.039	-181.793	31.419	-93.223	-143.203	33.622	-239.495	-528.908	33.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	738.749	-388.479	37.920
3369	11.22667	458.359	-658.909	27.068	-401.436	-561.409	28.918	193.431	-491.646	29.014	249.057	-181.830	31.367	-93.220	-143.198	33.702	-239.441	-528.929	33.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	739.855	-390.410	37.778
3370	11.23000	458.342	-658.878	27.145	-401.462	-561.359	28.902	193.407	-491.647	29.039	249.013	-181.817	31.407	-93.261	-143.234	33.629	-239.450	-528.867	33.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	740.889	-392.006	37.841
3371	11.23333	458.354	-658.859	27.196	-401.454	-561.383	28.910	193.406	-491.630	28.919	249.000	-181.868	31.313	-93.267	-143.204	33.592	-239.472	-528.936	33.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	742.266	-393.635	37.252
3372	11.23667	458.376	-658.899	27.094	-401.450	-561.406	28.873	193.394	-491.637	28.954	249.008	-181.827	31.376	-93.242	-143.222	33.600	-239.479	-528.973	33.483	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	743.395	-395.363	36.986
3373	11.24000	458.352	-658.896	27.155	-401.443	-561.410	28.865	193.432	-491.644	28.963	249.013	-181.833	31.363	-93.250	-143.158	33.653	-239.441	-528.929	33.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	744.409	-397.051	37.078
3374	11.24333	458.385	-658.868	26.980	-401.481	-561.422	28.886	193.388	-491.632	28.903	249.012	-181.815	31.373	-93.265	-143.147	33.688	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	745.724	-398.880	37.126
3375	11.24667	458.348	-658.927	27.123	-401.469	-561.401	28.879	193.389	-491.659	28.939	249.004	-181.830	31.394	-93.265	-143.206	33.722	-239.435	-528.936	33.541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	747.285	-400.846	36.734
3376	11.25000	458.362	-658.868	27.148	-401.480	-561.365	28.877	193.371	-491.652	28.976	249.000	-181.847	31.355	-93.253	-143.183	33.574	-239.441	-528.929	33.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	748.614	-402.892	36.372
3377	11.25333	458.388	-658.865	27.206	-401.461	-561.430	28.868	193.378	-491.655	28.958	249.018	-181.818	31.355	-93.257	-143.166	33.611	-239.427	-528.895	33.553	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	749.877	-404.310	36.310
3378	11.25667	458.360	-658.910	26.991	-401.465	-561.385	28.887	193.379	-491.643	28.866	248.985	-181.867	31.296	-93.239	-143.203	33.629	-239.465	-528.939	33.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	751.409	-406.319	36.016
3379	11.26000	458.376	-658.840	27.071	-401.472	-561.410	28.872	193.390	-491.637	28.892	249.024	-181.813	31.378	-93.236	-143.220	33.722	-239.458	-528.907	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	752.578	-407.883	36.028
3380	11.26333	458.366	-658.923	27.109	-401.453	-561.412	28.891	193.410	-491.663	29.065	249.010	-181.834	31.348	-93.249	-143.195	33.697	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	754.280	-410.320	35.730
3381	11.26667	458.339	-658.884	27.002	-401.459	-561.430	28.875	193.395	-491.644	28.967	249.029	-181.837	31.377	-93.251	-143.187	33.540	-239.441	-528.930	33.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	754.639	-411.338	36.172
3382	11.27000	458.401	-658.996	26.984	-401.454	-561.408	28.872	193.371	-491.599	28.822	249.016	-181.810	31.396	-93.233	-143.151	33.610	-239.441	-528.934	33.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	755.490	-412.663	36.635
3383	11.27333	458.360	-658.893	27.103	-401.442	-561.408	28.886	193.391	-491.644	29.021	249.021	-181.838	31.394	-93.256	-143.207	33.636	-239.449	-528.970	33.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	756.459	-413.931	37.075
3384	11.27667	458.396	-658.923	27.024	-401.446	-561.405	28.848	193.421	-491.637	28.938	249.011	-181.850	31.321	-93.243	-143.220	33.609	-239.442	-528.973	33.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	757.828	-415.539	37.035
3385	11.28000	458.390	-658.876	27.054	-401.467	-561.408	28.889	193.379	-491.679	28.931	249.026	-181.812	31.401	-93.219	-143.189	33.644	-239.435	-528.931	33.523	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	758.252	-416.559	38.134
3386	11.28333	458.380	-658.847	27.062	-401.441	-561.427	28.858	193.398	-491.649	29.072	249.008	-181.849	31.315	-93.264	-143.219	33.630	-239.465	-528.905	33.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	759.402	-418.307	38.308
3387	11.28667	458.316	-658.876	27.270	-401.468	-561.438	28.899	193.400	-491.621	28.948	248.974	-181.863	31.343	-93.286	-143.218	33.733	-239.458	-528.908	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	760.643	-420.083	38.182
3388	11.29000	458.383	-658.907	27.030	-401.478	-561.404	28.880	193.379	-491.658	28.940	249.002	-181.833	31.417	-93.242	-143.245	33.636	-239.478	-528.939	33.515	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	761.979	-422.230	37.844
3389	11.29333	458.333	-658.957	27.019	-401.473	-561.417	28.863	193.388	-491.638	29.047	249.018	-181.820	31.383	-93.252	-143.188	33.637	-239.441	-528.935	33.526	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	763.634	-424.502	37.311
3390	11.29667	458.367	-658.882	27.064	-401.446	-561.422	28.845	193.377	-491.655	28.881	248.997	-181.865	31.382	-93.243	-143.210	33.620	-239.441	-528.929	33.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	765.213	-426.378	37.104
3391	11.30000	458.341	-658.917	27.051	-401.449	-561.415	28.890	193.388	-491.634	28.839	249.040	-181.839	31.365	-93.263	-143.221	33.597	-239.454	-528.963	33.461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	766.637	-428.026	37.052
3392	11.30333	458.383	-658.954	27.006	-401.478	-561.428	28.826	193.391	-491.636	28.877	249.018	-181.829	31.404	-93.242	-143.168	33.599	-239.441	-528.930	33.507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	767.944	-429.625	36.970
3393	11.30667	458.364	-658.873	27.085	-401.472	-561.383	28.868	193.391	-491.618	29.034	249.020	-181.832	31.359	-93.243	-143.114	33.697	-239.458	-528.903	33.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	769.173	-431.092	37.121
3394	11.31000	458.330	-658.859	27.140	-401.448	-561.421	28.872	193.416	-491.654	29.057	249.002	-181.833	31.323	-93.267	-143.138	33.714	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	770.403	-432.991	37.010
3395	11.31333	458.342	-658.843	27.203	-401.455	-561.417	28.845	193.409	-491.648	29.001	249.017	-181.820	31.360	-93.279	-143.193	33.691	-239.464	-528.901	33.543	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	771.821	-434.729	37.106
3396	11.31667	458.363	-658.955	27.062	-401.467	-561.442	28.855	193.404	-491.646	29.043	249.030	-181.812	31.365	-93.260	-143.176	33.650	-239.449	-528.970	33.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	772.610	-435.953	37.954
3397	11.32000	458.374	-658.905	27.064	-401.461	-561.451	28.871	193.380	-491.652	28.822	249.004	-181.797	31.397	-93.262	-143.208	33.649	-239.448	-528.966	33.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	773.834	-437.405	38.243
3398	11.32333	458.349	-658.937	27.101	-401.426	-561.443	28.915	193.415	-491.673	29.042	249.022	-181.829	31.347	-93.247	-143.174	33.667	-239.464	-528.900	33.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	775.053	-438.824	38.467
3399	11.32667	458.325	-658.800	27.198	-401.452	-561.394	28.888	193.398	-491.646	29.013	249.018	-181.839	31.371	-93.239	-143.210	33.589	-239.470	-528.898	33.526	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	776.234	-439.961	38.728
3400	11.33000	458.378	-658.830	27.053	-401.456	-561.370	28.917	193.389	-491.641	28.975	248.974	-181.870	31.331	-93.289	-143.223	33.654	-239.441	-528.929	33.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	777.232	-441.170	38.819
