NO_OF_FRAMES	3649
NO_OF_CAMERAS	4
NO_OF_MARKERS	12
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-11, 14:44:57.047	64924.73091080
DATA_INCLUDED	3D
MARKER_NAMES	base_1	base_2	base_3	base_4	base_5	base_6						
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	base_1 X	base_1 Y	base_1 Z	base_2 X	base_2 Y	base_2 Z	base_3 X	base_3 Y	base_3 Z	base_4 X	base_4 Y	base_4 Z	base_5 X	base_5 Y	base_5 Z	base_6 X	base_6 Y	base_6 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
584	1.94333	458.380	-658.883	27.147	-401.444	-561.349	28.954	193.406	-491.641	28.993	248.976	-181.859	31.331	-93.249	-143.278	33.569	-239.464	-528.906	33.561	0.000	0.000	0.000	465.585	12.928	81.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
585	1.94667	458.363	-658.878	27.145	-401.457	-561.422	28.898	193.403	-491.632	29.014	249.026	-181.823	31.341	-93.243	-143.191	33.772	-239.464	-528.907	33.562	0.000	0.000	0.000	467.997	13.343	79.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
586	1.95000	458.335	-658.863	27.088	-401.451	-561.396	28.906	193.397	-491.673	29.054	249.014	-181.872	31.356	-93.190	-143.193	33.554	-239.458	-528.907	33.577	0.000	0.000	0.000	470.320	13.807	77.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
587	1.95333	458.370	-658.939	26.957	-401.473	-561.412	28.872	193.396	-491.637	28.951	249.025	-181.827	31.381	-93.253	-143.245	33.670	-239.441	-528.934	33.525	0.000	0.000	0.000	472.666	14.531	75.562	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
588	1.95667	458.365	-658.854	27.067	-401.454	-561.403	28.896	193.404	-491.626	29.035	249.018	-181.822	31.380	-93.230	-143.194	33.574	-239.435	-528.936	33.541	0.000	0.000	0.000	475.184	15.124	73.859	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
589	1.96000	458.387	-658.909	27.043	-401.449	-561.423	28.877	193.410	-491.623	28.994	249.029	-181.836	31.365	-93.245	-143.231	33.749	-239.466	-528.943	33.547	0.000	0.000	0.000	477.825	15.608	71.729	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
590	1.96333	458.345	-658.936	27.135	-401.456	-561.411	28.896	193.411	-491.626	28.967	248.972	-181.875	31.343	-93.259	-143.179	33.666	-239.495	-528.912	33.566	0.000	0.000	0.000	480.369	16.337	69.994	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
591	1.96667	458.400	-658.872	26.948	-401.457	-561.408	28.894	193.390	-491.647	28.943	249.012	-181.842	31.372	-93.317	-143.223	33.701	-239.472	-528.947	33.550	0.000	0.000	0.000	483.053	16.735	67.695	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
592	1.97000	458.380	-658.864	26.992	-401.457	-561.396	28.914	193.399	-491.638	29.012	248.989	-181.812	31.395	-93.284	-143.229	33.715	-239.465	-528.910	33.579	0.000	0.000	0.000	485.630	17.194	66.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
593	1.97333	458.380	-658.847	27.133	-401.443	-561.396	28.902	193.393	-491.661	28.932	249.064	-181.835	31.396	-93.232	-143.226	33.605	-239.467	-528.948	33.565	0.000	0.000	0.000	488.478	17.696	63.830	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
594	1.97667	458.387	-658.900	27.127	-401.429	-561.350	28.939	193.385	-491.632	28.927	249.030	-181.856	31.463	-93.194	-143.285	33.614	-239.457	-528.875	33.609	0.000	0.000	0.000	491.110	18.021	61.679	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
595	1.98000	458.377	-658.870	27.028	-401.450	-561.351	28.980	193.390	-491.650	29.003	249.071	-181.787	31.387	-93.251	-143.205	33.720	-239.459	-528.913	33.596	0.000	0.000	0.000	493.976	18.731	59.801	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
596	1.98333	458.347	-658.889	27.114	-401.473	-561.407	28.903	193.397	-491.640	28.970	249.055	-181.829	31.385	-93.247	-143.150	33.698	-239.476	-528.886	33.647	0.000	0.000	0.000	496.940	19.485	57.424	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
597	1.98667	458.382	-658.914	27.087	-401.463	-561.402	28.919	193.404	-491.645	28.986	249.018	-181.837	31.396	-93.265	-143.251	33.761	-239.464	-528.905	33.561	0.000	0.000	0.000	500.079	20.454	55.299	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
598	1.99000	458.359	-658.842	27.108	-401.466	-561.419	28.894	193.396	-491.619	28.973	249.026	-181.829	31.338	-93.239	-143.127	33.719	-239.441	-528.934	33.525	0.000	0.000	0.000	503.397	21.339	52.975	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
599	1.99333	458.370	-658.873	27.114	-401.439	-561.414	28.879	193.395	-491.639	28.891	249.057	-181.819	31.443	-93.222	-143.243	33.672	-239.464	-528.905	33.561	0.000	0.000	0.000	506.445	22.080	50.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
600	1.99667	458.396	-658.853	27.079	-401.447	-561.371	28.942	193.406	-491.646	28.978	249.025	-181.836	31.453	-93.242	-143.194	33.630	-239.458	-528.907	33.577	0.000	0.000	0.000	509.655	22.907	47.547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
601	2.00000	458.363	-658.863	27.051	-401.444	-561.400	28.902	193.407	-491.668	29.047	249.007	-181.879	31.348	-93.250	-143.187	33.616	-239.443	-528.972	33.511	0.000	0.000	0.000	512.985	23.990	44.992	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
602	2.00333	458.371	-658.872	27.037	-401.466	-561.360	28.950	193.404	-491.645	28.999	249.021	-181.817	31.404	-93.230	-143.189	33.669	-239.448	-528.971	33.496	0.000	0.000	0.000	516.384	24.644	42.151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
603	2.00667	458.347	-658.933	27.160	-401.442	-561.394	28.901	193.428	-491.620	28.994	249.027	-181.840	31.408	-93.239	-143.241	33.572	-239.472	-528.947	33.550	0.000	0.000	0.000	520.603	26.493	39.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
604	2.01000	458.392	-658.928	27.093	-401.438	-561.396	28.951	193.419	-491.648	28.998	249.018	-181.835	31.384	-93.244	-143.181	33.656	-239.465	-528.905	33.560	0.000	0.000	0.000	524.686	27.741	40.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
605	2.01333	458.326	-658.795	27.122	-401.454	-561.411	28.908	193.411	-491.643	28.865	249.004	-181.872	31.340	-93.267	-143.231	33.682	-239.488	-528.882	33.615	0.000	0.000	0.000	529.240	29.004	41.428	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
606	2.01667	458.351	-658.926	27.053	-401.445	-561.392	28.918	193.387	-491.634	28.956	249.032	-181.778	31.431	-93.262	-143.237	33.650	-239.472	-528.942	33.531	0.000	0.000	0.000	533.790	30.347	41.659	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
607	2.02000	458.392	-658.927	27.055	-401.448	-561.417	28.925	193.407	-491.649	29.046	249.025	-181.827	31.377	-93.271	-143.245	33.735	-239.458	-528.907	33.577	0.000	0.000	0.000	538.441	31.675	41.952	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
608	2.02333	458.346	-658.866	27.171	-401.444	-561.402	28.902	193.405	-491.640	28.898	249.005	-181.846	31.386	-93.218	-143.200	33.614	-239.465	-528.910	33.579	0.000	0.000	0.000	542.899	33.205	41.539	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
609	2.02667	458.376	-658.868	27.029	-401.470	-561.434	28.892	193.394	-491.616	28.941	249.068	-181.825	31.378	-93.249	-143.177	33.661	-239.478	-528.940	33.515	0.000	0.000	0.000	547.520	34.627	41.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
610	2.03000	458.381	-658.873	26.925	-401.451	-561.409	28.920	193.400	-491.636	28.955	248.982	-181.856	31.339	-93.243	-143.155	33.792	-239.478	-528.934	33.496	0.000	0.000	0.000	552.639	35.961	40.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
611	2.03333	458.384	-658.881	27.052	-401.453	-561.419	28.885	193.410	-491.648	29.005	248.991	-181.882	31.320	-93.277	-143.186	33.732	-239.472	-528.942	33.531	0.000	0.000	0.000	556.600	36.888	38.744	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
612	2.03667	458.373	-658.899	27.114	-401.441	-561.402	28.912	193.394	-491.647	29.083	249.031	-181.807	31.372	-93.261	-143.195	33.708	-239.464	-528.906	33.561	0.000	0.000	0.000	561.330	38.044	38.985	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
613	2.04000	458.367	-658.850	27.064	-401.466	-561.398	28.901	193.405	-491.612	29.068	249.025	-181.809	31.387	-93.259	-143.269	33.664	-239.488	-528.877	33.596	0.000	0.000	0.000	565.757	39.323	40.264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
614	2.04333	458.356	-658.926	27.110	-401.450	-561.417	28.889	193.404	-491.651	29.024	249.000	-181.816	31.423	-93.257	-143.195	33.672	-239.464	-528.901	33.542	0.000	0.000	0.000	569.836	40.136	40.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
615	2.04667	458.387	-658.926	27.034	-401.457	-561.385	28.931	193.371	-491.627	28.851	249.009	-181.817	31.353	-93.262	-143.237	33.633	-239.465	-528.905	33.560	0.000	0.000	0.000	573.583	41.223	41.644	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
616	2.05000	458.402	-658.873	26.980	-401.465	-561.431	28.877	193.405	-491.619	28.979	249.010	-181.840	31.353	-93.245	-143.215	33.673	-239.441	-528.934	33.525	0.000	0.000	0.000	577.881	42.439	42.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
617	2.05333	458.353	-658.929	27.165	-401.468	-561.384	28.927	193.371	-491.610	28.855	249.035	-181.807	31.435	-93.219	-143.212	33.588	-239.459	-528.907	33.576	0.000	0.000	0.000	581.843	43.430	42.759	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
618	2.05667	458.385	-658.828	27.032	-401.447	-561.334	28.945	193.408	-491.626	28.973	249.003	-181.860	31.319	-93.219	-143.172	33.685	-239.458	-528.908	33.577	0.000	0.000	0.000	585.696	44.655	43.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
619	2.06000	458.344	-658.812	27.124	-401.451	-561.399	28.866	193.408	-491.620	28.969	249.006	-181.831	31.381	-93.244	-143.193	33.752	-239.458	-528.913	33.596	0.000	0.000	0.000	589.453	45.716	43.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
620	2.06333	458.340	-658.878	27.219	-401.465	-561.452	28.872	193.401	-491.637	28.971	248.997	-181.847	31.406	-93.216	-143.189	33.559	-239.488	-528.876	33.596	0.000	0.000	0.000	592.938	46.610	42.980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
621	2.06667	458.402	-658.860	27.089	-401.455	-561.399	28.898	193.391	-491.633	28.974	248.994	-181.838	31.424	-93.252	-143.172	33.634	-239.435	-528.942	33.560	0.000	0.000	0.000	596.467	47.456	42.725	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
622	2.07000	458.382	-658.915	27.022	-401.467	-561.381	28.924	193.406	-491.641	28.976	249.014	-181.811	31.360	-93.255	-143.264	33.645	-239.465	-528.909	33.578	0.000	0.000	0.000	599.788	48.825	42.940	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
623	2.07333	458.381	-658.848	27.070	-401.465	-561.414	28.885	193.395	-491.623	28.904	249.052	-181.803	31.412	-93.267	-143.198	33.629	-239.457	-528.869	33.590	0.000	0.000	0.000	603.307	50.152	43.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
624	2.07667	458.349	-658.905	27.138	-401.476	-561.422	28.898	193.409	-491.637	28.971	248.999	-181.875	31.364	-93.284	-143.245	33.808	-239.435	-528.936	33.541	0.000	0.000	0.000	607.064	51.188	43.720	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
625	2.08000	458.352	-658.973	27.053	-401.461	-561.422	28.932	193.410	-491.623	29.008	249.030	-181.815	31.374	-93.263	-143.176	33.735	-239.459	-528.913	33.596	0.000	0.000	0.000	610.418	52.241	43.999	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
626	2.08333	458.332	-658.867	27.201	-401.438	-561.423	28.919	193.406	-491.620	28.996	249.043	-181.804	31.425	-93.178	-143.233	33.648	-239.465	-528.910	33.579	0.000	0.000	0.000	613.890	53.411	44.252	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
627	2.08667	458.364	-658.881	27.047	-401.452	-561.422	28.896	193.399	-491.614	28.944	248.994	-181.867	31.334	-93.239	-143.180	33.693	-239.443	-528.973	33.512	0.000	0.000	0.000	617.425	54.628	44.456	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
628	2.09000	458.369	-658.929	27.018	-401.456	-561.432	28.874	193.391	-491.629	28.919	248.994	-181.871	31.323	-93.252	-143.248	33.592	-239.472	-528.946	33.549	0.000	0.000	0.000	620.670	55.525	44.297	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
629	2.09333	458.385	-658.903	27.037	-401.444	-561.410	28.902	193.400	-491.640	28.958	249.021	-181.823	31.393	-93.230	-143.189	33.653	-239.466	-528.944	33.547	0.000	0.000	0.000	623.987	56.676	44.611	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
630	2.09667	458.362	-658.852	27.195	-401.475	-561.432	28.914	193.385	-491.654	28.847	249.023	-181.840	31.319	-93.253	-143.223	33.658	-239.465	-528.911	33.580	0.000	0.000	0.000	627.294	57.552	44.388	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
631	2.10000	458.370	-658.869	27.094	-401.433	-561.383	28.883	193.400	-491.619	29.010	248.994	-181.848	31.343	-93.285	-143.200	33.627	-239.471	-528.907	33.562	0.000	0.000	0.000	630.836	58.807	44.417	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
632	2.10333	458.369	-658.837	27.125	-401.442	-561.406	28.955	193.383	-491.640	28.907	248.976	-181.851	31.300	-93.261	-143.204	33.622	-239.466	-528.949	33.565	0.000	0.000	0.000	634.219	59.857	44.310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
633	2.10667	458.344	-658.871	27.061	-401.448	-561.363	28.920	193.406	-491.644	28.945	249.004	-181.811	31.382	-93.257	-143.187	33.758	-239.503	-528.954	33.555	0.000	0.000	0.000	637.180	60.881	43.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
634	2.11000	458.353	-658.851	27.186	-401.457	-561.381	28.916	193.371	-491.652	28.897	249.011	-181.842	31.359	-93.242	-143.203	33.593	-239.449	-528.970	33.496	0.000	0.000	0.000	640.285	61.725	43.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
635	2.11333	458.340	-658.882	27.253	-401.463	-561.434	28.887	193.389	-491.649	28.996	249.002	-181.811	31.376	-93.245	-143.186	33.712	-239.487	-528.877	33.597	0.000	0.000	0.000	643.413	62.785	42.999	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
636	2.11667	458.360	-658.895	26.959	-401.471	-561.403	28.892	193.394	-491.609	28.902	248.986	-181.860	31.329	-93.287	-143.243	33.686	-239.474	-528.843	33.642	0.000	0.000	0.000	646.541	63.976	42.694	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
637	2.12000	458.373	-658.898	27.127	-401.459	-561.427	28.902	193.384	-491.634	29.014	249.039	-181.803	31.389	-93.229	-143.209	33.659	-239.487	-528.878	33.597	0.000	0.000	0.000	649.689	64.920	42.249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
638	2.12333	458.359	-658.866	27.040	-401.436	-561.400	28.927	193.397	-491.618	29.048	249.003	-181.867	31.341	-93.306	-143.214	33.841	-239.472	-528.942	33.531	0.000	0.000	0.000	652.917	65.876	41.681	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
639	2.12667	458.379	-658.881	27.091	-401.466	-561.437	28.891	193.386	-491.628	29.016	248.990	-181.817	31.330	-93.259	-143.214	33.668	-239.443	-528.977	33.530	0.000	0.000	0.000	656.048	66.946	41.376	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
640	2.13000	458.341	-658.899	27.105	-401.454	-561.414	28.887	193.400	-491.637	28.869	249.001	-181.878	31.329	-93.240	-143.185	33.601	-239.443	-528.977	33.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
641	2.13333	458.367	-658.915	27.153	-401.446	-561.371	28.909	193.390	-491.644	29.044	249.017	-181.781	31.403	-93.270	-143.218	33.753	-239.472	-528.942	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
642	2.13667	458.371	-658.861	27.073	-401.451	-561.408	28.892	193.395	-491.622	28.891	249.036	-181.820	31.367	-93.264	-143.194	33.625	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
643	2.14000	458.370	-658.944	26.998	-401.479	-561.447	28.860	193.401	-491.631	28.961	249.032	-181.785	31.373	-93.227	-143.208	33.614	-239.465	-528.905	33.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
644	2.14333	458.372	-658.874	27.046	-401.457	-561.435	28.901	193.384	-491.626	28.811	249.039	-181.788	31.396	-93.222	-143.187	33.607	-239.466	-528.944	33.547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
645	2.14667	458.366	-658.874	27.072	-401.446	-561.428	28.858	193.400	-491.641	28.943	249.007	-181.828	31.347	-93.251	-143.210	33.526	-239.472	-528.941	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
646	2.15000	458.376	-658.877	27.068	-401.469	-561.417	28.915	193.416	-491.648	29.032	249.041	-181.819	31.394	-93.200	-143.269	33.584	-239.458	-528.908	33.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
647	2.15333	458.361	-658.876	27.154	-401.427	-561.413	28.905	193.397	-491.648	28.992	249.045	-181.822	31.442	-93.222	-143.163	33.636	-239.464	-528.911	33.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
648	2.15667	458.346	-658.858	27.149	-401.457	-561.363	28.944	193.406	-491.611	29.076	249.029	-181.794	31.405	-93.284	-143.125	33.777	-239.459	-528.907	33.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
649	2.16000	458.367	-658.920	27.124	-401.471	-561.415	28.916	193.395	-491.622	28.963	249.007	-181.820	31.463	-93.269	-143.255	33.786	-239.441	-528.933	33.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
650	2.16333	458.381	-658.872	26.975	-401.475	-561.434	28.897	193.399	-491.644	29.041	249.022	-181.810	31.399	-93.239	-143.205	33.610	-239.466	-528.944	33.547	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
651	2.16667	458.395	-658.853	27.060	-401.455	-561.413	28.886	193.394	-491.610	28.904	249.042	-181.808	31.379	-93.281	-143.234	33.759	-239.435	-528.936	33.541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
652	2.17000	458.348	-658.945	27.095	-401.452	-561.405	28.903	193.399	-491.665	28.943	249.000	-181.854	31.401	-93.228	-143.196	33.599	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
653	2.17333	458.333	-658.864	27.170	-401.483	-561.420	28.912	193.402	-491.641	28.951	249.045	-181.830	31.409	-93.296	-143.223	33.721	-239.472	-528.941	33.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
654	2.17667	458.365	-658.892	27.036	-401.435	-561.396	28.907	193.382	-491.631	28.950	249.026	-181.804	31.384	-93.273	-143.195	33.691	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
655	2.18000	458.318	-658.873	27.205	-401.471	-561.428	28.911	193.381	-491.628	28.885	248.983	-181.847	31.367	-93.275	-143.243	33.628	-239.465	-528.910	33.579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
656	2.18333	458.390	-658.878	27.026	-401.454	-561.376	28.922	193.385	-491.630	28.874	248.993	-181.865	31.318	-93.245	-143.211	33.638	-239.489	-528.920	33.601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
657	2.18667	458.355	-658.933	27.080	-401.449	-561.415	28.941	193.395	-491.662	28.904	249.053	-181.816	31.419	-93.234	-143.188	33.621	-239.459	-528.912	33.595	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
658	2.19000	458.399	-658.911	27.028	-401.448	-561.390	28.911	193.417	-491.648	28.917	249.033	-181.826	31.375	-93.266	-143.219	33.707	-239.472	-528.941	33.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
659	2.19333	458.408	-658.854	27.015	-401.449	-561.420	28.935	193.405	-491.645	28.989	248.980	-181.857	31.300	-93.271	-143.243	33.621	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
660	2.19667	458.370	-658.830	27.090	-401.468	-561.410	28.926	193.403	-491.648	29.083	249.006	-181.852	31.320	-93.209	-143.194	33.532	-239.458	-528.908	33.578	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
661	2.20000	458.340	-658.881	27.200	-401.467	-561.397	28.933	193.378	-491.642	28.976	249.005	-181.791	31.370	-93.246	-143.198	33.654	-239.448	-528.966	33.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
662	2.20333	458.422	-658.895	26.997	-401.471	-561.442	28.864	193.400	-491.616	28.967	249.005	-181.846	31.354	-93.216	-143.163	33.540	-239.464	-528.906	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
663	2.20667	458.383	-658.883	27.136	-401.483	-561.413	28.905	193.409	-491.646	28.959	249.015	-181.815	31.383	-93.229	-143.196	33.614	-239.464	-528.905	33.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
664	2.21000	458.364	-658.910	27.118	-401.446	-561.424	28.922	193.398	-491.642	28.940	249.025	-181.815	31.351	-93.242	-143.185	33.610	-239.472	-528.946	33.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
665	2.21333	458.350	-658.848	27.097	-401.479	-561.424	28.897	193.394	-491.652	28.988	249.021	-181.778	31.402	-93.243	-143.229	33.610	-239.464	-528.901	33.543	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
666	2.21667	458.397	-658.861	27.039	-401.470	-561.431	28.899	193.390	-491.637	28.918	249.052	-181.820	31.369	-93.246	-143.174	33.634	-239.472	-528.946	33.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
667	2.22000	458.339	-658.890	27.098	-401.477	-561.388	28.931	193.410	-491.623	29.018	249.021	-181.865	31.405	-93.258	-143.212	33.640	-239.482	-528.879	33.612	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
